Provinsi,
,Jumlah Penduduk menurut Provinsi (Ribu Jiwa)
,2023
Aceh,5482.5
Sumatera Utara,15386.6
Sumatera Barat,5757.2
Riau,6642.9
Jambi,3679.2
Sumatera Selatan,8743.5
Bengkulu,2086
Lampung,9314
Kep. Bangka Belitung,1511.9
Kepulauan Riau,2152.6
DKI Jakarta,10672.1
Jawa Barat,49860.3
Jawa Tengah,37541
DI Yogyakarta,3736.5
Jawa Timur,41527.9
Banten,12307.7
Bali,4404.3
Nusa Tenggara Barat,5560.3
Nusa Tenggara Timur,5569.1
Kalimantan Barat,5623.3
Kalimantan Tengah,2773.8
Kalimantan Selatan,4222.3
Kalimantan Timur,3909.7
Kalimantan Utara,730
Sulawesi Utara,2681.5
Sulawesi Tengah,3086.8
Sulawesi Selatan,9362.3
Sulawesi Tenggara,2749
Gorontalo,1213.2
Sulawesi Barat,1481.1
Maluku,1920.5
Maluku Utara,1337.2
Papua Barat,1187.3
Papua Barat Daya,-
Papua,4482.7
Papua Selatan,-
Papua Tengah,-
Papua Pegunungan,-
Indonesia,278696.2
