Provinsi,
,Jumlah Penduduk menurut Provinsi (Ribu Jiwa)
,2020
Aceh,5274.87
Sumatera Utara,14799.36
Sumatera Barat,5534.47
Riau,6394.09
Jambi,3548.23
Sumatera Selatan,8467.43
Bengkulu,2010.67
Lampung,9007.85
Kep. Bangka Belitung,1455.68
Kepulauan Riau,2064.56
DKI Jakarta,10562.09
Jawa Barat,48274.16
Jawa Tengah,36516.04
DI Yogyakarta,3668.72
Jawa Timur,40665.7
Banten,11904.56
Bali,4317.4
Nusa Tenggara Barat,5320.09
Nusa Tenggara Timur,5325.57
Kalimantan Barat,5414.39
Kalimantan Tengah,2669.97
Kalimantan Selatan,4073.58
Kalimantan Timur,3766.04
Kalimantan Utara,701.81
Sulawesi Utara,2621.92
Sulawesi Tengah,2985.73
Sulawesi Selatan,9073.51
Sulawesi Tenggara,2624.88
Gorontalo,1171.68
Sulawesi Barat,1419.23
Maluku,1848.92
Maluku Utara,1282.94
Papua Barat,1134.07
Papua Barat Daya,-
Papua,4303.71
Papua Selatan,-
Papua Tengah,-
Papua Pegunungan,-
Indonesia,270203.92
