Kota/Kabupaten,Tahun,HDI
Boven Digoel,2019.0,61.51
Boven Digoel,2020.0,61.53
Boven Digoel,2021.0,61.62
Boven Digoel,2022.0,62.52
Boven Digoel,2023.0,63.46
Boven Digoel,2024.0,64.26
Boyolali,2013.0,69.81
Boyolali,2014.0,70.34
Boyolali,2015.0,71.74
Boyolali,2016.0,72.18
Boyolali,2017.0,72.64
Boyolali,2018.0,73.22
Boyolali,2019.0,73.8
Boyolali,2020.0,74.25
Boyolali,2021.0,74.4
Boyolali,2022.0,74.97
Boyolali,2023.0,75.41
Boyolali,2024.0,75.96
Brebes,2013.0,61.87
Brebes,2014.0,62.55
Brebes,2015.0,63.18
Brebes,2016.0,63.98
Brebes,2017.0,64.86
Brebes,2018.0,65.68
Brebes,2019.0,66.12
Brebes,2020.0,66.11
Brebes,2021.0,66.32
Brebes,2022.0,67.03
Brebes,2023.0,67.95
Brebes,2024.0,68.46
Buleleng,2013.0,68.83
Buleleng,2014.0,69.16
Buleleng,2015.0,70.03
Buleleng,2016.0,70.65
Buleleng,2017.0,71.11
Buleleng,2018.0,71.7
Buleleng,2019.0,72.3
Buleleng,2020.0,72.55
Buleleng,2021.0,72.56
Buleleng,2022.0,73.45
Buleleng,2023.0,73.97
Buleleng,2024.0,74.52
Bulukumba,2013.0,64.27
Bulukumba,2014.0,65.24
Bulukumba,2015.0,65.58
Bulukumba,2016.0,66.46
Bulukumba,2017.0,67.08
Bulukumba,2018.0,67.7
Bulukumba,2019.0,68.28
Bulukumba,2020.0,68.99
Bulukumba,2021.0,69.62
Bulukumba,2022.0,70.34
Bulukumba,2023.0,71.21
Bulukumba,2024.0,71.97
Bulungan,2013.0,68.66
Bulungan,2014.0,69.25
Bulungan,2015.0,69.37
Bulungan,2016.0,69.88
Bulungan,2017.0,70.74
Bulungan,2018.0,71.23
Bulungan,2019.0,71.66
Bulungan,2020.0,71.1
Bulungan,2021.0,71.8
Bulungan,2022.0,72.08
Bulungan,2023.0,72.72
Bulungan,2024.0,73.34
Bungo,2013.0,67.54
Bungo,2014.0,67.93
Bungo,2015.0,68.34
Bungo,2016.0,68.77
Bungo,2017.0,69.04
Bungo,2018.0,69.42
Bungo,2019.0,69.86
Bungo,2020.0,69.92
Bungo,2021.0,70.15
Bungo,2022.0,70.55
Bungo,2023.0,71.06
Bungo,2024.0,71.92
Buol,2013.0,64.5
Buol,2014.0,65.41
Buol,2015.0,65.61
Buol,2016.0,66.37
Buol,2017.0,66.69
Buol,2018.0,67.3
Buol,2019.0,67.69
Buol,2020.0,67.82
Buol,2021.0,68.25
Buol,2022.0,68.72
Buol,2023.0,69.57
Buol,2024.0,70.28
Buru,2013.0,64.31
Buru,2014.0,65.15
Buru,2015.0,65.75
Buru,2016.0,66.63
Buru,2017.0,67.61
Buru,2018.0,68.25
Buru,2019.0,68.91
Buru,2020.0,68.95
Buru,2021.0,69.33
Buru,2022.0,69.94
Buru,2023.0,70.56
Buru,2024.0,71.01
Buru Selatan,2013.0,59.89
Buru Selatan,2014.0,60.74
Buru Selatan,2015.0,61.48
Buru Selatan,2016.0,62.19
Buru Selatan,2017.0,62.75
Buru Selatan,2018.0,63.62
Buru Selatan,2019.0,64.42
Buru Selatan,2020.0,64.69
Buru Selatan,2021.0,64.8
Buru Selatan,2022.0,65.37
Buru Selatan,2023.0,66.23
Buru Selatan,2024.0,67.09
Buton,2013.0,61.83
Buton,2014.0,62.31
Buton,2015.0,62.78
Buton,2016.0,63.69
Buton,2017.0,64.47
Buton,2018.0,65.08
Buton,2019.0,65.67
Buton,2020.0,65.98
Buton,2021.0,66.32
Buton,2022.0,67.23
Buton,2023.0,68.12
Buton,2024.0,68.88
Buton Selatan,2013.0,-
Buton Selatan,2014.0,61.51
Buton Selatan,2015.0,62
Buton Selatan,2016.0,62.55
Buton Selatan,2017.0,63.2
Buton Selatan,2018.0,63.47
Buton Selatan,2019.0,64.37
Buton Selatan,2020.0,64.93
Buton Selatan,2021.0,64.99
Buton Selatan,2022.0,65.44
Buton Selatan,2023.0,66.15
Buton Selatan,2024.0,67
Buton Tengah,2013.0,-
Buton Tengah,2014.0,61.69
Buton Tengah,2015.0,62.13
Buton Tengah,2016.0,62.56
Buton Tengah,2017.0,62.82
Buton Tengah,2018.0,63.46
Buton Tengah,2019.0,64.06
Buton Tengah,2020.0,64.37
Buton Tengah,2021.0,64.55
Buton Tengah,2022.0,65.29
Buton Tengah,2023.0,65.83
Buton Tengah,2024.0,66.47
Buton Utara,2013.0,64.2
Buton Utara,2014.0,64.65
Buton Utara,2015.0,65.23
Buton Utara,2016.0,65.95
Buton Utara,2017.0,66.4
Buton Utara,2018.0,67.13
Buton Utara,2019.0,67.68
Buton Utara,2020.0,67.87
Buton Utara,2021.0,68.08
Buton Utara,2022.0,69
Buton Utara,2023.0,69.7
Buton Utara,2024.0,70.6
Ciamis,2013.0,67.2
Ciamis,2014.0,67.64
Ciamis,2015.0,68.02
Ciamis,2016.0,68.45
Ciamis,2017.0,68.87
Ciamis,2018.0,69.63
Ciamis,2019.0,70.39
Ciamis,2020.0,70.49
Ciamis,2021.0,70.93
Ciamis,2022.0,71.45
Ciamis,2023.0,72.05
Ciamis,2024.0,72.56
Cianjur,2013.0,61.68
Cianjur,2014.0,62.08
Cianjur,2015.0,62.42
Cianjur,2016.0,62.92
Cianjur,2017.0,63.7
Cianjur,2018.0,64.62
Cianjur,2019.0,65.38
Cianjur,2020.0,65.36
Cianjur,2021.0,65.56
Cianjur,2022.0,65.94
Cianjur,2023.0,66.55
Cianjur,2024.0,67.24
Cilacap,2013.0,66.8
Cilacap,2014.0,67.25
Cilacap,2015.0,67.77
Cilacap,2016.0,68.6
Cilacap,2017.0,68.9
Cilacap,2018.0,69.56
Cilacap,2019.0,69.98
Cilacap,2020.0,69.95
Cilacap,2021.0,70.42
Cilacap,2022.0,70.99
Cilacap,2023.0,71.83
Cilacap,2024.0,72.38
Cirebon,2013.0,65.06
Cirebon,2014.0,65.53
Cirebon,2015.0,66.07
Cirebon,2016.0,66.7
Cirebon,2017.0,67.39
Cirebon,2018.0,68.05
Cirebon,2019.0,68.69
Cirebon,2020.0,68.75
Cirebon,2021.0,69.12
Cirebon,2022.0,70.06
Cirebon,2023.0,70.95
Cirebon,2024.0,71.44
Dairi,2013.0,67.15
Dairi,2014.0,67.91
Dairi,2015.0,69
Dairi,2016.0,69.61
Dairi,2017.0,70.36
Dairi,2018.0,70.89
Dairi,2019.0,71.42
Dairi,2020.0,71.57
Dairi,2021.0,71.84
Dairi,2022.0,72.56
Dairi,2023.0,73.27
Dairi,2024.0,73.92
Deiyai,2013.0,47.74
Deiyai,2014.0,48.12
Deiyai,2015.0,48.28
Deiyai,2016.0,48.5
Deiyai,2017.0,49.07
Deiyai,2018.0,49.55
Deiyai,2019.0,50.11
Deiyai,2020.0,49.46
Deiyai,2021.0,49.96
Deiyai,2022.0,50.42
Deiyai,2023.0,51.18
Deiyai,2024.0,52.07
Deli Serdang,2013.0,71.39
Deli Serdang,2014.0,71.98
Deli Serdang,2015.0,72.79
Deli Serdang,2016.0,73.51
Deli Serdang,2017.0,73.94
Deli Serdang,2018.0,74.92
Deli Serdang,2019.0,75.43
Deli Serdang,2020.0,75.44
Deli Serdang,2021.0,75.53
Deli Serdang,2022.0,76.19
Deli Serdang,2023.0,76.52
Deli Serdang,2024.0,76.92
Demak,2013.0,68.38
Demak,2014.0,68.95
Demak,2015.0,69.75
Demak,2016.0,70.1
Demak,2017.0,70.41
Demak,2018.0,71.26
Demak,2019.0,71.87
Demak,2020.0,72.22
Demak,2021.0,72.57
Demak,2022.0,73.36
Demak,2023.0,74.07
Demak,2024.0,74.57
Dharmasraya,2013.0,68.71
Dharmasraya,2014.0,69.27
Dharmasraya,2015.0,69.84
Dharmasraya,2016.0,70.25
Dharmasraya,2017.0,70.4
Dharmasraya,2018.0,70.86
Dharmasraya,2019.0,71.52
Dharmasraya,2020.0,71.51
Dharmasraya,2021.0,71.76
Dharmasraya,2022.0,72.3
Dharmasraya,2023.0,73.04
Dharmasraya,2024.0,74.06
Dogiyai,2013.0,51.46
Dogiyai,2014.0,52.25
Dogiyai,2015.0,52.78
Dogiyai,2016.0,53.32
Dogiyai,2017.0,54.04
Dogiyai,2018.0,54.44
Dogiyai,2019.0,55.41
Dogiyai,2020.0,54.84
Dogiyai,2021.0,55
Dogiyai,2022.0,55.72
Dogiyai,2023.0,56.7
Dogiyai,2024.0,57.68
Dompu,2013.0,63.16
Dompu,2014.0,63.53
Dompu,2015.0,64.56
Dompu,2016.0,65.48
Dompu,2017.0,66.33
Dompu,2018.0,66.97
Dompu,2019.0,67.83
Dompu,2020.0,67.84
Dompu,2021.0,68.45
Dompu,2022.0,69.15
Dompu,2023.0,69.98
Dompu,2024.0,70.78
Donggala,2013.0,63.38
Donggala,2014.0,63.55
Donggala,2015.0,63.82
Donggala,2016.0,64.42
Donggala,2017.0,64.66
Donggala,2018.0,65.14
Donggala,2019.0,65.49
Donggala,2020.0,65.56
Donggala,2021.0,65.72
Donggala,2022.0,66.25
Donggala,2023.0,66.95
Donggala,2024.0,67.45
Empat Lawang,2013.0,62.74
Empat Lawang,2014.0,63.17
Empat Lawang,2015.0,63.55
Empat Lawang,2016.0,64
Empat Lawang,2017.0,64.21
Empat Lawang,2018.0,64.81
Empat Lawang,2019.0,65.1
Empat Lawang,2020.0,65.25
Empat Lawang,2021.0,65.39
Empat Lawang,2022.0,66
Empat Lawang,2023.0,66.68
Empat Lawang,2024.0,67.25
Ende,2013.0,64.64
Ende,2014.0,65.25
Ende,2015.0,65.54
Ende,2016.0,65.74
Ende,2017.0,66.11
Ende,2018.0,66.62
Ende,2019.0,67.2
Ende,2020.0,67.04
Ende,2021.0,67.3
Ende,2022.0,67.97
Ende,2023.0,68.63
Ende,2024.0,69.11
Enrekang,2013.0,68.39
Enrekang,2014.0,69.37
Enrekang,2015.0,70.03
Enrekang,2016.0,70.79
Enrekang,2017.0,71.44
Enrekang,2018.0,72.15
Enrekang,2019.0,72.66
Enrekang,2020.0,72.76
Enrekang,2021.0,72.91
Enrekang,2022.0,73.39
Enrekang,2023.0,73.89
Enrekang,2024.0,74.61
Fak Fak,2013.0,64.29
Fak Fak,2014.0,64.73
Fak Fak,2015.0,64.92
Fak Fak,2016.0,65.55
Fak Fak,2017.0,66.09
Fak Fak,2018.0,66.99
Fak Fak,2019.0,67.87
Fak Fak,2020.0,68.36
Fak Fak,2021.0,68.52
Fak Fak,2022.0,69.12
Fak Fak,2023.0,69.72
Fak Fak,2024.0,70.39
Flores Timur,2013.0,59.8
Flores Timur,2014.0,60.42
Flores Timur,2015.0,61.24
Flores Timur,2016.0,61.9
Flores Timur,2017.0,62.89
Flores Timur,2018.0,63.55
Flores Timur,2019.0,64.34
Flores Timur,2020.0,64.22
Flores Timur,2021.0,64.22
Flores Timur,2022.0,64.93
Flores Timur,2023.0,65.79
Flores Timur,2024.0,66.29
Garut,2013.0,61.67
Garut,2014.0,62.23
Garut,2015.0,63.21
Garut,2016.0,63.64
Garut,2017.0,64.52
Garut,2018.0,65.42
Garut,2019.0,66.22
Garut,2020.0,66.12
Garut,2021.0,66.45
Garut,2022.0,67.41
Garut,2023.0,68.11
Garut,2024.0,68.79
Gayo Lues,2013.0,63.22
Gayo Lues,2014.0,63.34
Gayo Lues,2015.0,63.67
Gayo Lues,2016.0,64.26
Gayo Lues,2017.0,65.01
Gayo Lues,2018.0,65.88
Gayo Lues,2019.0,66.87
Gayo Lues,2020.0,67.22
Gayo Lues,2021.0,67.56
Gayo Lues,2022.0,68.25
Gayo Lues,2023.0,68.93
Gayo Lues,2024.0,69.83
Gianyar,2013.0,74
Gianyar,2014.0,74.29
Gianyar,2015.0,75.03
Gianyar,2016.0,75.7
Gianyar,2017.0,76.09
Gianyar,2018.0,76.71
Gianyar,2019.0,77.14
Gianyar,2020.0,77.36
Gianyar,2021.0,77.7
Gianyar,2022.0,78.39
Gianyar,2023.0,79.24
Gianyar,2024.0,79.82
Gorontalo,2013.0,62.22
Gorontalo,2014.0,62.9
Gorontalo,2015.0,63.63
Gorontalo,2016.0,64.22
Gorontalo,2017.0,64.95
Gorontalo,2018.0,65.78
Gorontalo,2019.0,66.69
Gorontalo,2020.0,66.92
Gorontalo,2021.0,67.34
Gorontalo,2022.0,68.28
Gorontalo,2023.0,69.09
Gorontalo,2024.0,69.66
Gorontalo Utara,2013.0,61.6
Gorontalo Utara,2014.0,61.92
Gorontalo Utara,2015.0,62.55
Gorontalo Utara,2016.0,63.02
Gorontalo Utara,2017.0,63.52
Gorontalo Utara,2018.0,64.06
Gorontalo Utara,2019.0,64.52
Gorontalo Utara,2020.0,64.86
Gorontalo Utara,2021.0,65.21
Gorontalo Utara,2022.0,66.01
Gorontalo Utara,2023.0,66.61
Gorontalo Utara,2024.0,67.46
Gowa,2013.0,65.45
Gowa,2014.0,66.12
Gowa,2015.0,66.87
Gowa,2016.0,67.7
Gowa,2017.0,68.33
Gowa,2018.0,68.87
Gowa,2019.0,69.66
Gowa,2020.0,70.14
Gowa,2021.0,70.29
Gowa,2022.0,70.99
Gowa,2023.0,71.57
Gowa,2024.0,72.26
Gresik,2013.0,72.47
Gresik,2014.0,72.84
Gresik,2015.0,73.57
Gresik,2016.0,74.46
Gresik,2017.0,74.84
Gresik,2018.0,75.28
Gresik,2019.0,76.1
Gresik,2020.0,76.11
Gresik,2021.0,76.5
Gresik,2022.0,77.16
Gresik,2023.0,77.98
Gresik,2024.0,78.45
Grobogan,2013.0,67.43
Grobogan,2014.0,67.77
Grobogan,2015.0,68.05
Grobogan,2016.0,68.52
Grobogan,2017.0,68.87
Grobogan,2018.0,69.32
Grobogan,2019.0,69.86
Grobogan,2020.0,69.87
Grobogan,2021.0,70.41
Grobogan,2022.0,70.97
Grobogan,2023.0,71.49
Grobogan,2024.0,72.02
Gunung Mas,2013.0,67.75
Gunung Mas,2014.0,68.13
Gunung Mas,2015.0,69.24
Gunung Mas,2016.0,69.73
Gunung Mas,2017.0,69.95
Gunung Mas,2018.0,70.23
Gunung Mas,2019.0,70.65
Gunung Mas,2020.0,70.81
Gunung Mas,2021.0,71.03
Gunung Mas,2022.0,71.4
Gunung Mas,2023.0,72.09
Gunung Mas,2024.0,72.73
Gunungkidul,2013.0,66.31
Gunungkidul,2014.0,67.03
Gunungkidul,2015.0,67.41
Gunungkidul,2016.0,67.82
Gunungkidul,2017.0,68.73
Gunungkidul,2018.0,69.24
Gunungkidul,2019.0,69.96
Gunungkidul,2020.0,69.98
Gunungkidul,2021.0,70.16
Gunungkidul,2022.0,70.96
Gunungkidul,2023.0,71.24
Gunungkidul,2024.0,71.89
Halmahera Barat,2013.0,61.47
Halmahera Barat,2014.0,62.06
Halmahera Barat,2015.0,62.97
Halmahera Barat,2016.0,63.83
Halmahera Barat,2017.0,64.19
Halmahera Barat,2018.0,64.54
Halmahera Barat,2019.0,65.34
Halmahera Barat,2020.0,65.31
Halmahera Barat,2021.0,65.56
Halmahera Barat,2022.0,66.2
Halmahera Barat,2023.0,66.91
Halmahera Barat,2024.0,67.53
Halmahera Selatan,2013.0,59.92
Halmahera Selatan,2014.0,60.34
Halmahera Selatan,2015.0,61.26
Halmahera Selatan,2016.0,62.17
Halmahera Selatan,2017.0,62.64
Halmahera Selatan,2018.0,63.39
Halmahera Selatan,2019.0,64.11
Halmahera Selatan,2020.0,63.84
Halmahera Selatan,2021.0,64.19
Halmahera Selatan,2022.0,65.06
Halmahera Selatan,2023.0,65.83
Halmahera Selatan,2024.0,66.66
Halmahera Tengah,2013.0,60.89
Halmahera Tengah,2014.0,61.49
Halmahera Tengah,2015.0,62.07
Halmahera Tengah,2016.0,63.05
Halmahera Tengah,2017.0,63.89
Halmahera Tengah,2018.0,64.66
Halmahera Tengah,2019.0,65.55
Halmahera Tengah,2020.0,65.42
Halmahera Tengah,2021.0,65.82
Halmahera Tengah,2022.0,66.49
Halmahera Tengah,2023.0,67.48
Halmahera Tengah,2024.0,68.45
Halmahera Timur,2013.0,62.71
Halmahera Timur,2014.0,63.26
Halmahera Timur,2015.0,63.99
Halmahera Timur,2016.0,64.92
Halmahera Timur,2017.0,65.77
Halmahera Timur,2018.0,66.2
Halmahera Timur,2019.0,66.74
Halmahera Timur,2020.0,66.75
Halmahera Timur,2021.0,67
Halmahera Timur,2022.0,67.93
Halmahera Timur,2023.0,68.82
Halmahera Timur,2024.0,69.58
Halmahera Utara,2013.0,63.81
Halmahera Utara,2014.0,64.18
Halmahera Utara,2015.0,65.04
Halmahera Utara,2016.0,66.02
Halmahera Utara,2017.0,66.52
Halmahera Utara,2018.0,67.3
Halmahera Utara,2019.0,67.75
Halmahera Utara,2020.0,67.5
Halmahera Utara,2021.0,67.82
Halmahera Utara,2022.0,68.38
Halmahera Utara,2023.0,69.05
Halmahera Utara,2024.0,69.78
Hulu Sungai Selatan,2013.0,64.59
Hulu Sungai Selatan,2014.0,65.25
Hulu Sungai Selatan,2015.0,66.31
Hulu Sungai Selatan,2016.0,67.52
Hulu Sungai Selatan,2017.0,67.8
Hulu Sungai Selatan,2018.0,68.41
Hulu Sungai Selatan,2019.0,68.8
Hulu Sungai Selatan,2020.0,68.85
Hulu Sungai Selatan,2021.0,69.21
Hulu Sungai Selatan,2022.0,69.76
Hulu Sungai Selatan,2023.0,70.5
Hulu Sungai Selatan,2024.0,71.21
Hulu Sungai Tengah,2013.0,64.63
Hulu Sungai Tengah,2014.0,65.37
Hulu Sungai Tengah,2015.0,66.56
Hulu Sungai Tengah,2016.0,67.07
Hulu Sungai Tengah,2017.0,67.78
Hulu Sungai Tengah,2018.0,68.32
Hulu Sungai Tengah,2019.0,68.8
Hulu Sungai Tengah,2020.0,68.84
Hulu Sungai Tengah,2021.0,69.05
Hulu Sungai Tengah,2022.0,69.7
Hulu Sungai Tengah,2023.0,70.13
Hulu Sungai Tengah,2024.0,70.69
Hulu Sungai Utara,2013.0,60.77
Hulu Sungai Utara,2014.0,61.32
Hulu Sungai Utara,2015.0,62.49
Hulu Sungai Utara,2016.0,63.38
Hulu Sungai Utara,2017.0,64.21
Hulu Sungai Utara,2018.0,65.06
Hulu Sungai Utara,2019.0,65.49
Hulu Sungai Utara,2020.0,65.59
Hulu Sungai Utara,2021.0,66.12
Hulu Sungai Utara,2022.0,66.84
Hulu Sungai Utara,2023.0,67.66
Hulu Sungai Utara,2024.0,68.28
Humbang Hasundutan,2013.0,64.92
Humbang Hasundutan,2014.0,65.59
Humbang Hasundutan,2015.0,66.03
Humbang Hasundutan,2016.0,66.56
Humbang Hasundutan,2017.0,67.3
Humbang Hasundutan,2018.0,67.96
Humbang Hasundutan,2019.0,68.83
Humbang Hasundutan,2020.0,68.87
Humbang Hasundutan,2021.0,69.41
Humbang Hasundutan,2022.0,70.32
Humbang Hasundutan,2023.0,70.75
Humbang Hasundutan,2024.0,71.59
Indragiri Hilir,2013.0,63.44
Indragiri Hilir,2014.0,63.8
Indragiri Hilir,2015.0,64.8
Indragiri Hilir,2016.0,65.35
Indragiri Hilir,2017.0,66.17
Indragiri Hilir,2018.0,66.51
Indragiri Hilir,2019.0,66.84
Indragiri Hilir,2020.0,66.54
Indragiri Hilir,2021.0,66.63
Indragiri Hilir,2022.0,67.37
Indragiri Hilir,2023.0,67.98
Indragiri Hilir,2024.0,68.38
Indragiri Hulu,2013.0,66.68
Indragiri Hulu,2014.0,67.11
Indragiri Hulu,2015.0,68
Indragiri Hulu,2016.0,68.67
Indragiri Hulu,2017.0,68.97
Indragiri Hulu,2018.0,69.66
Indragiri Hulu,2019.0,70.05
Indragiri Hulu,2020.0,69.83
Indragiri Hulu,2021.0,70.01
Indragiri Hulu,2022.0,70.46
Indragiri Hulu,2023.0,71.04
Indragiri Hulu,2024.0,71.48
Indramayu,2013.0,62.98
Indramayu,2014.0,63.55
Indramayu,2015.0,64.36
Indramayu,2016.0,64.78
Indramayu,2017.0,65.58
Indramayu,2018.0,66.36
Indramayu,2019.0,66.97
Indramayu,2020.0,67.29
Indramayu,2021.0,67.64
Indramayu,2022.0,68.55
Indramayu,2023.0,69.25
Indramayu,2024.0,69.83
Intan Jaya,2013.0,42.69
Intan Jaya,2014.0,43.51
Intan Jaya,2015.0,44.35
Intan Jaya,2016.0,44.82
Intan Jaya,2017.0,45.68
Intan Jaya,2018.0,46.55
Intan Jaya,2019.0,47.51
Intan Jaya,2020.0,47.79
Intan Jaya,2021.0,48.34
Intan Jaya,2022.0,49.25
Intan Jaya,2023.0,50.19
Intan Jaya,2024.0,50.71
Jayapura,2013.0,69.21
Jayapura,2014.0,69.55
Jayapura,2015.0,70.04
Jayapura,2016.0,70.5
Jayapura,2017.0,70.97
Jayapura,2018.0,71.25
Jayapura,2019.0,71.84
Jayapura,2020.0,71.69
Jayapura,2021.0,72.03
Jayapura,2022.0,72.67
Jayapura,2023.0,73.5
Jayapura,2024.0,74.11
Jayawijaya,2013.0,52.94
Jayawijaya,2014.0,53.37
Jayawijaya,2015.0,54.18
Jayawijaya,2016.0,54.96
Jayawijaya,2017.0,55.99
Jayawijaya,2018.0,56.82
Jayawijaya,2019.0,57.79
Jayawijaya,2020.0,58.03
Jayawijaya,2021.0,58.67
Jayawijaya,2022.0,59.6
Jayawijaya,2023.0,60.5
Jayawijaya,2024.0,61.03
Jember,2013.0,62.43
Jember,2014.0,62.64
Jember,2015.0,63.04
Jember,2016.0,64.01
Jember,2017.0,64.96
Jember,2018.0,65.96
Jember,2019.0,66.69
Jember,2020.0,67.11
Jember,2021.0,67.32
Jember,2022.0,67.97
Jember,2023.0,68.64
Jember,2024.0,69.15
Jembrana,2013.0,68.39
Jembrana,2014.0,68.67
Jembrana,2015.0,69.66
Jembrana,2016.0,70.38
Jembrana,2017.0,70.72
Jembrana,2018.0,71.65
Jembrana,2019.0,72.35
Jembrana,2020.0,72.36
Jembrana,2021.0,72.75
Jembrana,2022.0,73.58
Jembrana,2023.0,74.04
Jembrana,2024.0,74.6
Jeneponto,2013.0,60.55
Jeneponto,2014.0,61.45
Jeneponto,2015.0,61.61
Jeneponto,2016.0,61.81
Jeneponto,2017.0,62.67
Jeneponto,2018.0,63.33
Jeneponto,2019.0,64
Jeneponto,2020.0,64.26
Jeneponto,2021.0,64.56
Jeneponto,2022.0,65.13
Jeneponto,2023.0,65.9
Jeneponto,2024.0,66.38
Jepara,2013.0,69.11
Jepara,2014.0,69.61
Jepara,2015.0,70.02
Jepara,2016.0,70.25
Jepara,2017.0,70.79
Jepara,2018.0,71.38
Jepara,2019.0,71.88
Jepara,2020.0,71.99
Jepara,2021.0,72.36
Jepara,2022.0,73.15
Jepara,2023.0,73.85
Jepara,2024.0,74.32
Jombang,2013.0,68.63
Jombang,2014.0,69.07
Jombang,2015.0,69.59
Jombang,2016.0,70.03
Jombang,2017.0,70.88
Jombang,2018.0,71.86
Jombang,2019.0,72.85
Jombang,2020.0,72.97
Jombang,2021.0,73.45
Jombang,2022.0,74.05
Jombang,2023.0,74.6
Jombang,2024.0,75.1
Kaimana,2013.0,60.36
Kaimana,2014.0,61.07
Kaimana,2015.0,61.33
Kaimana,2016.0,62.15
Kaimana,2017.0,62.74
Kaimana,2018.0,63.67
Kaimana,2019.0,64.59
Kaimana,2020.0,65
Kaimana,2021.0,65.31
Kaimana,2022.0,66.11
Kaimana,2023.0,66.72
Kaimana,2024.0,67.6
Kampar,2013.0,70.46
Kampar,2014.0,70.72
Kampar,2015.0,71.28
Kampar,2016.0,71.39
Kampar,2017.0,72.19
Kampar,2018.0,72.5
Kampar,2019.0,73.15
Kampar,2020.0,72.83
Kampar,2021.0,73.02
Kampar,2022.0,73.84
Kampar,2023.0,74.24
Kampar,2024.0,74.85
Kapuas,2013.0,64.82
Kapuas,2014.0,65.29
Kapuas,2015.0,66.07
Kapuas,2016.0,66.98
Kapuas,2017.0,68.04
Kapuas,2018.0,68.68
Kapuas,2019.0,69.38
Kapuas,2020.0,69.48
Kapuas,2021.0,69.63
Kapuas,2022.0,70.01
Kapuas,2023.0,70.75
Kapuas,2024.0,71.32
Kapuas Hulu,2013.0,62.63
Kapuas Hulu,2014.0,62.9
Kapuas Hulu,2015.0,63.73
Kapuas Hulu,2016.0,63.83
Kapuas Hulu,2017.0,64.18
Kapuas Hulu,2018.0,65.03
Kapuas Hulu,2019.0,65.65
Kapuas Hulu,2020.0,65.69
Kapuas Hulu,2021.0,65.75
Kapuas Hulu,2022.0,66.7
Kapuas Hulu,2023.0,67.67
Kapuas Hulu,2024.0,68.58
Karanganyar,2013.0,73.33
Karanganyar,2014.0,73.89
Karanganyar,2015.0,74.26
Karanganyar,2016.0,74.9
Karanganyar,2017.0,75.22
Karanganyar,2018.0,75.54
Karanganyar,2019.0,75.89
Karanganyar,2020.0,75.86
Karanganyar,2021.0,75.99
Karanganyar,2022.0,76.58
Karanganyar,2023.0,77.31
Karanganyar,2024.0,78.11
Karangasem,2013.0,63.7
Karangasem,2014.0,64.01
Karangasem,2015.0,64.68
Karangasem,2016.0,65.23
Karangasem,2017.0,65.57
Karangasem,2018.0,66.49
Karangasem,2019.0,67.34
Karangasem,2020.0,67.35
Karangasem,2021.0,67.36
Karangasem,2022.0,68.28
Karangasem,2023.0,68.91
Karangasem,2024.0,69.74
Karawang,2013.0,66.61
Karawang,2014.0,67.08
Karawang,2015.0,67.66
Karawang,2016.0,68.19
Karawang,2017.0,69.17
Karawang,2018.0,69.89
Karawang,2019.0,70.86
Karawang,2020.0,70.66
Karawang,2021.0,70.94
Karawang,2022.0,71.74
Karawang,2023.0,72.35
Karawang,2024.0,72.9
Karimun,2013.0,68.52
Karimun,2014.0,68.72
Karimun,2015.0,69.21
Karimun,2016.0,69.84
Karimun,2017.0,70.26
Karimun,2018.0,70.56
Karimun,2019.0,71.1
Karimun,2020.0,71.44
Karimun,2021.0,71.7
Karimun,2022.0,72.65
Karimun,2023.0,73.51
Karimun,2024.0,74.28
Karo,2013.0,71.62
Karo,2014.0,71.84
Karo,2015.0,72.69
Karo,2016.0,73.29
Karo,2017.0,73.53
Karo,2018.0,73.91
Karo,2019.0,74.25
Karo,2020.0,74.43
Karo,2021.0,74.83
Karo,2022.0,75.36
Karo,2023.0,75.98
Karo,2024.0,76.55
Katingan,2013.0,65.29
Katingan,2014.0,65.79
Katingan,2015.0,66.81
Katingan,2016.0,67.41
Katingan,2017.0,67.56
Katingan,2018.0,67.91
Katingan,2019.0,68.55
Katingan,2020.0,68.68
Katingan,2021.0,68.89
Katingan,2022.0,69.74
Katingan,2023.0,70.28
Katingan,2024.0,70.7
Kaur,2013.0,63.17
Kaur,2014.0,63.75
Kaur,2015.0,64.47
Kaur,2016.0,64.95
Kaur,2017.0,65.28
Kaur,2018.0,66.2
Kaur,2019.0,66.78
Kaur,2020.0,66.99
Kaur,2021.0,67.17
Kaur,2022.0,67.77
Kaur,2023.0,68.38
Kaur,2024.0,68.98
Kayong Utara,2013.0,57.92
Kayong Utara,2014.0,58.52
Kayong Utara,2015.0,60.09
Kayong Utara,2016.0,60.87
Kayong Utara,2017.0,61.52
Kayong Utara,2018.0,61.82
Kayong Utara,2019.0,62.66
Kayong Utara,2020.0,62.68
Kayong Utara,2021.0,62.9
Kayong Utara,2022.0,63.81
Kayong Utara,2023.0,64.79
Kayong Utara,2024.0,65.74
Kebumen,2013.0,64.86
Kebumen,2014.0,65.67
Kebumen,2015.0,66.87
Kebumen,2016.0,67.41
Kebumen,2017.0,68.29
Kebumen,2018.0,68.8
Kebumen,2019.0,69.6
Kebumen,2020.0,69.81
Kebumen,2021.0,70.05
Kebumen,2022.0,70.79
Kebumen,2023.0,71.37
Kebumen,2024.0,71.93
Kediri,2013.0,68.01
Kediri,2014.0,68.44
Kediri,2015.0,68.91
