Kota/Kabupaten,Tahun,HDI
Kediri,2016.0,69.87
Kediri,2017.0,70.47
Kediri,2018.0,71.07
Kediri,2019.0,71.85
Kediri,2020.0,72.05
Kediri,2021.0,72.56
Kediri,2022.0,73.46
Kediri,2023.0,73.96
Kediri,2024.0,74.44
Keerom,2013.0,62.49
Keerom,2014.0,62.73
Keerom,2015.0,63.43
Keerom,2016.0,64.1
Keerom,2017.0,64.99
Keerom,2018.0,65.75
Keerom,2019.0,66.59
Keerom,2020.0,66.4
Keerom,2021.0,66.49
Keerom,2022.0,67.24
Keerom,2023.0,68.08
Keerom,2024.0,68.68
Kendal,2013.0,67.98
Kendal,2014.0,68.46
Kendal,2015.0,69.57
Kendal,2016.0,70.11
Kendal,2017.0,70.62
Kendal,2018.0,71.28
Kendal,2019.0,71.97
Kendal,2020.0,72.29
Kendal,2021.0,72.5
Kendal,2022.0,73.19
Kendal,2023.0,73.86
Kendal,2024.0,74.34
Kepahiang,2013.0,64.44
Kepahiang,2014.0,65.22
Kepahiang,2015.0,65.45
Kepahiang,2016.0,66.35
Kepahiang,2017.0,66.6
Kepahiang,2018.0,67.14
Kepahiang,2019.0,67.67
Kepahiang,2020.0,68.17
Kepahiang,2021.0,68.62
Kepahiang,2022.0,69.09
Kepahiang,2023.0,69.6
Kepahiang,2024.0,70.27
Kepulauan Anambas,2013.0,64.86
Kepulauan Anambas,2014.0,65.12
Kepulauan Anambas,2015.0,65.86
Kepulauan Anambas,2016.0,66.3
Kepulauan Anambas,2017.0,67.06
Kepulauan Anambas,2018.0,67.53
Kepulauan Anambas,2019.0,68.48
Kepulauan Anambas,2020.0,68.8
Kepulauan Anambas,2021.0,69.23
Kepulauan Anambas,2022.0,69.61
Kepulauan Anambas,2023.0,70.26
Kepulauan Anambas,2024.0,70.93
Kepulauan Aru,2013.0,59.62
Kepulauan Aru,2014.0,59.91
Kepulauan Aru,2015.0,60.5
Kepulauan Aru,2016.0,61.32
Kepulauan Aru,2017.0,62.13
Kepulauan Aru,2018.0,63.12
Kepulauan Aru,2019.0,63.64
Kepulauan Aru,2020.0,63.71
Kepulauan Aru,2021.0,63.83
Kepulauan Aru,2022.0,64.21
Kepulauan Aru,2023.0,65.01
Kepulauan Aru,2024.0,65.83
Kepulauan Mentawai,2013.0,56.33
Kepulauan Mentawai,2014.0,56.73
Kepulauan Mentawai,2015.0,57.41
Kepulauan Mentawai,2016.0,58.27
Kepulauan Mentawai,2017.0,59.25
Kepulauan Mentawai,2018.0,60.28
Kepulauan Mentawai,2019.0,61.26
Kepulauan Mentawai,2020.0,61.09
Kepulauan Mentawai,2021.0,61.35
Kepulauan Mentawai,2022.0,62.19
Kepulauan Mentawai,2023.0,63.13
Kepulauan Mentawai,2024.0,63.99
Kepulauan Meranti,2013.0,62.53
Kepulauan Meranti,2014.0,62.91
Kepulauan Meranti,2015.0,63.25
Kepulauan Meranti,2016.0,63.9
Kepulauan Meranti,2017.0,64.7
Kepulauan Meranti,2018.0,65.23
Kepulauan Meranti,2019.0,65.93
Kepulauan Meranti,2020.0,65.5
Kepulauan Meranti,2021.0,65.7
Kepulauan Meranti,2022.0,66.52
Kepulauan Meranti,2023.0,67.28
Kepulauan Meranti,2024.0,67.92
Kepulauan Sangihe,2013.0,66.15
Kepulauan Sangihe,2014.0,66.82
Kepulauan Sangihe,2015.0,67.56
Kepulauan Sangihe,2016.0,68.52
Kepulauan Sangihe,2017.0,69.14
Kepulauan Sangihe,2018.0,69.67
Kepulauan Sangihe,2019.0,70.53
Kepulauan Sangihe,2020.0,70.73
Kepulauan Sangihe,2021.0,71.07
Kepulauan Sangihe,2022.0,71.63
Kepulauan Sangihe,2023.0,72.22
Kepulauan Sangihe,2024.0,72.71
Kepulauan Selayar,2013.0,63.16
Kepulauan Selayar,2014.0,63.66
Kepulauan Selayar,2015.0,64.32
Kepulauan Selayar,2016.0,64.95
Kepulauan Selayar,2017.0,65.39
Kepulauan Selayar,2018.0,66.04
Kepulauan Selayar,2019.0,66.91
Kepulauan Selayar,2020.0,67.38
Kepulauan Selayar,2021.0,67.76
Kepulauan Selayar,2022.0,68.35
Kepulauan Selayar,2023.0,69.2
Kepulauan Selayar,2024.0,70.03
Kepulauan Seribu,2013.0,67.62
Kepulauan Seribu,2014.0,68.48
Kepulauan Seribu,2015.0,68.84
Kepulauan Seribu,2016.0,69.52
Kepulauan Seribu,2017.0,70.11
Kepulauan Seribu,2018.0,70.91
Kepulauan Seribu,2019.0,71.4
Kepulauan Seribu,2020.0,71.63
Kepulauan Seribu,2021.0,72.1
Kepulauan Seribu,2022.0,72.79
Kepulauan Seribu,2023.0,73.39
Kepulauan Seribu,2024.0,74.17
Kepulauan Siau Tagulandang Biaro (Sitaro),2013.0,63.91
Kepulauan Siau Tagulandang Biaro (Sitaro),2014.0,64.35
Kepulauan Siau Tagulandang Biaro (Sitaro),2015.0,65
Kepulauan Siau Tagulandang Biaro (Sitaro),2016.0,65.66
Kepulauan Siau Tagulandang Biaro (Sitaro),2017.0,66.03
Kepulauan Siau Tagulandang Biaro (Sitaro),2018.0,66.75
Kepulauan Siau Tagulandang Biaro (Sitaro),2019.0,67.48
Kepulauan Siau Tagulandang Biaro (Sitaro),2020.0,67.64
Kepulauan Siau Tagulandang Biaro (Sitaro),2021.0,68.05
Kepulauan Siau Tagulandang Biaro (Sitaro),2022.0,68.94
Kepulauan Siau Tagulandang Biaro (Sitaro),2023.0,69.57
Kepulauan Siau Tagulandang Biaro (Sitaro),2024.0,70.31
Kepulauan Sula,2013.0,59.77
Kepulauan Sula,2014.0,60.18
Kepulauan Sula,2015.0,60.5
Kepulauan Sula,2016.0,61.25
Kepulauan Sula,2017.0,62.04
Kepulauan Sula,2018.0,62.96
Kepulauan Sula,2019.0,63.64
Kepulauan Sula,2020.0,63.53
Kepulauan Sula,2021.0,63.8
Kepulauan Sula,2022.0,64.7
Kepulauan Sula,2023.0,65.29
Kepulauan Sula,2024.0,65.99
Kepulauan Talaud,2013.0,66.14
Kepulauan Talaud,2014.0,66.56
Kepulauan Talaud,2015.0,66.92
Kepulauan Talaud,2016.0,67.58
Kepulauan Talaud,2017.0,67.74
Kepulauan Talaud,2018.0,68.32
Kepulauan Talaud,2019.0,68.97
Kepulauan Talaud,2020.0,69.4
Kepulauan Talaud,2021.0,69.83
Kepulauan Talaud,2022.0,70.43
Kepulauan Talaud,2023.0,71.14
Kepulauan Talaud,2024.0,71.77
Kepulauan Tanimbar (Maluku Tenggara Barat),2013.0,59.34
Kepulauan Tanimbar (Maluku Tenggara Barat),2014.0,59.81
Kepulauan Tanimbar (Maluku Tenggara Barat),2015.0,60.26
Kepulauan Tanimbar (Maluku Tenggara Barat),2016.0,61.12
Kepulauan Tanimbar (Maluku Tenggara Barat),2017.0,61.64
Kepulauan Tanimbar (Maluku Tenggara Barat),2018.0,62.39
Kepulauan Tanimbar (Maluku Tenggara Barat),2019.0,62.86
Kepulauan Tanimbar (Maluku Tenggara Barat),2020.0,62.86
Kepulauan Tanimbar (Maluku Tenggara Barat),2021.0,62.97
Kepulauan Tanimbar (Maluku Tenggara Barat),2022.0,63.45
Kepulauan Tanimbar (Maluku Tenggara Barat),2023.0,64.16
Kepulauan Tanimbar (Maluku Tenggara Barat),2024.0,64.83
Kepulauan Yapen,2013.0,64.34
Kepulauan Yapen,2014.0,64.89
Kepulauan Yapen,2015.0,65.28
Kepulauan Yapen,2016.0,65.55
Kepulauan Yapen,2017.0,66.07
Kepulauan Yapen,2018.0,67
Kepulauan Yapen,2019.0,67.76
Kepulauan Yapen,2020.0,67.66
Kepulauan Yapen,2021.0,67.72
Kepulauan Yapen,2022.0,68.41
Kepulauan Yapen,2023.0,69.11
Kepulauan Yapen,2024.0,69.65
Kerinci,2013.0,67.49
Kerinci,2014.0,67.96
Kerinci,2015.0,68.89
Kerinci,2016.0,69.68
Kerinci,2017.0,70.03
Kerinci,2018.0,70.59
Kerinci,2019.0,70.95
Kerinci,2020.0,71.21
Kerinci,2021.0,71.45
Kerinci,2022.0,71.99
Kerinci,2023.0,72.54
Kerinci,2024.0,73.11
Ketapang,2013.0,62.85
Ketapang,2014.0,63.27
Ketapang,2015.0,64.03
Ketapang,2016.0,64.74
Ketapang,2017.0,65.71
Ketapang,2018.0,66.41
Ketapang,2019.0,67.16
Ketapang,2020.0,67.17
Ketapang,2021.0,67.43
Ketapang,2022.0,67.92
Ketapang,2023.0,68.68
Ketapang,2024.0,69.42
Klaten,2013.0,72.42
Klaten,2014.0,73.19
Klaten,2015.0,73.81
Klaten,2016.0,73.97
Klaten,2017.0,74.25
Klaten,2018.0,74.79
Klaten,2019.0,75.29
Klaten,2020.0,75.56
Klaten,2021.0,76.12
Klaten,2022.0,76.95
Klaten,2023.0,77.59
Klaten,2024.0,78.16
Klungkung,2013.0,68.08
Klungkung,2014.0,68.3
Klungkung,2015.0,68.98
Klungkung,2016.0,69.31
Klungkung,2017.0,70.13
Klungkung,2018.0,70.9
Klungkung,2019.0,71.71
Klungkung,2020.0,71.73
Klungkung,2021.0,71.75
Klungkung,2022.0,72.55
Klungkung,2023.0,73.11
Klungkung,2024.0,74.04
Kolaka,2013.0,69.55
Kolaka,2014.0,70.2
Kolaka,2015.0,70.47
Kolaka,2016.0,71.12
Kolaka,2017.0,71.46
Kolaka,2018.0,72.07
Kolaka,2019.0,73.01
Kolaka,2020.0,73.45
Kolaka,2021.0,73.56
Kolaka,2022.0,73.98
Kolaka,2023.0,74.72
Kolaka,2024.0,75.18
Kolaka Timur,2013.0,61.78
Kolaka Timur,2014.0,62.13
Kolaka Timur,2015.0,62.74
Kolaka Timur,2016.0,63.6
Kolaka Timur,2017.0,64.55
Kolaka Timur,2018.0,65.53
Kolaka Timur,2019.0,66.49
Kolaka Timur,2020.0,67.02
Kolaka Timur,2021.0,67.76
Kolaka Timur,2022.0,68.73
Kolaka Timur,2023.0,69.57
Kolaka Timur,2024.0,70.27
Kolaka Utara,2013.0,65.35
Kolaka Utara,2014.0,65.76
Kolaka Utara,2015.0,66.9
Kolaka Utara,2016.0,67.6
Kolaka Utara,2017.0,67.77
Kolaka Utara,2018.0,68.44
Kolaka Utara,2019.0,68.91
Kolaka Utara,2020.0,69.31
Kolaka Utara,2021.0,69.5
Kolaka Utara,2022.0,70.39
Kolaka Utara,2023.0,71.04
Kolaka Utara,2024.0,71.7
Konawe,2013.0,68.23
Konawe,2014.0,68.68
Konawe,2015.0,69.56
Konawe,2016.0,69.84
Konawe,2017.0,70.24
Konawe,2018.0,70.72
Konawe,2019.0,71.29
Konawe,2020.0,71.35
Konawe,2021.0,71.48
Konawe,2022.0,72.04
Konawe,2023.0,72.77
Konawe,2024.0,73.39
Konawe Kepulauan,2013.0,61.15
Konawe Kepulauan,2014.0,61.31
Konawe Kepulauan,2015.0,61.72
Konawe Kepulauan,2016.0,62.56
Konawe Kepulauan,2017.0,63.44
Konawe Kepulauan,2018.0,64.36
Konawe Kepulauan,2019.0,65.05
Konawe Kepulauan,2020.0,65.41
Konawe Kepulauan,2021.0,65.73
Konawe Kepulauan,2022.0,66.69
Konawe Kepulauan,2023.0,67.32
Konawe Kepulauan,2024.0,67.99
Konawe Selatan,2013.0,65.02
Konawe Selatan,2014.0,65.6
Konawe Selatan,2015.0,66.32
Konawe Selatan,2016.0,66.97
Konawe Selatan,2017.0,67.23
Konawe Selatan,2018.0,67.51
Konawe Selatan,2019.0,67.88
Konawe Selatan,2020.0,68.2
Konawe Selatan,2021.0,68.58
Konawe Selatan,2022.0,69.36
Konawe Selatan,2023.0,70.32
Konawe Selatan,2024.0,71.19
Konawe Utara,2013.0,65.54
Konawe Utara,2014.0,66.03
Konawe Utara,2015.0,66.44
Konawe Utara,2016.0,67.2
Konawe Utara,2017.0,67.71
Konawe Utara,2018.0,68.5
Konawe Utara,2019.0,69.22
Konawe Utara,2020.0,69.86
Konawe Utara,2021.0,70.23
Konawe Utara,2022.0,71.1
Konawe Utara,2023.0,71.71
Konawe Utara,2024.0,72.32
Kota Ambon,2013.0,78.16
Kota Ambon,2014.0,79.09
Kota Ambon,2015.0,79.3
Kota Ambon,2016.0,79.55
Kota Ambon,2017.0,79.82
Kota Ambon,2018.0,80.24
Kota Ambon,2019.0,80.81
Kota Ambon,2020.0,80.84
Kota Ambon,2021.0,81.23
Kota Ambon,2022.0,81.63
Kota Ambon,2023.0,82.06
Kota Ambon,2024.0,82.56
Kota Balikpapan,2013.0,77.53
Kota Balikpapan,2014.0,77.93
Kota Balikpapan,2015.0,78.18
Kota Balikpapan,2016.0,78.57
Kota Balikpapan,2017.0,79.01
Kota Balikpapan,2018.0,79.81
Kota Balikpapan,2019.0,80.11
Kota Balikpapan,2020.0,80.01
Kota Balikpapan,2021.0,80.71
Kota Balikpapan,2022.0,81.13
Kota Balikpapan,2023.0,81.66
Kota Balikpapan,2024.0,82.24
Kota Banda Aceh,2013.0,81.84
Kota Banda Aceh,2014.0,82.22
Kota Banda Aceh,2015.0,83.25
Kota Banda Aceh,2016.0,83.73
Kota Banda Aceh,2017.0,83.95
Kota Banda Aceh,2018.0,84.37
Kota Banda Aceh,2019.0,85.07
Kota Banda Aceh,2020.0,85.41
Kota Banda Aceh,2021.0,85.71
Kota Banda Aceh,2022.0,86.28
Kota Banda Aceh,2023.0,86.69
Kota Banda Aceh,2024.0,87.17
Kota Bandar Lampung,2013.0,73.93
Kota Bandar Lampung,2014.0,74.34
Kota Bandar Lampung,2015.0,74.81
Kota Bandar Lampung,2016.0,75.34
Kota Bandar Lampung,2017.0,75.98
Kota Bandar Lampung,2018.0,76.63
Kota Bandar Lampung,2019.0,77.33
Kota Bandar Lampung,2020.0,77.44
Kota Bandar Lampung,2021.0,77.58
Kota Bandar Lampung,2022.0,78.01
Kota Bandar Lampung,2023.0,78.56
Kota Bandar Lampung,2024.0,79.19
Kota Bandung,2013.0,78.55
Kota Bandung,2014.0,78.98
Kota Bandung,2015.0,79.67
Kota Bandung,2016.0,80.13
Kota Bandung,2017.0,80.31
Kota Bandung,2018.0,81.06
Kota Bandung,2019.0,81.62
Kota Bandung,2020.0,81.51
Kota Bandung,2021.0,81.96
Kota Bandung,2022.0,82.5
Kota Bandung,2023.0,83.04
Kota Bandung,2024.0,83.52
Kota Banjar,2013.0,68.01
Kota Banjar,2014.0,68.34
Kota Banjar,2015.0,69.31
Kota Banjar,2016.0,70.09
Kota Banjar,2017.0,70.79
Kota Banjar,2018.0,71.25
Kota Banjar,2019.0,71.75
Kota Banjar,2020.0,71.7
Kota Banjar,2021.0,71.92
Kota Banjar,2022.0,72.55
Kota Banjar,2023.0,73.08
Kota Banjar,2024.0,73.64
Kota Banjarbaru,2013.0,77.1
Kota Banjarbaru,2014.0,77.3
Kota Banjarbaru,2015.0,77.56
Kota Banjarbaru,2016.0,77.96
Kota Banjarbaru,2017.0,78.32
Kota Banjarbaru,2018.0,78.83
Kota Banjarbaru,2019.0,79.22
Kota Banjarbaru,2020.0,79.1
Kota Banjarbaru,2021.0,79.26
Kota Banjarbaru,2022.0,79.68
Kota Banjarbaru,2023.0,80.11
Kota Banjarbaru,2024.0,80.51
Kota Banjarmasin,2013.0,74.59
Kota Banjarmasin,2014.0,74.94
Kota Banjarmasin,2015.0,75.41
Kota Banjarmasin,2016.0,75.94
Kota Banjarmasin,2017.0,76.46
Kota Banjarmasin,2018.0,76.83
Kota Banjarmasin,2019.0,77.16
Kota Banjarmasin,2020.0,77.1
Kota Banjarmasin,2021.0,77.57
Kota Banjarmasin,2022.0,77.97
Kota Banjarmasin,2023.0,78.5
Kota Banjarmasin,2024.0,79.05
Kota Batam,2013.0,78.65
Kota Batam,2014.0,79.13
Kota Batam,2015.0,79.34
Kota Batam,2016.0,79.79
Kota Batam,2017.0,80.26
Kota Batam,2018.0,80.54
Kota Batam,2019.0,81.09
Kota Batam,2020.0,81.11
Kota Batam,2021.0,81.12
Kota Batam,2022.0,81.67
Kota Batam,2023.0,82.11
Kota Batam,2024.0,82.86
Kota Batu,2013.0,71.55
Kota Batu,2014.0,71.89
Kota Batu,2015.0,72.62
Kota Batu,2016.0,73.57
Kota Batu,2017.0,74.26
Kota Batu,2018.0,75.04
Kota Batu,2019.0,75.88
Kota Batu,2020.0,75.9
Kota Batu,2021.0,76.28
Kota Batu,2022.0,77.22
Kota Batu,2023.0,78.18
Kota Batu,2024.0,78.79
Kota Bau Bau,2013.0,72.55
Kota Bau Bau,2014.0,73.13
Kota Bau Bau,2015.0,73.59
Kota Bau Bau,2016.0,73.99
Kota Bau Bau,2017.0,74.14
Kota Bau Bau,2018.0,74.67
Kota Bau Bau,2019.0,75.21
Kota Bau Bau,2020.0,75.9
Kota Bau Bau,2021.0,76.26
Kota Bau Bau,2022.0,76.67
Kota Bau Bau,2023.0,77.52
Kota Bau Bau,2024.0,78.13
Kota Bekasi,2013.0,78.63
Kota Bekasi,2014.0,78.84
Kota Bekasi,2015.0,79.63
Kota Bekasi,2016.0,79.95
Kota Bekasi,2017.0,80.3
Kota Bekasi,2018.0,81.04
Kota Bekasi,2019.0,81.59
Kota Bekasi,2020.0,81.5
Kota Bekasi,2021.0,81.95
Kota Bekasi,2022.0,82.46
Kota Bekasi,2023.0,83.03
Kota Bekasi,2024.0,83.54
Kota Bengkulu,2013.0,76.16
Kota Bengkulu,2014.0,76.49
Kota Bengkulu,2015.0,77.16
Kota Bengkulu,2016.0,77.94
Kota Bengkulu,2017.0,78.82
Kota Bengkulu,2018.0,79.67
Kota Bengkulu,2019.0,80.35
Kota Bengkulu,2020.0,80.36
Kota Bengkulu,2021.0,80.54
Kota Bengkulu,2022.0,80.99
Kota Bengkulu,2023.0,81.45
Kota Bengkulu,2024.0,82.04
Kota Bima,2013.0,71.72
Kota Bima,2014.0,72.23
Kota Bima,2015.0,72.99
Kota Bima,2016.0,73.67
Kota Bima,2017.0,74.36
Kota Bima,2018.0,75.04
Kota Bima,2019.0,75.8
Kota Bima,2020.0,75.81
Kota Bima,2021.0,76.11
Kota Bima,2022.0,76.84
Kota Bima,2023.0,77.36
Kota Bima,2024.0,78.04
Kota Binjai,2013.0,72.02
Kota Binjai,2014.0,72.55
Kota Binjai,2015.0,73.81
Kota Binjai,2016.0,74.11
Kota Binjai,2017.0,74.65
Kota Binjai,2018.0,75.21
Kota Binjai,2019.0,75.89
Kota Binjai,2020.0,75.89
Kota Binjai,2021.0,76.01
Kota Binjai,2022.0,76.95
Kota Binjai,2023.0,77.6
Kota Binjai,2024.0,78.1
Kota Bitung,2013.0,70.35
Kota Bitung,2014.0,70.88
Kota Bitung,2015.0,71.64
Kota Bitung,2016.0,72.43
Kota Bitung,2017.0,72.94
Kota Bitung,2018.0,73.27
Kota Bitung,2019.0,74.2
Kota Bitung,2020.0,74.1
Kota Bitung,2021.0,74.2
Kota Bitung,2022.0,74.7
Kota Bitung,2023.0,75.11
Kota Bitung,2024.0,75.71
Kota Blitar,2013.0,74.53
Kota Blitar,2014.0,75.26
Kota Blitar,2015.0,76
Kota Blitar,2016.0,76.71
Kota Blitar,2017.0,77.1
Kota Blitar,2018.0,77.58
Kota Blitar,2019.0,78.56
Kota Blitar,2020.0,78.57
Kota Blitar,2021.0,78.98
Kota Blitar,2022.0,79.93
Kota Blitar,2023.0,80.63
Kota Blitar,2024.0,81.27
Kota Bogor,2013.0,72.86
Kota Bogor,2014.0,73.1
Kota Bogor,2015.0,73.65
Kota Bogor,2016.0,74.5
Kota Bogor,2017.0,75.16
Kota Bogor,2018.0,75.66
Kota Bogor,2019.0,76.23
Kota Bogor,2020.0,76.11
Kota Bogor,2021.0,76.59
Kota Bogor,2022.0,77.17
Kota Bogor,2023.0,77.85
Kota Bogor,2024.0,78.52
Kota Bontang,2013.0,78.34
Kota Bontang,2014.0,78.58
Kota Bontang,2015.0,78.78
Kota Bontang,2016.0,78.92
Kota Bontang,2017.0,79.47
Kota Bontang,2018.0,79.86
Kota Bontang,2019.0,80.09
Kota Bontang,2020.0,80.02
Kota Bontang,2021.0,80.59
Kota Bontang,2022.0,80.94
Kota Bontang,2023.0,81.56
Kota Bontang,2024.0,82.42
Kota Bukittinggi,2013.0,77.67
Kota Bukittinggi,2014.0,78.02
Kota Bukittinggi,2015.0,78.72
Kota Bukittinggi,2016.0,79.11
Kota Bukittinggi,2017.0,79.8
Kota Bukittinggi,2018.0,80.11
Kota Bukittinggi,2019.0,80.71
Kota Bukittinggi,2020.0,80.58
Kota Bukittinggi,2021.0,80.7
Kota Bukittinggi,2022.0,81.42
Kota Bukittinggi,2023.0,81.78
Kota Bukittinggi,2024.0,82.51
Kota Cilegon,2013.0,70.99
Kota Cilegon,2014.0,71.57
Kota Cilegon,2015.0,71.81
Kota Cilegon,2016.0,72.04
Kota Cilegon,2017.0,72.29
Kota Cilegon,2018.0,72.65
Kota Cilegon,2019.0,73.01
Kota Cilegon,2020.0,73.05
Kota Cilegon,2021.0,73.35
Kota Cilegon,2022.0,73.95
Kota Cilegon,2023.0,74.54
Kota Cilegon,2024.0,75.14
Kota Cimahi,2013.0,75.85
Kota Cimahi,2014.0,76.06
Kota Cimahi,2015.0,76.42
Kota Cimahi,2016.0,76.69
Kota Cimahi,2017.0,76.95
Kota Cimahi,2018.0,77.56
Kota Cimahi,2019.0,78.11
Kota Cimahi,2020.0,77.83
Kota Cimahi,2021.0,78.06
Kota Cimahi,2022.0,78.77
Kota Cimahi,2023.0,79.46
Kota Cimahi,2024.0,80.08
Kota Cirebon,2013.0,72.27
Kota Cirebon,2014.0,72.93
Kota Cirebon,2015.0,73.34
Kota Cirebon,2016.0,73.7
Kota Cirebon,2017.0,74
Kota Cirebon,2018.0,74.35
Kota Cirebon,2019.0,74.92
Kota Cirebon,2020.0,74.89
Kota Cirebon,2021.0,75.25
Kota Cirebon,2022.0,75.89
Kota Cirebon,2023.0,76.46
Kota Cirebon,2024.0,77.08
Kota Denpasar,2013.0,81.32
Kota Denpasar,2014.0,81.65
Kota Denpasar,2015.0,82.24
Kota Denpasar,2016.0,82.58
Kota Denpasar,2017.0,83.01
Kota Denpasar,2018.0,83.3
Kota Denpasar,2019.0,83.68
Kota Denpasar,2020.0,83.93
Kota Denpasar,2021.0,84.03
Kota Denpasar,2022.0,84.37
Kota Denpasar,2023.0,84.73
Kota Denpasar,2024.0,85.22
Kota Depok,2013.0,78.27
Kota Depok,2014.0,78.58
Kota Depok,2015.0,79.11
Kota Depok,2016.0,79.6
Kota Depok,2017.0,79.83
Kota Depok,2018.0,80.29
Kota Depok,2019.0,80.82
Kota Depok,2020.0,80.97
Kota Depok,2021.0,81.37
Kota Depok,2022.0,81.86
Kota Depok,2023.0,82.38
Kota Depok,2024.0,82.91
Kota Dumai,2013.0,71.59
Kota Dumai,2014.0,71.86
Kota Dumai,2015.0,72.2
Kota Dumai,2016.0,72.96
Kota Dumai,2017.0,73.46
Kota Dumai,2018.0,74.06
Kota Dumai,2019.0,74.64
Kota Dumai,2020.0,74.4
Kota Dumai,2021.0,74.75
Kota Dumai,2022.0,75.26
Kota Dumai,2023.0,75.66
Kota Dumai,2024.0,76.19
Kota Gorontalo,2013.0,74.43
Kota Gorontalo,2014.0,74.97
Kota Gorontalo,2015.0,75.62
Kota Gorontalo,2016.0,75.75
Kota Gorontalo,2017.0,76.09
Kota Gorontalo,2018.0,76.53
Kota Gorontalo,2019.0,77.08
Kota Gorontalo,2020.0,77.13
Kota Gorontalo,2021.0,77.41
Kota Gorontalo,2022.0,78.22
Kota Gorontalo,2023.0,78.64
Kota Gorontalo,2024.0,79.18
Kota Gunungsitoli,2013.0,65.25
Kota Gunungsitoli,2014.0,65.91
Kota Gunungsitoli,2015.0,66.41
Kota Gunungsitoli,2016.0,66.85
Kota Gunungsitoli,2017.0,67.68
Kota Gunungsitoli,2018.0,68.33
Kota Gunungsitoli,2019.0,69.3
Kota Gunungsitoli,2020.0,69.31
Kota Gunungsitoli,2021.0,69.61
Kota Gunungsitoli,2022.0,70.23
Kota Gunungsitoli,2023.0,70.68
Kota Gunungsitoli,2024.0,71.41
Kota Jakarta Barat,2013.0,78.79
Kota Jakarta Barat,2014.0,79.38
Kota Jakarta Barat,2015.0,79.72
Kota Jakarta Barat,2016.0,80.34
Kota Jakarta Barat,2017.0,80.47
Kota Jakarta Barat,2018.0,80.88
Kota Jakarta Barat,2019.0,81.21
Kota Jakarta Barat,2020.0,81.38
Kota Jakarta Barat,2021.0,81.76
Kota Jakarta Barat,2022.0,82.51
Kota Jakarta Barat,2023.0,83.02
Kota Jakarta Barat,2024.0,83.64
Kota Jakarta Pusat,2013.0,78.81
Kota Jakarta Pusat,2014.0,79.03
Kota Jakarta Pusat,2015.0,79.69
Kota Jakarta Pusat,2016.0,80.22
Kota Jakarta Pusat,2017.0,80.49
Kota Jakarta Pusat,2018.0,81.01
Kota Jakarta Pusat,2019.0,81.24
Kota Jakarta Pusat,2020.0,81.39
Kota Jakarta Pusat,2021.0,81.56
Kota Jakarta Pusat,2022.0,82.11
Kota Jakarta Pusat,2023.0,82.53
Kota Jakarta Pusat,2024.0,83.01
Kota Jakarta Selatan,2013.0,82.72
Kota Jakarta Selatan,2014.0,82.94
Kota Jakarta Selatan,2015.0,83.37
Kota Jakarta Selatan,2016.0,83.94
Kota Jakarta Selatan,2017.0,84.13
Kota Jakarta Selatan,2018.0,84.44
Kota Jakarta Selatan,2019.0,84.75
Kota Jakarta Selatan,2020.0,84.72
Kota Jakarta Selatan,2021.0,84.9
Kota Jakarta Selatan,2022.0,85.21
Kota Jakarta Selatan,2023.0,86.07
Kota Jakarta Selatan,2024.0,86.94
Kota Jakarta Timur,2013.0,79.88
Kota Jakarta Timur,2014.0,80.4
Kota Jakarta Timur,2015.0,80.73
Kota Jakarta Timur,2016.0,81.28
Kota Jakarta Timur,2017.0,81.61
Kota Jakarta Timur,2018.0,82.06
Kota Jakarta Timur,2019.0,82.69
Kota Jakarta Timur,2020.0,82.66
Kota Jakarta Timur,2021.0,82.97
Kota Jakarta Timur,2022.0,83.45
Kota Jakarta Timur,2023.0,84.13
Kota Jakarta Timur,2024.0,84.65
Kota Jakarta Utara,2013.0,77.16
Kota Jakarta Utara,2014.0,77.29
Kota Jakarta Utara,2015.0,78.3
Kota Jakarta Utara,2016.0,78.78
Kota Jakarta Utara,2017.0,79.47
Kota Jakarta Utara,2018.0,79.87
Kota Jakarta Utara,2019.0,80.17
Kota Jakarta Utara,2020.0,80.29
Kota Jakarta Utara,2021.0,80.51
Kota Jakarta Utara,2022.0,80.81
Kota Jakarta Utara,2023.0,81.11
Kota Jakarta Utara,2024.0,81.39
Kota Jambi,2013.0,74.21
Kota Jambi,2014.0,74.86
Kota Jambi,2015.0,75.58
Kota Jambi,2016.0,76.14
Kota Jambi,2017.0,76.74
Kota Jambi,2018.0,77.41
Kota Jambi,2019.0,78.26
Kota Jambi,2020.0,78.37
Kota Jambi,2021.0,79.12
Kota Jambi,2022.0,79.58
Kota Jambi,2023.0,80.15
Kota Jambi,2024.0,81.04
Kota Jayapura,2013.0,77.46
Kota Jayapura,2014.0,77.86
Kota Jayapura,2015.0,78.05
Kota Jayapura,2016.0,78.56
Kota Jayapura,2017.0,79.23
Kota Jayapura,2018.0,79.58
Kota Jayapura,2019.0,80.16
Kota Jayapura,2020.0,79.94
Kota Jayapura,2021.0,80.11
Kota Jayapura,2022.0,80.61
Kota Jayapura,2023.0,81.14
Kota Jayapura,2024.0,81.67
Kota Kediri,2013.0,74.18
Kota Kediri,2014.0,74.62
Kota Kediri,2015.0,75.67
Kota Kediri,2016.0,76.33
Kota Kediri,2017.0,77.13
Kota Kediri,2018.0,77.58
Kota Kediri,2019.0,78.08
Kota Kediri,2020.0,78.23
Kota Kediri,2021.0,78.6
Kota Kediri,2022.0,79.59
