country,tahun,provinsi,kota_kabupaten,stunting,life_expectancy,hdi,level
Indonesia,2017,Jawa Tengah,Magelang,,73.39,68.39,kota
Indonesia,2018,Jawa Tengah,Magelang,,73.47,69.11,kota
Indonesia,2019,Jawa Tengah,Magelang,31.01,73.56,69.87,kota
Indonesia,2019,Jawa Tengah,Magelang,31.01,73.56,69.87,kota
Indonesia,2020,Jawa Tengah,Magelang,,73.72,69.87,kota
Indonesia,2021,Jawa Tengah,Magelang,13.3,73.88,70.12,kota
Indonesia,2021,Jawa Tengah,Magelang,13.3,73.88,70.12,kota
Indonesia,2022,Jawa Tengah,Magelang,28.2,74.03,70.85,kota
Indonesia,2022,Jawa Tengah,Magelang,28.2,74.03,70.85,kota
Indonesia,2023,Jawa Tengah,Magelang,25.8,74.2,71.45,kota
Indonesia,2023,Jawa Tengah,Magelang,25.8,74.2,71.45,kota
Indonesia,2024,Jawa Tengah,Magelang,19.3,74.45,71.99,kota
Indonesia,2024,Jawa Tengah,Magelang,19.3,74.45,71.99,kota
Indonesia,2013,Jawa Tengah,Pati,,75.4,66.47,kota
Indonesia,2014,Jawa Tengah,Pati,,75.43,66.99,kota
Indonesia,2015,Jawa Tengah,Pati,,75.63,68.51,kota
Indonesia,2016,Jawa Tengah,Pati,,75.69,69.03,kota
Indonesia,2017,Jawa Tengah,Pati,,75.8,70.12,kota
Indonesia,2018,Jawa Tengah,Pati,,75.93,70.71,kota
Indonesia,2019,Jawa Tengah,Pati,19.38,76.04,71.35,kota
Indonesia,2020,Jawa Tengah,Pati,,76.22,71.77,kota
Indonesia,2021,Jawa Tengah,Pati,20.6,76.27,72.28,kota
Indonesia,2022,Jawa Tengah,Pati,23.0,76.32,73.14,kota
Indonesia,2023,Jawa Tengah,Pati,18.5,76.39,73.59,kota
Indonesia,2024,Jawa Tengah,Pati,16.5,76.56,74.1,kota
Indonesia,2013,Jawa Tengah,Pekalongan,,73.3,66.26,kota
Indonesia,2014,Jawa Tengah,Pekalongan,,73.33,66.98,kota
Indonesia,2015,Jawa Tengah,Pekalongan,,73.35,67.4,kota
Indonesia,2016,Jawa Tengah,Pekalongan,,73.41,67.71,kota
Indonesia,2017,Jawa Tengah,Pekalongan,,73.46,68.4,kota
Indonesia,2018,Jawa Tengah,Pekalongan,,73.53,68.97,kota
Indonesia,2019,Jawa Tengah,Pekalongan,34.74,73.57,69.71,kota
Indonesia,2019,Jawa Tengah,Pekalongan,34.74,73.57,69.71,kota
Indonesia,2020,Jawa Tengah,Pekalongan,,73.69,69.63,kota
Indonesia,2021,Jawa Tengah,Pekalongan,19.5,73.74,70.11,kota
Indonesia,2021,Jawa Tengah,Pekalongan,19.5,73.74,70.11,kota
Indonesia,2022,Jawa Tengah,Pekalongan,23.5,73.8,70.81,kota
Indonesia,2022,Jawa Tengah,Pekalongan,23.5,73.8,70.81,kota
Indonesia,2023,Jawa Tengah,Pekalongan,28.6,73.87,71.4,kota
Indonesia,2023,Jawa Tengah,Pekalongan,28.6,73.87,71.4,kota
Indonesia,2024,Jawa Tengah,Pekalongan,19.5,74.0,71.84,kota
Indonesia,2024,Jawa Tengah,Pekalongan,19.5,74.0,71.84,kota
Indonesia,2013,Jawa Tengah,Pemalang,,72.59,61.81,kota
Indonesia,2014,Jawa Tengah,Pemalang,,72.64,62.35,kota
Indonesia,2015,Jawa Tengah,Pemalang,,72.77,63.7,kota
Indonesia,2016,Jawa Tengah,Pemalang,,72.87,64.17,kota
Indonesia,2017,Jawa Tengah,Pemalang,,72.98,65.04,kota
Indonesia,2018,Jawa Tengah,Pemalang,,73.11,65.67,kota
Indonesia,2019,Jawa Tengah,Pemalang,33.06,73.22,66.32,kota
Indonesia,2020,Jawa Tengah,Pemalang,,73.4,66.32,kota
Indonesia,2021,Jawa Tengah,Pemalang,24.7,73.53,66.56,kota
Indonesia,2022,Jawa Tengah,Pemalang,19.8,73.65,67.19,kota
Indonesia,2023,Jawa Tengah,Pemalang,15.3,73.85,68.03,kota
Indonesia,2024,Jawa Tengah,Pemalang,19.1,73.99,68.55,kota
Indonesia,2013,Jawa Tengah,Purbalingga,,72.76,65.53,kota
Indonesia,2014,Jawa Tengah,Purbalingga,,72.8,66.23,kota
Indonesia,2015,Jawa Tengah,Purbalingga,,72.81,67.03,kota
Indonesia,2016,Jawa Tengah,Purbalingga,,72.86,67.48,kota
Indonesia,2017,Jawa Tengah,Purbalingga,,72.91,67.72,kota
Indonesia,2018,Jawa Tengah,Purbalingga,,72.98,68.41,kota
Indonesia,2019,Jawa Tengah,Purbalingga,24.99,73.02,68.99,kota
Indonesia,2020,Jawa Tengah,Purbalingga,,73.14,68.97,kota
Indonesia,2021,Jawa Tengah,Purbalingga,16.8,73.21,69.15,kota
Indonesia,2022,Jawa Tengah,Purbalingga,26.8,73.28,69.54,kota
Indonesia,2023,Jawa Tengah,Purbalingga,26.0,73.37,70.24,kota
Indonesia,2024,Jawa Tengah,Purbalingga,22.3,73.56,70.69,kota
Indonesia,2013,Jawa Tengah,Purworejo,,73.77,69.77,kota
Indonesia,2014,Jawa Tengah,Purworejo,,73.83,70.12,kota
Indonesia,2015,Jawa Tengah,Purworejo,,74.03,70.37,kota
Indonesia,2016,Jawa Tengah,Purworejo,,74.14,70.66,kota
Indonesia,2017,Jawa Tengah,Purworejo,,74.26,71.31,kota
Indonesia,2018,Jawa Tengah,Purworejo,,74.4,71.87,kota
Indonesia,2019,Jawa Tengah,Purworejo,26.94,74.52,72.5,kota
Indonesia,2020,Jawa Tengah,Purworejo,,74.72,72.68,kota
Indonesia,2021,Jawa Tengah,Purworejo,15.7,74.87,72.98,kota
Indonesia,2022,Jawa Tengah,Purworejo,21.3,75.03,73.6,kota
Indonesia,2023,Jawa Tengah,Purworejo,20.6,75.21,74.28,kota
Indonesia,2024,Jawa Tengah,Purworejo,14.9,75.51,75.11,kota
Indonesia,2013,Jawa Tengah,Rembang,,74.16,66.84,kota
Indonesia,2014,Jawa Tengah,Rembang,,74.19,67.4,kota
Indonesia,2015,Jawa Tengah,Rembang,,74.22,68.18,kota
Indonesia,2016,Jawa Tengah,Rembang,,74.27,68.6,kota
Indonesia,2017,Jawa Tengah,Rembang,,74.32,68.95,kota
Indonesia,2018,Jawa Tengah,Rembang,,74.39,69.46,kota
Indonesia,2019,Jawa Tengah,Rembang,23.45,74.43,70.15,kota
Indonesia,2020,Jawa Tengah,Rembang,,74.55,70.02,kota
Indonesia,2021,Jawa Tengah,Rembang,18.7,74.61,70.43,kota
Indonesia,2022,Jawa Tengah,Rembang,24.3,74.68,71.0,kota
Indonesia,2023,Jawa Tengah,Rembang,19.5,74.77,71.89,kota
Indonesia,2024,Jawa Tengah,Rembang,15.8,74.97,72.53,kota
Indonesia,2013,Jawa Tengah,Semarang,,75.48,71.29,kota
Indonesia,2014,Jawa Tengah,Semarang,,75.5,71.65,kota
Indonesia,2015,Jawa Tengah,Semarang,,75.52,71.89,kota
Indonesia,2016,Jawa Tengah,Semarang,,75.54,72.4,kota
Indonesia,2017,Jawa Tengah,Semarang,,75.57,73.2,kota
Indonesia,2018,Jawa Tengah,Semarang,,75.62,73.61,kota
Indonesia,2019,Jawa Tengah,Semarang,25.91,75.63,74.14,kota
Indonesia,2019,Jawa Tengah,Semarang,25.91,75.63,74.14,kota
Indonesia,2020,Jawa Tengah,Semarang,,75.73,74.1,kota
Indonesia,2021,Jawa Tengah,Semarang,16.4,75.79,74.24,kota
Indonesia,2021,Jawa Tengah,Semarang,16.4,75.79,74.24,kota
Indonesia,2022,Jawa Tengah,Semarang,18.7,75.86,74.67,kota
Indonesia,2022,Jawa Tengah,Semarang,18.7,75.86,74.67,kota
Indonesia,2023,Jawa Tengah,Semarang,18.8,75.95,75.13,kota
Indonesia,2023,Jawa Tengah,Semarang,18.8,75.95,75.13,kota
Indonesia,2024,Jawa Tengah,Semarang,14.5,76.14,75.67,kota
Indonesia,2024,Jawa Tengah,Semarang,14.5,76.14,75.67,kota
Indonesia,2013,Jawa Tengah,Sragen,,75.27,69.95,kota
Indonesia,2014,Jawa Tengah,Sragen,,75.31,70.52,kota
Indonesia,2015,Jawa Tengah,Sragen,,75.41,71.1,kota
Indonesia,2016,Jawa Tengah,Sragen,,75.43,71.43,kota
Indonesia,2017,Jawa Tengah,Sragen,,75.55,72.4,kota
Indonesia,2018,Jawa Tengah,Sragen,,75.6,72.96,kota
Indonesia,2019,Jawa Tengah,Sragen,32.4,75.62,73.43,kota
Indonesia,2020,Jawa Tengah,Sragen,,75.71,73.95,kota
Indonesia,2021,Jawa Tengah,Sragen,18.8,75.79,74.08,kota
Indonesia,2022,Jawa Tengah,Sragen,24.3,75.87,74.65,kota
Indonesia,2023,Jawa Tengah,Sragen,18.4,75.97,75.1,kota
Indonesia,2024,Jawa Tengah,Sragen,15.8,76.18,75.53,kota
Indonesia,2013,Jawa Tengah,Sukoharjo,,77.44,73.22,kota
Indonesia,2014,Jawa Tengah,Sukoharjo,,77.45,73.76,kota
Indonesia,2015,Jawa Tengah,Sukoharjo,,77.46,74.53,kota
Indonesia,2016,Jawa Tengah,Sukoharjo,,77.46,75.06,kota
Indonesia,2017,Jawa Tengah,Sukoharjo,,77.49,75.56,kota
Indonesia,2018,Jawa Tengah,Sukoharjo,,77.54,76.07,kota
Indonesia,2019,Jawa Tengah,Sukoharjo,26.87,77.55,76.84,kota
Indonesia,2020,Jawa Tengah,Sukoharjo,,77.65,76.98,kota
Indonesia,2021,Jawa Tengah,Sukoharjo,20.0,77.73,77.13,kota
Indonesia,2022,Jawa Tengah,Sukoharjo,19.8,77.82,77.94,kota
Indonesia,2023,Jawa Tengah,Sukoharjo,24.3,77.86,78.65,kota
Indonesia,2024,Jawa Tengah,Sukoharjo,16.8,78.01,79.3,kota
Indonesia,2013,Jawa Tengah,Tegal,,70.73,63.5,kota
Indonesia,2014,Jawa Tengah,Tegal,,70.8,64.1,kota
Indonesia,2015,Jawa Tengah,Tegal,,70.9,65.04,kota
Indonesia,2016,Jawa Tengah,Tegal,,71.02,65.84,kota
Indonesia,2017,Jawa Tengah,Tegal,,71.14,66.44,kota
Indonesia,2018,Jawa Tengah,Tegal,,71.28,67.33,kota
Indonesia,2019,Jawa Tengah,Tegal,25.14,71.4,68.24,kota
Indonesia,2019,Jawa Tengah,Tegal,25.14,71.4,68.24,kota
Indonesia,2020,Jawa Tengah,Tegal,,71.6,68.39,kota
Indonesia,2021,Jawa Tengah,Tegal,23.9,71.72,68.79,kota
Indonesia,2021,Jawa Tengah,Tegal,23.9,71.72,68.79,kota
Indonesia,2022,Jawa Tengah,Tegal,22.3,71.85,69.53,kota
Indonesia,2022,Jawa Tengah,Tegal,22.3,71.85,69.53,kota
Indonesia,2023,Jawa Tengah,Tegal,21.5,72.0,70.23,kota
Indonesia,2023,Jawa Tengah,Tegal,21.5,72.0,70.23,kota
Indonesia,2024,Jawa Tengah,Tegal,15.9,72.16,70.77,kota
Indonesia,2024,Jawa Tengah,Tegal,15.9,72.16,70.77,kota
Indonesia,2013,Jawa Tengah,Temanggung,,75.31,65.52,kota
Indonesia,2014,Jawa Tengah,Temanggung,,75.34,65.97,kota
Indonesia,2015,Jawa Tengah,Temanggung,,75.35,67.07,kota
Indonesia,2016,Jawa Tengah,Temanggung,,75.39,67.6,kota
Indonesia,2017,Jawa Tengah,Temanggung,,75.42,68.34,kota
Indonesia,2018,Jawa Tengah,Temanggung,,75.47,68.83,kota
Indonesia,2019,Jawa Tengah,Temanggung,25.79,75.48,69.56,kota
Indonesia,2020,Jawa Tengah,Temanggung,,75.58,69.57,kota
Indonesia,2021,Jawa Tengah,Temanggung,20.5,75.64,69.88,kota
Indonesia,2022,Jawa Tengah,Temanggung,28.9,75.7,70.77,kota
Indonesia,2023,Jawa Tengah,Temanggung,25.1,75.77,71.33,kota
Indonesia,2024,Jawa Tengah,Temanggung,27.3,75.95,71.87,kota
Indonesia,2013,Jawa Tengah,Wonogiri,,75.8,66.4,kota
Indonesia,2014,Jawa Tengah,Wonogiri,,75.84,66.77,kota
Indonesia,2015,Jawa Tengah,Wonogiri,,75.86,67.76,kota
Indonesia,2016,Jawa Tengah,Wonogiri,,75.88,68.23,kota
Indonesia,2017,Jawa Tengah,Wonogiri,,76.0,68.66,kota
Indonesia,2018,Jawa Tengah,Wonogiri,,76.05,69.37,kota
Indonesia,2019,Jawa Tengah,Wonogiri,17.68,76.07,69.98,kota
Indonesia,2020,Jawa Tengah,Wonogiri,,76.16,70.25,kota
Indonesia,2021,Jawa Tengah,Wonogiri,14.0,76.28,70.49,kota
Indonesia,2022,Jawa Tengah,Wonogiri,18.0,76.41,71.04,kota
Indonesia,2023,Jawa Tengah,Wonogiri,19.5,76.56,71.97,kota
Indonesia,2024,Jawa Tengah,Wonogiri,15.1,76.84,72.55,kota
Indonesia,2013,Jawa Tengah,Wonosobo,,70.76,64.57,kota
Indonesia,2014,Jawa Tengah,Wonosobo,,70.82,65.2,kota
Indonesia,2015,Jawa Tengah,Wonosobo,,71.02,65.7,kota
Indonesia,2016,Jawa Tengah,Wonosobo,,71.16,66.19,kota
Indonesia,2017,Jawa Tengah,Wonosobo,,71.3,66.89,kota
Indonesia,2018,Jawa Tengah,Wonosobo,,71.46,67.81,kota
Indonesia,2019,Jawa Tengah,Wonosobo,38.57,71.6,68.27,kota
Indonesia,2020,Jawa Tengah,Wonosobo,,71.82,68.22,kota
Indonesia,2021,Jawa Tengah,Wonosobo,28.1,71.94,68.43,kota
Indonesia,2022,Jawa Tengah,Wonosobo,22.7,72.05,68.89,kota
Indonesia,2023,Jawa Tengah,Wonosobo,29.2,72.17,69.37,kota
Indonesia,2024,Jawa Tengah,Wonosobo,23.9,72.4,69.82,kota
Indonesia,2013,Jawa Timur,Bangkalan,,69.6,60.19,kota
Indonesia,2014,Jawa Timur,Bangkalan,,69.62,60.71,kota
Indonesia,2015,Jawa Timur,Bangkalan,,69.72,61.49,kota
Indonesia,2016,Jawa Timur,Bangkalan,,69.77,62.06,kota
Indonesia,2017,Jawa Timur,Bangkalan,,69.82,62.3,kota
Indonesia,2018,Jawa Timur,Bangkalan,,69.94,62.87,kota
Indonesia,2019,Jawa Timur,Bangkalan,22.37,70.11,63.79,kota
Indonesia,2020,Jawa Timur,Bangkalan,,70.18,64.11,kota
Indonesia,2021,Jawa Timur,Bangkalan,38.9,70.22,64.36,kota
Indonesia,2022,Jawa Timur,Bangkalan,26.2,70.54,65.05,kota
Indonesia,2023,Jawa Timur,Bangkalan,10.2,70.79,65.75,kota
Indonesia,2024,Jawa Timur,Bangkalan,17.6,70.96,66.27,kota
Indonesia,2013,Jawa Timur,Banyuwangi,,69.88,66.74,kota
Indonesia,2014,Jawa Timur,Banyuwangi,,69.93,67.31,kota
Indonesia,2015,Jawa Timur,Banyuwangi,,70.03,68.08,kota
Indonesia,2016,Jawa Timur,Banyuwangi,,70.11,69.0,kota
Indonesia,2017,Jawa Timur,Banyuwangi,,70.19,69.64,kota
Indonesia,2018,Jawa Timur,Banyuwangi,,70.34,70.06,kota
Indonesia,2019,Jawa Timur,Banyuwangi,24.46,70.54,70.6,kota
Indonesia,2020,Jawa Timur,Banyuwangi,,70.65,70.62,kota
Indonesia,2021,Jawa Timur,Banyuwangi,20.1,70.72,71.38,kota
Indonesia,2022,Jawa Timur,Banyuwangi,18.1,71.06,71.94,kota
Indonesia,2023,Jawa Timur,Banyuwangi,21.9,71.38,72.61,kota
Indonesia,2024,Jawa Timur,Banyuwangi,17.6,71.57,73.11,kota
Indonesia,2013,Jawa Timur,Blitar,,72.47,66.49,kota
Indonesia,2014,Jawa Timur,Blitar,,72.5,66.88,kota
Indonesia,2015,Jawa Timur,Blitar,,72.8,68.13,kota
Indonesia,2016,Jawa Timur,Blitar,,72.89,68.88,kota
Indonesia,2017,Jawa Timur,Blitar,,72.99,69.33,kota
Indonesia,2018,Jawa Timur,Blitar,,73.16,69.93,kota
Indonesia,2019,Jawa Timur,Blitar,27.05,73.39,70.57,kota
Indonesia,2019,Jawa Timur,Blitar,27.05,73.39,70.57,kota
Indonesia,2020,Jawa Timur,Blitar,,73.52,70.58,kota
Indonesia,2021,Jawa Timur,Blitar,12.9,73.61,71.05,kota
Indonesia,2021,Jawa Timur,Blitar,12.9,73.61,71.05,kota
Indonesia,2022,Jawa Timur,Blitar,14.3,73.98,71.86,kota
Indonesia,2022,Jawa Timur,Blitar,14.3,73.98,71.86,kota
Indonesia,2023,Jawa Timur,Blitar,20.3,74.34,72.49,kota
Indonesia,2023,Jawa Timur,Blitar,20.3,74.34,72.49,kota
Indonesia,2024,Jawa Timur,Blitar,17.8,74.54,73.09,kota
Indonesia,2024,Jawa Timur,Blitar,17.8,74.54,73.09,kota
Indonesia,2013,Jawa Timur,Bojonegoro,,70.07,64.85,kota
Indonesia,2014,Jawa Timur,Bojonegoro,,70.11,65.27,kota
Indonesia,2015,Jawa Timur,Bojonegoro,,70.51,66.17,kota
Indonesia,2016,Jawa Timur,Bojonegoro,,70.67,66.73,kota
Indonesia,2017,Jawa Timur,Bojonegoro,,70.83,67.28,kota
Indonesia,2018,Jawa Timur,Bojonegoro,,71.07,67.85,kota
Indonesia,2019,Jawa Timur,Bojonegoro,32.48,71.36,68.75,kota
Indonesia,2020,Jawa Timur,Bojonegoro,,71.56,69.04,kota
Indonesia,2021,Jawa Timur,Bojonegoro,23.9,71.72,69.59,kota
Indonesia,2022,Jawa Timur,Bojonegoro,24.3,72.16,70.12,kota
Indonesia,2023,Jawa Timur,Bojonegoro,14.1,72.57,70.85,kota
Indonesia,2024,Jawa Timur,Bojonegoro,12.0,72.76,71.78,kota
Indonesia,2013,Jawa Timur,Bondowoso,,65.36,63.21,kota
Indonesia,2014,Jawa Timur,Bondowoso,,65.43,63.43,kota
Indonesia,2015,Jawa Timur,Bondowoso,,65.73,63.95,kota
Indonesia,2016,Jawa Timur,Bondowoso,,65.89,64.52,kota
Indonesia,2017,Jawa Timur,Bondowoso,,66.04,64.75,kota
Indonesia,2018,Jawa Timur,Bondowoso,,66.27,65.27,kota
Indonesia,2019,Jawa Timur,Bondowoso,37.22,66.55,66.09,kota
Indonesia,2020,Jawa Timur,Bondowoso,,66.74,66.43,kota
Indonesia,2021,Jawa Timur,Bondowoso,37.0,66.89,66.59,kota
Indonesia,2022,Jawa Timur,Bondowoso,32.0,67.29,67.31,kota
Indonesia,2023,Jawa Timur,Bondowoso,17.0,67.6,67.99,kota
Indonesia,2024,Jawa Timur,Bondowoso,11.2,67.76,68.65,kota
Indonesia,2013,Jawa Timur,Gresik,,72.19,72.47,kota
Indonesia,2014,Jawa Timur,Gresik,,72.2,72.84,kota
Indonesia,2015,Jawa Timur,Gresik,,72.3,73.57,kota
Indonesia,2016,Jawa Timur,Gresik,,72.33,74.46,kota
Indonesia,2017,Jawa Timur,Gresik,,72.36,74.84,kota
Indonesia,2018,Jawa Timur,Gresik,,72.46,75.28,kota
Indonesia,2019,Jawa Timur,Gresik,25.53,72.61,76.1,kota
Indonesia,2020,Jawa Timur,Gresik,,72.66,76.11,kota
Indonesia,2021,Jawa Timur,Gresik,23.0,72.67,76.5,kota
Indonesia,2022,Jawa Timur,Gresik,10.7,72.99,77.16,kota
Indonesia,2023,Jawa Timur,Gresik,15.4,73.3,77.98,kota
Indonesia,2024,Jawa Timur,Gresik,15.2,73.5,78.45,kota
Indonesia,2013,Jawa Timur,Jember,,67.75,62.43,kota
Indonesia,2014,Jawa Timur,Jember,,67.8,62.64,kota
Indonesia,2015,Jawa Timur,Jember,,68.2,63.04,kota
Indonesia,2016,Jawa Timur,Jember,,68.37,64.01,kota
Indonesia,2017,Jawa Timur,Jember,,68.54,64.96,kota
Indonesia,2018,Jawa Timur,Jember,,68.74,65.96,kota
Indonesia,2019,Jawa Timur,Jember,37.94,68.99,66.69,kota
Indonesia,2020,Jawa Timur,Jember,,69.15,67.11,kota
Indonesia,2021,Jawa Timur,Jember,23.9,69.28,67.32,kota
Indonesia,2022,Jawa Timur,Jember,34.9,69.68,67.97,kota
Indonesia,2023,Jawa Timur,Jember,29.7,70.03,68.64,kota
Indonesia,2024,Jawa Timur,Jember,30.4,70.2,69.15,kota
Indonesia,2013,Jawa Timur,Jombang,,71.34,68.63,kota
Indonesia,2014,Jawa Timur,Jombang,,71.37,69.07,kota
Indonesia,2015,Jawa Timur,Jombang,,71.67,69.59,kota
Indonesia,2016,Jawa Timur,Jombang,,71.77,70.03,kota
Indonesia,2017,Jawa Timur,Jombang,,71.87,70.88,kota
Indonesia,2018,Jawa Timur,Jombang,,72.04,71.86,kota
Indonesia,2019,Jawa Timur,Jombang,32.17,72.27,72.85,kota
Indonesia,2020,Jawa Timur,Jombang,,72.4,72.97,kota
Indonesia,2021,Jawa Timur,Jombang,21.2,72.49,73.45,kota
Indonesia,2022,Jawa Timur,Jombang,22.1,72.86,74.05,kota
Indonesia,2023,Jawa Timur,Jombang,18.0,73.22,74.6,kota
Indonesia,2024,Jawa Timur,Jombang,17.2,73.42,75.1,kota
Indonesia,2013,Jawa Timur,Kediri,,72.02,68.01,kota
Indonesia,2014,Jawa Timur,Kediri,,72.04,68.44,kota
Indonesia,2015,Jawa Timur,Kediri,,72.14,68.91,kota
Indonesia,2016,Jawa Timur,Kediri,,72.2,69.87,kota
Indonesia,2017,Jawa Timur,Kediri,,72.25,70.47,kota
Indonesia,2018,Jawa Timur,Kediri,,72.37,71.07,kota
Indonesia,2019,Jawa Timur,Kediri,24.49,72.54,71.85,kota
Indonesia,2019,Jawa Timur,Kediri,24.49,72.54,71.85,kota
Indonesia,2020,Jawa Timur,Kediri,,72.61,72.05,kota
Indonesia,2021,Jawa Timur,Kediri,15.7,72.65,72.56,kota
Indonesia,2021,Jawa Timur,Kediri,15.7,72.65,72.56,kota
Indonesia,2022,Jawa Timur,Kediri,21.6,72.97,73.46,kota
Indonesia,2022,Jawa Timur,Kediri,21.6,72.97,73.46,kota
Indonesia,2023,Jawa Timur,Kediri,16.8,73.27,73.96,kota
Indonesia,2023,Jawa Timur,Kediri,16.8,73.27,73.96,kota
Indonesia,2024,Jawa Timur,Kediri,7.9,73.47,74.44,kota
Indonesia,2024,Jawa Timur,Kediri,7.9,73.47,74.44,kota
Indonesia,2013,Jawa Timur,Kota Batu,,72.05,71.55,kota
Indonesia,2014,Jawa Timur,Kota Batu,,72.06,71.89,kota
Indonesia,2015,Jawa Timur,Kota Batu,,72.16,72.62,kota
Indonesia,2016,Jawa Timur,Kota Batu,,72.2,73.57,kota
Indonesia,2017,Jawa Timur,Kota Batu,,72.25,74.26,kota
Indonesia,2018,Jawa Timur,Kota Batu,,72.37,75.04,kota
Indonesia,2019,Jawa Timur,Kota Batu,27.5,72.54,75.88,kota
Indonesia,2020,Jawa Timur,Kota Batu,,72.61,75.9,kota
Indonesia,2021,Jawa Timur,Kota Batu,15.0,72.65,76.28,kota
Indonesia,2022,Jawa Timur,Kota Batu,25.2,72.97,77.22,kota
Indonesia,2023,Jawa Timur,Kota Batu,23.1,73.29,78.18,kota
Indonesia,2024,Jawa Timur,Kota Batu,24.5,73.49,78.79,kota
Indonesia,2013,Jawa Timur,Kota Blitar,,72.69,74.53,kota
Indonesia,2014,Jawa Timur,Kota Blitar,,72.7,75.26,kota
Indonesia,2015,Jawa Timur,Kota Blitar,,73.0,76.0,kota
Indonesia,2016,Jawa Timur,Kota Blitar,,73.09,76.71,kota
Indonesia,2017,Jawa Timur,Kota Blitar,,73.17,77.1,kota
Indonesia,2018,Jawa Timur,Kota Blitar,,73.36,77.58,kota
Indonesia,2019,Jawa Timur,Kota Blitar,16.1,73.6,78.56,kota
Indonesia,2020,Jawa Timur,Kota Blitar,,73.75,78.57,kota
Indonesia,2021,Jawa Timur,Kota Blitar,12.9,73.86,78.98,kota
Indonesia,2022,Jawa Timur,Kota Blitar,12.8,74.26,79.93,kota
Indonesia,2023,Jawa Timur,Kota Blitar,17.7,74.66,80.63,kota
Indonesia,2024,Jawa Timur,Kota Blitar,11.4,74.86,81.27,kota
Indonesia,2013,Jawa Timur,Kota Kediri,,73.51,74.18,kota
Indonesia,2014,Jawa Timur,Kota Kediri,,73.52,74.62,kota
Indonesia,2015,Jawa Timur,Kota Kediri,,73.62,75.67,kota
Indonesia,2016,Jawa Timur,Kota Kediri,,73.65,76.33,kota
Indonesia,2017,Jawa Timur,Kota Kediri,,73.69,77.13,kota
Indonesia,2018,Jawa Timur,Kota Kediri,,73.8,77.58,kota
Indonesia,2019,Jawa Timur,Kota Kediri,10.94,73.96,78.08,kota
Indonesia,2020,Jawa Timur,Kota Kediri,,74.02,78.23,kota
Indonesia,2021,Jawa Timur,Kota Kediri,15.7,74.04,78.6,kota
Indonesia,2022,Jawa Timur,Kota Kediri,14.3,74.34,79.59,kota
Indonesia,2023,Jawa Timur,Kota Kediri,18.6,74.67,80.44,kota
Indonesia,2024,Jawa Timur,Kota Kediri,17.6,74.87,81.35,kota
Indonesia,2013,Jawa Timur,Kota Madiun,,72.38,78.41,kota
Indonesia,2014,Jawa Timur,Kota Madiun,,72.41,78.81,kota
Indonesia,2015,Jawa Timur,Kota Madiun,,72.41,79.48,kota
Indonesia,2016,Jawa Timur,Kota Madiun,,72.44,80.01,kota
Indonesia,2017,Jawa Timur,Kota Madiun,,72.48,80.13,kota
Indonesia,2018,Jawa Timur,Kota Madiun,,72.59,80.33,kota
Indonesia,2019,Jawa Timur,Kota Madiun,17.44,72.75,80.88,kota
Indonesia,2020,Jawa Timur,Kota Madiun,,72.81,80.91,kota
Indonesia,2021,Jawa Timur,Kota Madiun,12.4,72.83,81.25,kota
Indonesia,2022,Jawa Timur,Kota Madiun,9.7,73.13,82.01,kota
Indonesia,2023,Jawa Timur,Kota Madiun,12.8,73.44,82.71,kota
Indonesia,2024,Jawa Timur,Kota Madiun,11.8,73.65,83.48,kota
Indonesia,2013,Jawa Timur,Kota Malang,,72.28,78.44,kota
Indonesia,2014,Jawa Timur,Kota Malang,,72.3,78.96,kota
Indonesia,2015,Jawa Timur,Kota Malang,,72.6,80.05,kota
Indonesia,2016,Jawa Timur,Kota Malang,,72.68,80.46,kota
Indonesia,2017,Jawa Timur,Kota Malang,,72.77,80.65,kota
Indonesia,2018,Jawa Timur,Kota Malang,,72.93,80.89,kota
Indonesia,2019,Jawa Timur,Kota Malang,28.87,73.15,81.32,kota
Indonesia,2020,Jawa Timur,Kota Malang,,73.27,81.45,kota
Indonesia,2021,Jawa Timur,Kota Malang,25.7,73.36,82.04,kota
Indonesia,2022,Jawa Timur,Kota Malang,18.0,73.75,82.71,kota
Indonesia,2023,Jawa Timur,Kota Malang,17.3,74.13,83.39,kota
Indonesia,2024,Jawa Timur,Kota Malang,22.8,74.33,84.06,kota
Indonesia,2013,Jawa Timur,Kota Mojokerto,,72.37,74.91,kota
Indonesia,2014,Jawa Timur,Kota Mojokerto,,72.39,75.04,kota
Indonesia,2015,Jawa Timur,Kota Mojokerto,,72.69,75.54,kota
Indonesia,2016,Jawa Timur,Kota Mojokerto,,72.78,76.38,kota
Indonesia,2017,Jawa Timur,Kota Mojokerto,,72.86,76.77,kota
Indonesia,2018,Jawa Timur,Kota Mojokerto,,73.01,77.14,kota
Indonesia,2019,Jawa Timur,Kota Mojokerto,25.63,73.21,77.96,kota
Indonesia,2020,Jawa Timur,Kota Mojokerto,,73.32,78.04,kota
Indonesia,2021,Jawa Timur,Kota Mojokerto,6.9,73.39,78.43,kota
Indonesia,2022,Jawa Timur,Kota Mojokerto,8.4,73.74,79.32,kota
Indonesia,2023,Jawa Timur,Kota Mojokerto,11.0,74.1,80.07,kota
Indonesia,2024,Jawa Timur,Kota Mojokerto,11.7,74.29,80.92,kota
Indonesia,2013,Jawa Timur,Kota Pasuruan,,70.52,72.89,kota
