country,tahun,provinsi,kota_kabupaten,stunting,life_expectancy,hdi,level
Indonesia,2021,Nusa Tenggara Barat (NTB),Lombok Utara,34.0,67.36,64.77,kota
Indonesia,2022,Nusa Tenggara Barat (NTB),Lombok Utara,35.9,67.75,65.7,kota
Indonesia,2023,Nusa Tenggara Barat (NTB),Lombok Utara,33.5,68.17,66.62,kota
Indonesia,2024,Nusa Tenggara Barat (NTB),Lombok Utara,35.3,68.43,67.24,kota
Indonesia,2013,Nusa Tenggara Barat (NTB),Sumbawa,,65.58,62.44,kota
Indonesia,2014,Nusa Tenggara Barat (NTB),Sumbawa,,65.72,62.88,kota
Indonesia,2015,Nusa Tenggara Barat (NTB),Sumbawa,,66.02,63.91,kota
Indonesia,2016,Nusa Tenggara Barat (NTB),Sumbawa,,66.3,64.89,kota
Indonesia,2017,Nusa Tenggara Barat (NTB),Sumbawa,,66.58,65.84,kota
Indonesia,2018,Nusa Tenggara Barat (NTB),Sumbawa,,66.9,66.77,kota
Indonesia,2019,Nusa Tenggara Barat (NTB),Sumbawa,28.99,67.31,67.6,kota
Indonesia,2020,Nusa Tenggara Barat (NTB),Sumbawa,,67.54,67.61,kota
Indonesia,2021,Nusa Tenggara Barat (NTB),Sumbawa,29.7,67.73,68.01,kota
Indonesia,2022,Nusa Tenggara Barat (NTB),Sumbawa,29.7,68.12,68.89,kota
Indonesia,2023,Nusa Tenggara Barat (NTB),Sumbawa,25.7,68.54,69.87,kota
Indonesia,2024,Nusa Tenggara Barat (NTB),Sumbawa,29.8,68.81,70.55,kota
Indonesia,2013,Nusa Tenggara Barat (NTB),Sumbawa Barat,,65.69,66.86,kota
Indonesia,2014,Nusa Tenggara Barat (NTB),Sumbawa Barat,,65.85,67.19,kota
Indonesia,2015,Nusa Tenggara Barat (NTB),Sumbawa Barat,,66.35,68.38,kota
Indonesia,2016,Nusa Tenggara Barat (NTB),Sumbawa Barat,,66.66,69.26,kota
Indonesia,2017,Nusa Tenggara Barat (NTB),Sumbawa Barat,,66.98,70.08,kota
Indonesia,2018,Nusa Tenggara Barat (NTB),Sumbawa Barat,,67.34,70.71,kota
Indonesia,2019,Nusa Tenggara Barat (NTB),Sumbawa Barat,42.73,67.8,71.52,kota
Indonesia,2020,Nusa Tenggara Barat (NTB),Sumbawa Barat,,68.07,71.63,kota
Indonesia,2021,Nusa Tenggara Barat (NTB),Sumbawa Barat,23.6,68.31,71.85,kota
Indonesia,2022,Nusa Tenggara Barat (NTB),Sumbawa Barat,13.9,68.74,72.65,kota
Indonesia,2023,Nusa Tenggara Barat (NTB),Sumbawa Barat,10.5,69.2,73.17,kota
Indonesia,2024,Nusa Tenggara Barat (NTB),Sumbawa Barat,18.2,69.54,73.86,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Alor,,59.71,57.52,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Alor,,59.73,58.0,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Alor,,60.23,58.5,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Alor,,60.35,58.99,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Alor,,60.47,59.61,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Alor,,60.8,60.14,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Alor,37.77,61.29,61.03,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Alor,,61.48,61.33,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Alor,44.8,61.64,61.37,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Alor,,61.99,62.26,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Alor,39.3,62.35,62.99,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Alor,37.4,62.62,63.82,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Belu,,62.26,59.12,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Belu,,62.31,59.72,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Belu,,63.01,60.54,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Belu,,63.21,61.04,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Belu,,63.42,61.44,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Belu,,63.81,61.86,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Belu,46.09,64.35,62.54,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Belu,,64.61,62.68,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Belu,39.9,64.89,62.77,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Belu,,65.28,63.22,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Belu,48.1,65.63,63.83,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Belu,44.3,65.93,64.43,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Ende,,64.24,64.64,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Ende,,64.27,65.25,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Ende,,64.37,65.54,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Ende,,64.42,65.74,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Ende,,64.48,66.11,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Ende,,64.75,66.62,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Ende,35.76,65.17,67.2,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Ende,,65.29,67.04,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Ende,27.2,65.43,67.3,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Ende,,65.76,67.97,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Ende,27.5,66.12,68.63,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Ende,30.7,66.3,69.11,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Flores Timur,,63.88,59.8,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Flores Timur,,63.88,60.42,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Flores Timur,,64.28,61.24,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Flores Timur,,64.36,61.9,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Flores Timur,,64.45,62.89,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Flores Timur,,64.7,63.55,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Flores Timur,36.28,65.1,64.34,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Flores Timur,,65.2,64.22,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Flores Timur,23.4,65.31,64.22,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Flores Timur,,65.62,64.93,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Flores Timur,37.2,65.96,65.79,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Flores Timur,31.3,66.21,66.29,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Kota Kupang,,68.09,77.24,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Kota Kupang,,68.14,77.58,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Kota Kupang,,68.34,77.95,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Kota Kupang,,68.46,78.14,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Kota Kupang,,68.58,78.25,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Kota Kupang,,68.9,78.84,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Kota Kupang,32.02,69.37,79.55,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Kota Kupang,,69.55,79.71,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Kota Kupang,26.1,69.73,79.74,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Kota Kupang,,70.11,80.2,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Kota Kupang,29.9,70.52,80.62,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Kota Kupang,26.9,70.84,81.08,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Kupang,,62.87,61.07,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Kupang,,62.97,61.68,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Kupang,,63.17,62.04,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Kupang,,63.33,62.39,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Kupang,,63.49,62.79,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Kupang,,63.86,63.55,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Kupang,50.35,64.39,64.43,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Kupang,,64.63,64.32,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Kupang,26.1,64.91,64.41,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Kupang,,65.28,65.04,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Kupang,38.4,65.64,65.82,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Kupang,39.5,65.95,66.57,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Lembata,,65.3,60.56,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Lembata,,65.35,61.45,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Lembata,,65.85,62.16,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Lembata,,66.02,62.81,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Lembata,,66.19,63.09,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Lembata,,66.57,63.96,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Lembata,34.6,66.97,64.91,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Lembata,,67.07,64.74,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Lembata,31.7,67.2,64.75,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Lembata,,67.52,65.47,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Lembata,35.1,67.87,66.12,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Lembata,25.7,68.12,66.62,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Malaka,,64.11,56.14,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Malaka,,64.15,56.94,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Malaka,,64.15,57.51,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Malaka,,64.27,58.29,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Malaka,,64.29,58.9,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Malaka,,64.52,59.66,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Malaka,51.0,64.89,60.34,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Malaka,,64.97,60.21,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Malaka,31.4,65.01,60.42,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Malaka,,65.34,61.34,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Malaka,47.7,65.67,62.06,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Malaka,31.6,65.99,62.73,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Manggarai,,64.75,59.49,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Manggarai,,64.78,60.08,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Manggarai,,65.48,60.87,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Manggarai,,65.66,61.67,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Manggarai,,65.84,62.24,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Manggarai,,66.23,63.32,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Manggarai,45.46,66.77,64.15,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Manggarai,,67.03,64.54,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Manggarai,33.1,67.11,65.01,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Manggarai,,67.38,65.83,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Manggarai,36.8,67.63,66.42,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Manggarai,41.0,67.89,67.28,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Manggarai Barat,,65.92,59.02,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Manggarai Barat,,65.98,59.64,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Manggarai Barat,,65.98,60.04,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Manggarai Barat,,66.19,60.63,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Manggarai Barat,,66.19,61.65,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Manggarai Barat,,66.58,62.58,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Manggarai Barat,56.8,67.12,63.5,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Manggarai Barat,,67.38,63.89,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Manggarai Barat,38.5,67.46,64.17,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Manggarai Barat,,67.73,64.92,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Manggarai Barat,36.2,68.0,65.81,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Manggarai Barat,31.1,68.3,66.65,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.26,55.74,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.27,56.58,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.27,56.83,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.39,57.5,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.4,58.51,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Manggarai Timur,,67.62,59.49,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Manggarai Timur,42.73,67.98,60.47,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Manggarai Timur,,68.04,60.85,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Manggarai Timur,42.9,68.07,61.37,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Manggarai Timur,,68.29,62.3,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Manggarai Timur,43.7,68.49,63.24,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Manggarai Timur,38.8,68.69,64.2,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Nagekeo,,66.04,62.24,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Nagekeo,,66.05,62.71,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Nagekeo,,66.25,63.33,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Nagekeo,,66.31,63.93,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Nagekeo,,66.36,64.74,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Nagekeo,,66.62,65.35,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Nagekeo,34.6,67.03,65.88,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Nagekeo,,67.13,65.81,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Nagekeo,28.1,67.25,65.82,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Nagekeo,,67.56,66.22,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Nagekeo,24.9,67.91,67.07,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Nagekeo,25.0,68.17,67.72,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Ngada,,67.3,64.43,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Ngada,,67.32,64.64,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Ngada,,67.32,65.1,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Ngada,,67.34,65.61,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Ngada,,67.36,66.47,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Ngada,,67.59,67.1,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Ngada,17.06,67.96,67.76,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Ngada,,68.04,67.88,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Ngada,29.0,68.12,67.88,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Ngada,,68.4,68.26,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Ngada,21.3,68.71,69.14,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Ngada,28.9,68.92,69.52,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Rote Ndao,,62.67,57.28,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Rote Ndao,,62.86,57.82,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Rote Ndao,,62.86,58.32,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Rote Ndao,,63.13,59.28,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Rote Ndao,,63.41,60.51,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Rote Ndao,,63.8,61.51,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Rote Ndao,51.59,64.34,62.22,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Rote Ndao,,64.6,62.39,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Rote Ndao,40.1,64.88,62.6,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Rote Ndao,,65.26,63.21,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Rote Ndao,39.8,65.6,64.0,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Rote Ndao,32.4,65.85,64.59,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sabu Raijua,,57.83,51.55,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sabu Raijua,,57.98,52.51,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sabu Raijua,,58.38,53.28,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sabu Raijua,,58.69,54.16,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sabu Raijua,,59.0,55.22,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sabu Raijua,,59.53,55.79,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sabu Raijua,46.66,60.23,56.66,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sabu Raijua,,60.64,57.02,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sabu Raijua,33.9,60.66,57.03,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sabu Raijua,,60.87,57.9,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sabu Raijua,36.9,61.06,58.89,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sabu Raijua,32.2,61.27,59.58,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sikka,,65.68,60.84,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sikka,,65.7,61.36,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sikka,,66.1,61.81,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sikka,,66.2,62.42,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sikka,,66.3,63.08,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sikka,,66.61,63.89,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sikka,34.42,67.07,64.75,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sikka,,67.24,65.11,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sikka,26.6,67.45,65.41,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sikka,,67.86,66.06,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sikka,33.3,68.3,66.89,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sikka,32.3,68.52,67.41,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sumba Barat,,66.07,60.55,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sumba Barat,,66.11,60.9,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sumba Barat,,66.11,61.36,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sumba Barat,,66.15,61.85,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sumba Barat,,66.2,62.3,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sumba Barat,,66.58,62.91,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sumba Barat,48.39,66.98,63.56,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sumba Barat,,67.08,63.53,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sumba Barat,37.0,67.12,63.83,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sumba Barat,,67.35,64.43,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sumba Barat,42.5,67.57,65.22,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sumba Barat,35.2,67.72,66.06,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,67.05,59.26,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,67.08,59.9,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,67.08,60.53,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,67.71,61.31,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,67.76,61.46,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,68.02,61.89,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sumba Barat Daya,46.42,68.43,62.6,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,68.53,62.28,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sumba Barat Daya,44.0,68.57,62.29,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sumba Barat Daya,,68.79,63.15,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sumba Barat Daya,44.3,68.99,63.74,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sumba Barat Daya,47.5,69.2,64.27,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.61,57.25,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.65,57.6,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.65,57.91,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.73,58.52,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.74,59.39,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sumba Tengah,,67.96,60.07,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sumba Tengah,41.06,68.32,61.01,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sumba Tengah,,68.38,61.53,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sumba Tengah,34.0,68.42,61.8,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sumba Tengah,,68.65,62.71,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sumba Tengah,39.5,68.87,63.48,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sumba Tengah,37.4,69.1,64.31,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Sumba Timur,,63.45,61.44,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Sumba Timur,,63.48,62.04,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Sumba Timur,,63.88,62.54,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Sumba Timur,,64.0,63.22,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Sumba Timur,,64.12,64.19,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Sumba Timur,,64.45,64.65,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Sumba Timur,37.02,64.94,65.34,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Sumba Timur,,65.13,65.52,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Sumba Timur,28.8,65.16,65.74,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Sumba Timur,,65.38,66.17,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Sumba Timur,26.3,65.82,67.05,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Sumba Timur,30.9,66.05,67.68,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.42,58.76,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.45,59.41,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.55,59.9,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.6,60.37,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.65,61.08,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,65.91,61.58,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,58.65,66.32,62.23,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,66.42,62.15,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,48.3,66.46,62.16,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,,66.68,62.73,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,50.1,66.89,63.58,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Timor Tengah Selatan,56.8,67.03,64.36,kota
Indonesia,2013,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,65.89,59.56,kota
Indonesia,2014,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,65.89,60.41,kota
Indonesia,2015,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,66.09,60.96,kota
Indonesia,2016,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,66.14,61.54,kota
Indonesia,2017,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,66.19,62.03,kota
Indonesia,2018,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,66.45,62.65,kota
Indonesia,2019,Nusa Tenggara Timur (NTT),Timor Tengah Utara,50.8,66.86,63.34,kota
Indonesia,2020,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,66.96,63.53,kota
Indonesia,2021,Nusa Tenggara Timur (NTT),Timor Tengah Utara,46.7,67.09,63.69,kota
Indonesia,2022,Nusa Tenggara Timur (NTT),Timor Tengah Utara,,67.35,64.26,kota
Indonesia,2023,Nusa Tenggara Timur (NTT),Timor Tengah Utara,42.7,67.61,65.16,kota
Indonesia,2024,Nusa Tenggara Timur (NTT),Timor Tengah Utara,47.3,67.82,65.83,kota
Indonesia,2013,Papua,Biak Numfor,,67.84,69.35,kota
Indonesia,2014,Papua,Biak Numfor,,67.85,70.32,kota
Indonesia,2015,Papua,Biak Numfor,,67.86,70.85,kota
Indonesia,2016,Papua,Biak Numfor,,67.86,71.13,kota
Indonesia,2017,Papua,Biak Numfor,,67.87,71.56,kota
Indonesia,2018,Papua,Biak Numfor,,68.0,71.96,kota
Indonesia,2019,Papua,Biak Numfor,34.63,68.2,72.57,kota
Indonesia,2020,Papua,Biak Numfor,,68.25,72.19,kota
Indonesia,2021,Papua,Biak Numfor,34.0,68.29,72.33,kota
Indonesia,2022,Papua,Biak Numfor,27.3,68.5,72.85,kota
Indonesia,2023,Papua,Biak Numfor,33.7,68.74,73.46,kota
Indonesia,2024,Papua,Biak Numfor,20.6,68.97,73.98,kota
