Province/Regency/City,
,[New Method] Life Expectancy at Birth (Year)
,2018
ACEH,69.64
Simeulue,65
Aceh Singkil,67.16
Aceh Selatan,64.02
Aceh Tenggara,67.77
Aceh Timur,68.44
Aceh Tengah,68.62
Aceh Barat,67.72
Aceh Besar,69.59
Pidie,66.68
Bireuen,70.92
Aceh Utara,68.61
Aceh Barat Daya,64.65
Gayo Lues,65.12
Aceh Tamiang,69.28
Nagan Raya,68.89
Aceh Jaya,66.88
Bener Meriah,68.99
Pidie Jaya,69.81
Kota Banda Aceh,71.1
Kota Sabang,70.21
Kota Langsa,69.16
Kota Lhokseumawe,71.27
Kota Subulussalam,63.69
SUMATERA UTARA,68.61
Nias,69.43
Mandailing Natal,62.24
Tapanuli Selatan,64.55
Tapanuli Tengah,66.82
Tapanuli Utara,68.11
Toba Samosir / Toba,69.59
Labuhan Batu,69.6
Asahan,67.79
Simalungun,70.75
Dairi,68.41
Karo,70.97
Deli Serdang,71.31
Langkat,68.22
Nias Selatan,68.24
Humbang Hasundutan,68.69
Pakpak Bharat,65.27
Samosir,70.87
Serdang Bedagai,68.08
Batu Bara,66.38
Padang Lawas Utara,66.77
Padang Lawas,66.69
Labuhan Batu Selatan,68.39
Labuhan Batu Utara,69.09
Nias Utara,68.98
Nias Barat,68.5
Kota Sibolga,68.36
Kota Tanjung Balai,62.6
Kota Pematang Siantar,72.93
Kota Tebing Tinggi,70.47
Kota Medan,72.64
Kota Binjai,71.95
Kota Padangsidimpuan,68.73
Kota Gunungsitoli,70.67
SUMATERA BARAT,69.01
Kepulauan Mentawai,64.49
Pesisir Selatan,70.45
Solok,67.95
Sijunjung,65.69
Tanah Datar,69.38
Padang Pariaman,68.23
Agam,71.83
Lima Puluh Kota,69.47
Pasaman,66.82
Solok Selatan,67.21
Dharmasraya,70.73
Pasaman Barat,67.37
Kota Padang,73.35
Kota Solok,73.14
Kota Sawah Lunto,69.59
Kota Padang Panjang,72.58
Kota Bukittinggi,73.91
Kota Payakumbuh,73.33
Kota Pariaman,69.87
RIAU,71.19
Kuantan Singingi,68.17
Indragiri Hulu,69.97
Indragiri Hilir,67.32
Pelalawan,70.74
Siak,70.79
Kampar,70.35
Rokan Hulu,69.55
Bengkalis,70.85
Rokan Hilir,69.87
Kepulauan Meranti,67.21
Kota Pekanbaru,71.94
Kota Dumai,70.55
JAMBI,70.89
Kerinci,69.65
Merangin,71.04
Sarolangun,68.94
Batang Hari,70.26
Muaro Jambi,71.02
Tanjung Jabung Timur,65.86
Tanjung Jabung Barat,67.87
Tebo,69.77
Bungo,67.42
Kota Jambi,72.43
Kota Sungai Penuh,71.84
SUMATERA SELATAN,69.41
Ogan Komering Ulu,67.83
Ogan Komering Ilir,68.22
Muara Enim,68.38
Lahat,65.5
Musi Rawas,67.59
Musi Banyuasin,68.33
Banyu Asin,68.55
Ogan Komering Ulu Selatan,66.49
Ogan Komering Ulu Timur,68.65
Ogan Ilir,64.96
Empat Lawang,64.56
Penukal Abab Lematang Ilir,67.88
Musi Rawas Utara,65.21
Kota Palembang,70.32
Kota Prabumulih,69.88
Kota Pagar Alam,66.14
Kota Lubuklinggau,68.83
BENGKULU,68.84
Bengkulu Selatan,67.45
Rejang Lebong,67.95
Bengkulu Utara,67.67
Kaur,66.15
Seluma,67.14
Mukomuko,66.16
Lebong,62.73
Kepahiang,67.39
Bengkulu Tengah,67.82
Kota Bengkulu,69.72
LAMPUNG,70.18
Lampung Barat,67.09
Tanggamus,68.04
Lampung Selatan,68.87
Lampung Timur,70.31
Lampung Tengah,69.46
Lampung Utara,68.71
Way Kanan,68.95
Tulangbawang,69.59
Pesawaran,68.53
Pringsewu,69.44
Mesuji,67.71
Tulang Bawang Barat,69.56
Pesisir Barat,62.85
Kota Bandar Lampung,71.01
Kota Metro,71.29
KEP. BANGKA BELITUNG,70.18
Bangka,70.73
Belitung,70.64
Bangka Barat,69.73
Bangka Tengah,70.78
Bangka Selatan,67.47
Belitung Timur,71.59
Kota Pangkal Pinang,72.86
KEPULAUAN RIAU,69.64
Karimun,70.52
Bintan,70.21
Natuna,64.57
Lingga,61.44
Kepulauan Anambas,66.91
Kota Batam,73.24
Kota Tanjung Pinang,71.93
DKI JAKARTA,72.67
Kep. Seribu,68.27
Kota Jakarta Selatan,73.93
Kota Jakarta Timur,74.27
Kota Jakarta Pusat,73.92
Kota Jakarta Barat,73.45
Kota Jakarta Utara,73.08
JAWA BARAT,72.66
Bogor,70.86
Sukabumi,70.49
Cianjur,69.7
Bandung,73.26
Garut,71.03
Tasikmalaya,68.96
Ciamis,71.32
Kuningan,73.11
Cirebon,71.66
Majalengka,69.68
Sumedang,72.14
Indramayu,71.11
Subang,71.92
Purwakarta,70.61
Karawang,71.81
Bekasi,73.43
Bandung Barat,72.03
Pangandaran,70.84
Kota Bogor,73.21
