Province/Regency/City,
,[New Method] Life Expectancy at Birth (Year)
,2014
ACEH,69.35
Simeulue,64.24
Aceh Singkil,66.94
Aceh Selatan,63.18
Aceh Tenggara,67.07
Aceh Timur,68.06
Aceh Tengah,68.38
Aceh Barat,67.33
Aceh Besar,69.46
Pidie,66.28
Bireuen,70.35
Aceh Utara,68.42
Aceh Barat Daya,63.72
Gayo Lues,64.44
Aceh Tamiang,68.67
Nagan Raya,68.29
Aceh Jaya,66.48
Bener Meriah,68.64
Pidie Jaya,69.13
Kota Banda Aceh,70.8
Kota Sabang,69.54
Kota Langsa,68.79
Kota Lhokseumawe,70.62
Kota Subulussalam,62.87
SUMATERA UTARA,68.04
Nias,68.87
Mandailing Natal,61.18
Tapanuli Selatan,63.14
Tapanuli Tengah,66.49
Tapanuli Utara,67.25
Toba Samosir / Toba,69.04
Labuhan Batu,69.26
Asahan,67.27
Simalungun,70.24
Dairi,67.48
Karo,70.42
Deli Serdang,70.8
Langkat,67.33
Nias Selatan,67.16
Humbang Hasundutan,67.8
Pakpak Bharat,64.45
Samosir,69.66
Serdang Bedagai,67.27
Batu Bara,65.5
Padang Lawas Utara,66.4
Padang Lawas,66.01
Labuhan Batu Selatan,68.06
Labuhan Batu Utara,68.5
Nias Utara,68.49
Nias Barat,67.64
Kota Sibolga,67.4
Kota Tanjung Balai,61.4
Kota Pematang Siantar,71.69
Kota Tebing Tinggi,70.04
Kota Medan,72.18
Kota Binjai,71.39
Kota Padangsidimpuan,68.27
Kota Gunungsitoli,70.19
SUMATERA BARAT,68.32
Kepulauan Mentawai,63.55
Pesisir Selatan,69.46
Solok,66.95
Sijunjung,64.72
Tanah Datar,68.35
Padang Pariaman,67.24
Agam,70.8
Lima Puluh Kota,69.22
Pasaman,65.76
Solok Selatan,66.04
Dharmasraya,69.76
Pasaman Barat,66.93
Kota Padang,73.18
Kota Solok,72.34
Kota Sawah Lunto,69.17
Kota Padang Panjang,72.44
Kota Bukittinggi,73.12
Kota Payakumbuh,72.43
Kota Pariaman,69.49
RIAU,70.76
Kuantan Singingi,67.66
Indragiri Hulu,69.64
Indragiri Hilir,66.54
Pelalawan,70.13
Siak,70.54
Kampar,69.8
Rokan Hulu,68.93
Bengkalis,70.38
Rokan Hilir,69.27
Kepulauan Meranti,66.42
Kota Pekanbaru,71.55
Kota Dumai,70.05
JAMBI,70.43
Kerinci,69.2
Merangin,70.92
Sarolangun,68.67
Batang Hari,69.65
Muaro Jambi,70.71
Tanjung Jabung Timur,65.33
Tanjung Jabung Barat,67.46
Tebo,69.65
Bungo,66.68
Kota Jambi,72.31
Kota Sungai Penuh,71.51
SUMATERA SELATAN,68.93
Ogan Komering Ulu,67.6
Ogan Komering Ilir,67.99
Muara Enim,67.7
Lahat,64.17
Musi Rawas,66.88
Musi Banyuasin,67.99
Banyu Asin,68.21
Ogan Komering Ulu Selatan,65.78
Ogan Komering Ulu Timur,67.79
Ogan Ilir,64.38
Empat Lawang,63.98
Penukal Abab Lematang Ilir,67.55
Musi Rawas Utara,64.69
Kota Palembang,69.8
Kota Prabumulih,69.39
Kota Pagar Alam,65.5
Kota Lubuklinggau,68.49
BENGKULU,68.36
Bengkulu Selatan,67.06
Rejang Lebong,67.42
Bengkulu Utara,67.38
Kaur,65.46
Seluma,66.4
Mukomuko,65.83
Lebong,62.01
Kepahiang,66.65
Bengkulu Tengah,67.61
Kota Bengkulu,69.46
LAMPUNG,69.66
Lampung Barat,66.02
Tanggamus,67.12
Lampung Selatan,68.12
Lampung Timur,69.33
Lampung Tengah,68.91
Lampung Utara,68.02
Way Kanan,68.21
Tulangbawang,68.94
Pesawaran,67.33
Pringsewu,68.01
Mesuji,67.05
Tulang Bawang Barat,68.98
Pesisir Barat,61.74
Kota Bandar Lampung,70.55
Kota Metro,70.98
KEP. BANGKA BELITUNG,69.72
Bangka,70.47
Belitung,70.22
Bangka Barat,69.46
Bangka Tengah,69.98
Bangka Selatan,66.56
Belitung Timur,71.03
Kota Pangkal Pinang,72.31
KEPULAUAN RIAU,69.15
Karimun,69.01
Bintan,69.91
Natuna,63.24
Lingga,59.47
Kepulauan Anambas,66.23
Kota Batam,72.8
Kota Tanjung Pinang,71.55
DKI JAKARTA,72.27
Kep. Seribu,67.22
Kota Jakarta Selatan,73.81
Kota Jakarta Timur,74
Kota Jakarta Pusat,73.6
Kota Jakarta Barat,73.22
Kota Jakarta Utara,72.81
JAWA BARAT,72.23
Bogor,70.49
Sukabumi,69.73
Cianjur,69.08
Bandung,72.97
Garut,70.49
Tasikmalaya,67.96
Ciamis,70.34
Kuningan,72.24
Cirebon,71.28
Majalengka,68.66
Sumedang,71.89
Indramayu,70.29
Subang,71.22
Purwakarta,69.96
Karawang,71.45
Bekasi,73.16
Bandung Barat,71.56
Pangandaran,69.84
Kota Bogor,72.58
