id,provinsi,Kabupaten/Kota,2019,2021,2022,2023,2024
"73,72",Sulawesi Selatan,Kota Pare Pare,,"24,8",,,
"73,73",Sulawesi Selatan,Kota Palopo,15.34,"28,5",23.8,25.5,22.7
"74,01",Sulawesi Tenggara,Kolaka,36.01,"26,5",22.6,23.8,29.7
"74,02",Sulawesi Tenggara,Konawe,26.61,"26,2",28.3,27.8,25.0
"74,03",Sulawesi Tenggara,Muna,27.36,"30,8",31.3,29.2,25.0
"74,04",Sulawesi Tenggara,Buton,38.3,33,32.6,37.2,28.8
"74,05",Sulawesi Tenggara,Konawe Selatan,36.2,"28,3",28.0,33.6,21.3
"74,06",Sulawesi Tenggara,Bombana,27.24,"26,8",35.3,30.4,24.7
"74,07",Sulawesi Tenggara,Wakatobi,23.86,26,29.9,31.9,24.1
"74,08",Sulawesi Tenggara,Kolaka Utara,37.91,"29,1",24.8,31.8,23.6
"74,09",Sulawesi Tenggara,Konawe Utara,24.39,"29,5",21.6,24.7,27.0
"74,1",Sulawesi Tenggara,Buton Utara,35.35,"26,8",31.2,33.9,30.5
"74,11",Sulawesi Tenggara,Kolaka Timur,37.36,23,23.7,31.3,22.0
"74,12",Sulawesi Tenggara,Konawe Kepulauan,34.21,"32,8",32.3,31.3,26.5
"74,13",Sulawesi Tenggara,Muna Barat,36.49,29,31.7,24.4,28.4
"74,14",Sulawesi Tenggara,Buton Tengah,28.4,"42,7",41.6,36.8,31.8
"74,15",Sulawesi Tenggara,Buton Selatan,46.08,"45,2",32.6,37.1,38.9
"74,71",Sulawesi Tenggara,Kota Kendari,24.3,24,19.5,25.7,24.4
"74,72",Sulawesi Tenggara,Kota Bau Bau,,"27,6",,,
"75,01",Gorontalo,Gorontalo,37.25,"26,5",30.8,34.7,28.3
"75,01",Gorontalo,Gorontalo,37.25,"26,5",23.8,34.7,28.3
"75,01",Gorontalo,Gorontalo,37.25,"26,5",30.8,34.7,28.3
"75,01",Gorontalo,Gorontalo,37.25,"26,5",23.8,34.7,28.3
"75,01",Gorontalo,Gorontalo,37.25,"26,5",30.8,34.7,28.3
"75,01",Gorontalo,Gorontalo,37.25,"26,5",23.8,34.7,28.3
"75,02",Gorontalo,Boalemo,37.15,"29,8",29.9,16.0,8.0
"75,03",Gorontalo,Bone Bolango,25.34,"25,1",22.3,27.1,23.0
"75,04",Gorontalo,Pahuwato,,,,,
"75,05",Gorontalo,Gorontalo Utara,35.34,"29,5",29.3,30.5,25.6
"75,71",Gorontalo,Kota Gorontalo,37.8,"26,5",19.1,23.6,31.2
"76,01",Sulawesi Barat,Pasangkayu (Mamuju Utara),,"28,6",,,
"76,02",Sulawesi Barat,Mamuju,43.68,"30,3",33.8,32.8,38.7
"76,03",Sulawesi Barat,Mamasa,45.02,"33,7",38.6,37.6,35.7
"76,04",Sulawesi Barat,Polewali Mandar,39.45,36,39.3,28.1,31.5
"76,05",Sulawesi Barat,Majene,43.7,"35,7",40.6,30.5,37.5
"76,06",Sulawesi Barat,Mamuju Tengah,32.14,"26,3",28.1,27.9,31.5
"81,01",Maluku,Maluku Tengah,31.43,"29,8",27.0,29.4,27.0
"81,02",Maluku,Maluku Tenggara,35.21,"21,6",,34.0,28.1
"81,03",Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),,"21,6",,,
"81,04",Maluku,Buru,33.3,"31,7",23.3,20.3,25.4
"81,05",Maluku,Seram Bagian Timur,40.54,"41,9",24.1,27.5,35.0
"81,06",Maluku,Seram Bagian Barat,26.14,"28,7",27.5,31.4,33.8
"81,07",Maluku,Kepulauan Aru,42.12,"35,8",28.1,40.6,37.6
"81,08",Maluku,Maluku Barat Daya,29.16,"29,6",25.7,29.9,23.8
"81,09",Maluku,Buru Selatan,41.56,"39,1",41.6,35.5,39.7
"81,71",Maluku,Kota Ambon,20.08,"21,8",21.1,20.7,19.7
"81,72",Maluku,Kota Tual,26.43,"27,7",24.9,32.0,25.2
"82,01",Maluku Utara,Halmahera Barat,23.09,30,23.9,26.1,22.1
"82,02",Maluku Utara,Halmahera Tengah,27.87,"29,1",32.2,29.5,19.7
"82,03",Maluku Utara,Halmahera Utara,30.62,"30,5",24.9,24.3,21.8
"82,04",Maluku Utara,Halmahera Selatan,37.79,"33,7",31.4,30.4,32.3
"82,05",Maluku Utara,Kepulauan Sula,27.3,"27,7",28.5,18.8,22.5
"82,06",Maluku Utara,Halmahera Timur,30.38,"32,7",32.3,19.0,24.3
"82,07",Maluku Utara,Pulau Morotai,34.98,"28,3",31.2,11.7,17.7
"82,08",Maluku Utara,Pulau Taliabu,31.03,"35,2",23.7,30.6,24.9
"82,71",Maluku Utara,Kota Ternate,,24,,21.1,16.6
"82,72",Maluku Utara,Kota Tidore Kepulauan,,"25,1",,21.3,
"91,03",Papua,Jayapura,34.16,"22,9",20.2,26.9,22.5
"91,03",Papua,Jayapura,34.16,"22,9",20.2,26.9,22.5
"91,05",Papua,Kepulauan Yapen,,,31.1,39.9,33.5
"91,06",Papua,Biak Numfor,34.63,34,27.3,33.7,20.6
"91,1",Papua,Sarmi,27.36,"32,7",25.6,26.5,31.6
"91,11",Papua,Keerom,28.15,"30,5",25.9,34.4,24.4
"91,15",Papua,Waropen,32.11,26,22.2,26.2,22.3
"91,19",Papua,Supiori,53.53,"29,7",40.2,37.7,37.5
"91,2",Papua,Mamberamo Raya,21.9,"22,5",29.0,40.0,33.8
"91,71",Papua,Kota Jayapura,26.22,"22,9",20.6,21.3,24.1
"92,02",Papua Barat,Manokwari,13.47,"26,9",36.6,N/A*,23.5
"92,03",Papua Barat,Fak Fak,,26,,,
"92,06",Papua Barat,Teluk Bintuni,37.02,"27,5",22.8,19.6,22.3
"92,07",Papua Barat,Teluk Wondama,26.03,31,26.1,19.7,29.2
"92,08",Papua Barat,Kaimana,24.1,"28,5",29.2,25.7,20.2
"92,11",Papua Barat,Manokwari Selatan,28.6,"28,5",27.2,20.4,26.4
"92,12",Papua Barat,Pegunungan Arfak,28.5,"40,1",51.5,34.7,39.3
"93,01",Papua Selatan,Merauke,21.19,"28,3",23.7,23.8,18.5
"93,02",Papua Selatan,Boven Digoel,34.97,"37,6",37.2,31.4,30.2
"93,03",Papua Selatan,Mappi,21.99,"33,6",29.6,28.6,29.9
"93,04",Papua Selatan,Asmat,46.7,"38,1",54.5,N/A*,28.3
"94,01",Papua Tengah,Nabire,29.08,"20,6",17.1,22.2,21.7
"94,02",Papua Tengah,Puncak Jaya,34.14,"33,3",42.5,N/A*,36.3
"94,03",Papua Tengah,Paniai,34.44,"32,1",45.2,N/A*,29.6
"94,04",Papua Tengah,Mimika,23.99,"31,5",33.0,24.7,28.4
"94,05",Papua Tengah,Puncak,18.79,"48,3",42.0,N/A*,42.5
"94,06",Papua Tengah,Dogiyai,65.99,"42,9",35.1,N/A*,55.8
"94,07",Papua Tengah,Intan Jaya,28.01,"46,9",35.4,N/A*,48.4
"94,08",Papua Tengah,Deiyai,,"28,4",13.4,50.2,30.6
"95,01",Papua Pegunungan,Jayawijaya,34.53,"49,3",46.7,33.2,41.3
"95,02",Papua Pegunungan,Pegunungan Bintang,35.87,"55,4",48.9,N/A*,41.4
"95,03",Papua Pegunungan,Yahukimo,17.81,"43,6",53.3,N/A*,37.7
"95,04",Papua Pegunungan,Tolikara,49.56,"28,9",50.1,N/A*,46.4
"95,05",Papua Pegunungan,Mamberamo Tengah,,"42,4",,33.0,42.0
"95,06",Papua Pegunungan,Yalimo,15.78,"44,1",38.2,N/A*,35.1
"95,07",Papua Pegunungan,Lanny Jaya,17.02,"38,6",34.8,39.5,
"95,08",Papua Pegunungan,Nduga,12.1,"38,8",50.2,N/A*,36.0
"96,01",Papua Barat Daya,Sorong,26.93,"19,9",23.8,27.3,25.1
"96,04",Papua Barat Daya,Sorong Selatan,40.26,"39,6",36.7,31.3,31.3
"96,05",Papua Barat Daya,Raja Ampat,32.25,"31,1",31.1,30.9,37.4
"96,09",Papua Barat Daya,Tambrauw,48.21,"39,4",39.1,31.8,37.9
"96,1",Papua Barat Daya,Maybrat,44.83,"34,5",27.3,N/A*,30.7
"96,71",Papua Barat Daya,Kota Sorong,15.75,"19,9",27.2,31.0,29.3
