Province/Regency/City,
,[New Method] Life Expectancy at Birth (Year)
,2015
ACEH,69.5
Simeulue,64.66
Aceh Singkil,66.97
Aceh Selatan,63.61
Aceh Tenggara,67.4
Aceh Timur,68.2
Aceh Tengah,68.44
Aceh Barat,67.49
Aceh Besar,69.47
Pidie,66.46
Bireuen,70.64
Aceh Utara,68.48
Aceh Barat Daya,64.2
Gayo Lues,64.77
Aceh Tamiang,68.99
Nagan Raya,68.59
Aceh Jaya,66.63
Bener Meriah,68.79
Pidie Jaya,69.49
Kota Banda Aceh,70.89
Kota Sabang,69.93
Kota Langsa,68.94
Kota Lhokseumawe,70.96
Kota Subulussalam,63.27
SUMATERA UTARA,68.29
Nias,68.97
Mandailing Natal,61.58
Tapanuli Selatan,63.74
Tapanuli Tengah,66.59
Tapanuli Utara,67.55
Toba Samosir / Toba,69.14
Labuhan Batu,69.36
Asahan,67.37
Simalungun,70.34
Dairi,67.78
Karo,70.62
Deli Serdang,71
Langkat,67.63
Nias Selatan,67.66
Humbang Hasundutan,68.1
Pakpak Bharat,64.85
Samosir,70.26
Serdang Bedagai,67.47
Batu Bara,65.8
Padang Lawas Utara,66.5
Padang Lawas,66.31
Labuhan Batu Selatan,68.09
Labuhan Batu Utara,68.7
Nias Utara,68.59
Nias Barat,67.94
Kota Sibolga,67.7
Kota Tanjung Balai,61.9
Kota Pematang Siantar,72.29
Kota Tebing Tinggi,70.14
Kota Medan,72.28
Kota Binjai,71.59
Kota Padangsidimpuan,68.32
Kota Gunungsitoli,70.29
SUMATERA BARAT,68.66
Kepulauan Mentawai,64.05
Pesisir Selatan,69.96
Solok,67.35
Sijunjung,65.22
Tanah Datar,68.75
Padang Pariaman,67.64
Agam,71.3
Lima Puluh Kota,69.23
Pasaman,66.26
Solok Selatan,66.64
Dharmasraya,70.16
Pasaman Barat,67.03
Kota Padang,73.19
Kota Solok,72.74
Kota Sawah Lunto,69.27
Kota Padang Panjang,72.45
Kota Bukittinggi,73.52
Kota Payakumbuh,72.93
Kota Pariaman,69.59
RIAU,70.93
Kuantan Singingi,67.86
Indragiri Hulu,69.74
Indragiri Hilir,66.84
Pelalawan,70.23
Siak,70.54
Kampar,70
Rokan Hulu,69.03
Bengkalis,70.58
Rokan Hilir,69.47
Kepulauan Meranti,66.72
Kota Pekanbaru,71.65
Kota Dumai,70.25
JAMBI,70.56
Kerinci,69.3
Merangin,70.92
Sarolangun,68.77
Batang Hari,69.95
Muaro Jambi,70.81
Tanjung Jabung Timur,65.43
Tanjung Jabung Barat,67.66
Tebo,69.66
Bungo,67.08
Kota Jambi,72.31
Kota Sungai Penuh,71.61
SUMATERA SELATAN,69.14
Ogan Komering Ulu,67.63
Ogan Komering Ilir,68.01
Muara Enim,68
Lahat,64.87
Musi Rawas,67.18
Musi Banyuasin,68.09
Banyu Asin,68.31
Ogan Komering Ulu Selatan,66.08
Ogan Komering Ulu Timur,68.19
Ogan Ilir,64.58
Empat Lawang,64.18
Penukal Abab Lematang Ilir,67.65
Musi Rawas Utara,64.89
Kota Palembang,70
Kota Prabumulih,69.59
Kota Pagar Alam,65.7
Kota Lubuklinggau,68.59
BENGKULU,68.5
Bengkulu Selatan,67.16
Rejang Lebong,67.52
Bengkulu Utara,67.38
Kaur,65.76
Seluma,66.7
Mukomuko,65.83
Lebong,62.31
Kepahiang,66.95
Bengkulu Tengah,67.61
Kota Bengkulu,69.46
LAMPUNG,69.9
Lampung Barat,66.42
Tanggamus,67.42
Lampung Selatan,68.32
Lampung Timur,69.73
Lampung Tengah,69.01
Lampung Utara,68.12
Way Kanan,68.41
Tulangbawang,69.14
Pesawaran,67.83
Pringsewu,68.61
Mesuji,67.15
Tulang Bawang Barat,69.08
Pesisir Barat,62.04
Kota Bandar Lampung,70.65
Kota Metro,70.98
KEP. BANGKA BELITUNG,69.88
Bangka,70.48
Belitung,70.32
Bangka Barat,69.47
Bangka Tengah,70.28
Bangka Selatan,66.86
Belitung Timur,71.23
Kota Pangkal Pinang,72.51
KEPULAUAN RIAU,69.41
Karimun,69.71
Bintan,69.92
Natuna,63.64
Lingga,59.77
Kepulauan Anambas,66.33
Kota Batam,73
Kota Tanjung Pinang,71.65
DKI JAKARTA,72.43
Kep. Seribu,67.72
Kota Jakarta Selatan,73.81
Kota Jakarta Timur,74.1
Kota Jakarta Pusat,73.7
Kota Jakarta Barat,73.32
Kota Jakarta Utara,72.91
JAWA BARAT,72.41
Bogor,70.59
Sukabumi,70.03
Cianjur,69.28
Bandung,73.07
Garut,70.69
Tasikmalaya,68.36
Ciamis,70.74
Kuningan,72.64
Cirebon,71.38
Majalengka,69.06
Sumedang,71.91
Indramayu,70.59
Subang,71.52
Purwakarta,70.26
Karawang,71.55
Bekasi,73.18
Bandung Barat,71.76
Pangandaran,70.24
Kota Bogor,72.88
