Provinsi,
,Jumlah Penduduk menurut Provinsi (Ribu Jiwa)
,2022
Aceh,5407.9
Sumatera Utara,15115.2
Sumatera Barat,5640.6
Riau,6614.4
Jambi,3631.1
Sumatera Selatan,8657
Bengkulu,2060.1
Lampung,9176.6
Kep. Bangka Belitung,1494.6
Kepulauan Riau,2179.8
DKI Jakarta,10680
Jawa Barat,49405.8
Jawa Tengah,37032.4
DI Yogyakarta,3761.9
Jawa Timur,41150
Banten,12252
Bali,4415.1
Nusa Tenggara Barat,5473.7
Nusa Tenggara Timur,5466.3
Kalimantan Barat,5541.4
Kalimantan Tengah,2741.1
Kalimantan Selatan,4182.1
Kalimantan Timur,3859.8
Kalimantan Utara,727.8
Sulawesi Utara,2659.5
Sulawesi Tengah,3066.1
Sulawesi Selatan,9225.8
Sulawesi Tenggara,2701.7
Gorontalo,1192.7
Sulawesi Barat,1458.6
Maluku,1881.7
Maluku Utara,1319.3
Papua Barat,1183.3
Papua Barat Daya,-
Papua,4418.6
Papua Selatan,-
Papua Tengah,-
Papua Pegunungan,-
Indonesia,275773.8
