Kota/Kabupaten,Tahun,Life Expectancy at Birth (Year),Provinsi
Kota Jakarta Barat,2015,73.32,DKI Jakarta
Kota Jakarta Barat,2016,73.34,DKI Jakarta
Kota Jakarta Barat,2017,73.37,DKI Jakarta
Kota Jakarta Barat,2018,73.45,DKI Jakarta
Kota Jakarta Barat,2019,73.54,DKI Jakarta
Kota Jakarta Barat,2020,73.62,DKI Jakarta
Kota Jakarta Barat,2021,73.69,DKI Jakarta
Kota Jakarta Barat,2022,73.81,DKI Jakarta
Kota Jakarta Barat,2023,74.16,DKI Jakarta
Kota Jakarta Barat,2024,74.48,DKI Jakarta
Kota Jakarta Pusat,2013,73.58,DKI Jakarta
Kota Jakarta Pusat,2014,73.6,DKI Jakarta
Kota Jakarta Pusat,2015,73.7,DKI Jakarta
Kota Jakarta Pusat,2016,73.76,DKI Jakarta
Kota Jakarta Pusat,2017,73.83,DKI Jakarta
Kota Jakarta Pusat,2018,73.92,DKI Jakarta
Kota Jakarta Pusat,2019,74.02,DKI Jakarta
Kota Jakarta Pusat,2020,74.11,DKI Jakarta
Kota Jakarta Pusat,2021,74.19,DKI Jakarta
Kota Jakarta Pusat,2022,74.48,DKI Jakarta
Kota Jakarta Pusat,2023,74.81,DKI Jakarta
Kota Jakarta Pusat,2024,75.09,DKI Jakarta
Kota Jakarta Selatan,2013,73.8,DKI Jakarta
Kota Jakarta Selatan,2014,73.81,DKI Jakarta
Kota Jakarta Selatan,2015,73.81,DKI Jakarta
Kota Jakarta Selatan,2016,73.83,DKI Jakarta
Kota Jakarta Selatan,2017,73.84,DKI Jakarta
Kota Jakarta Selatan,2018,73.93,DKI Jakarta
Kota Jakarta Selatan,2019,74.03,DKI Jakarta
Kota Jakarta Selatan,2020,74.12,DKI Jakarta
Kota Jakarta Selatan,2021,74.2,DKI Jakarta
Kota Jakarta Selatan,2022,74.49,DKI Jakarta
Kota Jakarta Selatan,2023,74.78,DKI Jakarta
Kota Jakarta Selatan,2024,75.02,DKI Jakarta
Kota Jakarta Timur,2013,73.98,DKI Jakarta
Kota Jakarta Timur,2014,74,DKI Jakarta
Kota Jakarta Timur,2015,74.1,DKI Jakarta
Kota Jakarta Timur,2016,74.14,DKI Jakarta
Kota Jakarta Timur,2017,74.18,DKI Jakarta
Kota Jakarta Timur,2018,74.27,DKI Jakarta
Kota Jakarta Timur,2019,74.37,DKI Jakarta
Kota Jakarta Timur,2020,74.47,DKI Jakarta
Kota Jakarta Timur,2021,74.54,DKI Jakarta
Kota Jakarta Timur,2022,74.83,DKI Jakarta
Kota Jakarta Timur,2023,75.12,DKI Jakarta
Kota Jakarta Timur,2024,75.38,DKI Jakarta
Kota Jakarta Utara,2013,72.8,DKI Jakarta
Kota Jakarta Utara,2014,72.81,DKI Jakarta
Kota Jakarta Utara,2015,72.91,DKI Jakarta
Kota Jakarta Utara,2016,72.95,DKI Jakarta
Kota Jakarta Utara,2017,72.99,DKI Jakarta
Kota Jakarta Utara,2018,73.08,DKI Jakarta
Kota Jakarta Utara,2019,73.18,DKI Jakarta
Kota Jakarta Utara,2020,73.28,DKI Jakarta
Kota Jakarta Utara,2021,73.35,DKI Jakarta
Kota Jakarta Utara,2022,73.47,DKI Jakarta
Kota Jakarta Utara,2023,73.59,DKI Jakarta
Kota Jakarta Utara,2024,73.69,DKI Jakarta
Boalemo,2013,67.12,Gorontalo
Boalemo,2014,67.29,Gorontalo
Boalemo,2015,67.49,Gorontalo
Boalemo,2016,67.67,Gorontalo
Boalemo,2017,67.86,Gorontalo
Boalemo,2018,68.25,Gorontalo
Boalemo,2019,68.83,Gorontalo
Boalemo,2020,69.07,Gorontalo
Boalemo,2021,69.3,Gorontalo
Boalemo,2022,69.61,Gorontalo
Boalemo,2023,69.92,Gorontalo
Boalemo,2024,70.11,Gorontalo
Bone Bolango,2013,67.45,Gorontalo
Bone Bolango,2014,67.5,Gorontalo
Bone Bolango,2015,67.6,Gorontalo
Bone Bolango,2016,67.65,Gorontalo
Bone Bolango,2017,67.71,Gorontalo
Bone Bolango,2018,67.95,Gorontalo
Bone Bolango,2019,68.38,Gorontalo
Bone Bolango,2020,68.46,Gorontalo
Bone Bolango,2021,68.52,Gorontalo
Bone Bolango,2022,68.88,Gorontalo
Bone Bolango,2023,69.24,Gorontalo
Bone Bolango,2024,69.49,Gorontalo
Gorontalo,2013,66.51,Gorontalo
Gorontalo,2014,66.53,Gorontalo
Gorontalo,2015,66.63,Gorontalo
Gorontalo,2016,66.66,Gorontalo
Gorontalo,2017,66.69,Gorontalo
Gorontalo,2018,66.98,Gorontalo
Gorontalo,2019,67.45,Gorontalo
Gorontalo,2020,67.58,Gorontalo
Gorontalo,2021,67.69,Gorontalo
Gorontalo,2022,67.89,Gorontalo
Gorontalo,2023,68.09,Gorontalo
Gorontalo,2024,68.23,Gorontalo
Gorontalo Utara,2013,64.76,Gorontalo
Gorontalo Utara,2014,64.79,Gorontalo
Gorontalo Utara,2015,64.99,Gorontalo
Gorontalo Utara,2016,65.06,Gorontalo
Gorontalo Utara,2017,65.12,Gorontalo
Gorontalo Utara,2018,65.36,Gorontalo
Gorontalo Utara,2019,65.79,Gorontalo
Gorontalo Utara,2020,65.87,Gorontalo
Gorontalo Utara,2021,65.93,Gorontalo
Gorontalo Utara,2022,66.3,Gorontalo
Gorontalo Utara,2023,66.67,Gorontalo
Gorontalo Utara,2024,66.95,Gorontalo
Kota Gorontalo,2013,71.62,Gorontalo
Kota Gorontalo,2014,71.68,Gorontalo
Kota Gorontalo,2015,71.69,Gorontalo
Kota Gorontalo,2016,71.74,Gorontalo
Kota Gorontalo,2017,71.79,Gorontalo
Kota Gorontalo,2018,72.02,Gorontalo
Kota Gorontalo,2019,72.42,Gorontalo
Kota Gorontalo,2020,72.49,Gorontalo
Kota Gorontalo,2021,72.53,Gorontalo
Kota Gorontalo,2022,72.88,Gorontalo
Kota Gorontalo,2023,73.25,Gorontalo
Kota Gorontalo,2024,73.55,Gorontalo
Pahuwato,2013,62.09,Gorontalo
Pahuwato,2014,62.33,Gorontalo
Pahuwato,2015,62.43,Gorontalo
Pahuwato,2016,62.65,Gorontalo
Pahuwato,2017,62.86,Gorontalo
Pahuwato,2018,63.25,Gorontalo
Pahuwato,2019,63.83,Gorontalo
Pahuwato,2020,64.07,Gorontalo
Pahuwato,2021,64.3,Gorontalo
Pahuwato,2022,64.62,Gorontalo
Pahuwato,2023,64.95,Gorontalo
Pahuwato,2024,65.18,Gorontalo
Batanghari,2013,69.63,Jambi
Batanghari,2014,69.65,Jambi
Batanghari,2015,69.95,Jambi
Batanghari,2016,70.03,Jambi
Batanghari,2017,70.12,Jambi
Batanghari,2018,70.26,Jambi
Batanghari,2019,70.44,Jambi
Batanghari,2020,70.56,Jambi
Batanghari,2021,70.64,Jambi
Batanghari,2022,70.93,Jambi
Batanghari,2023,71.22,Jambi
Batanghari,2024,71.55,Jambi
Bungo,2013,66.68,Jambi
Bungo,2014,66.68,Jambi
Bungo,2015,67.08,Jambi
Bungo,2016,67.18,Jambi
Bungo,2017,67.27,Jambi
Bungo,2018,67.42,Jambi
Bungo,2019,67.61,Jambi
Bungo,2020,67.74,Jambi
Bungo,2021,67.83,Jambi
Bungo,2022,68.13,Jambi
Bungo,2023,68.43,Jambi
Bungo,2024,68.71,Jambi
Kerinci,2013,69.14,Jambi
Kerinci,2014,69.2,Jambi
Kerinci,2015,69.3,Jambi
Kerinci,2016,69.41,Jambi
Kerinci,2017,69.52,Jambi
Kerinci,2018,69.65,Jambi
Kerinci,2019,69.82,Jambi
Kerinci,2020,69.93,Jambi
Kerinci,2021,70,Jambi
Kerinci,2022,70.28,Jambi
Kerinci,2023,70.55,Jambi
Kerinci,2024,70.8,Jambi
Kota Jambi,2013,72.3,Jambi
Kota Jambi,2014,72.31,Jambi
Kota Jambi,2015,72.31,Jambi
Kota Jambi,2016,72.32,Jambi
Kota Jambi,2017,72.33,Jambi
Kota Jambi,2018,72.43,Jambi
Kota Jambi,2019,72.57,Jambi
Kota Jambi,2020,72.65,Jambi
Kota Jambi,2021,72.71,Jambi
Kota Jambi,2022,72.99,Jambi
Kota Jambi,2023,73.29,Jambi
Kota Jambi,2024,73.66,Jambi
Kota Sungai Penuh,2013,71.49,Jambi
Kota Sungai Penuh,2014,71.51,Jambi
Kota Sungai Penuh,2015,71.61,Jambi
Kota Sungai Penuh,2016,71.66,Jambi
Kota Sungai Penuh,2017,71.71,Jambi
Kota Sungai Penuh,2018,71.84,Jambi
Kota Sungai Penuh,2019,72.01,Jambi
Kota Sungai Penuh,2020,72.11,Jambi
Kota Sungai Penuh,2021,72.21,Jambi
Kota Sungai Penuh,2022,72.53,Jambi
Kota Sungai Penuh,2023,72.86,Jambi
Kota Sungai Penuh,2024,73.2,Jambi
Merangin,2013,70.91,Jambi
Merangin,2014,70.92,Jambi
Merangin,2015,70.92,Jambi
Merangin,2016,70.93,Jambi
Merangin,2017,70.94,Jambi
Merangin,2018,71.04,Jambi
Merangin,2019,71.18,Jambi
Merangin,2020,71.26,Jambi
Merangin,2021,71.29,Jambi
Merangin,2022,71.53,Jambi
Merangin,2023,71.75,Jambi
Merangin,2024,71.95,Jambi
Muaro Jambi,2013,70.7,Jambi
Muaro Jambi,2014,70.71,Jambi
Muaro Jambi,2015,70.81,Jambi
Muaro Jambi,2016,70.86,Jambi
Muaro Jambi,2017,70.9,Jambi
Muaro Jambi,2018,71.02,Jambi
Muaro Jambi,2019,71.18,Jambi
Muaro Jambi,2020,71.27,Jambi
Muaro Jambi,2021,71.32,Jambi
Muaro Jambi,2022,71.58,Jambi
Muaro Jambi,2023,71.84,Jambi
Muaro Jambi,2024,72.09,Jambi
Sarolangun,2013,68.66,Jambi
Sarolangun,2014,68.67,Jambi
Sarolangun,2015,68.77,Jambi
Sarolangun,2016,68.8,Jambi
Sarolangun,2017,68.83,Jambi
Sarolangun,2018,68.94,Jambi
Sarolangun,2019,69.09,Jambi
Sarolangun,2020,69.17,Jambi
Sarolangun,2021,69.21,Jambi
Sarolangun,2022,69.46,Jambi
Sarolangun,2023,69.7,Jambi
Sarolangun,2024,69.92,Jambi
Tanjung Jabung Barat,2013,67.46,Jambi
Tanjung Jabung Barat,2014,67.46,Jambi
Tanjung Jabung Barat,2015,67.66,Jambi
Tanjung Jabung Barat,2016,67.71,Jambi
Tanjung Jabung Barat,2017,67.75,Jambi
Tanjung Jabung Barat,2018,67.87,Jambi
Tanjung Jabung Barat,2019,68.03,Jambi
Tanjung Jabung Barat,2020,68.12,Jambi
Tanjung Jabung Barat,2021,68.17,Jambi
Tanjung Jabung Barat,2022,68.43,Jambi
Tanjung Jabung Barat,2023,68.67,Jambi
Tanjung Jabung Barat,2024,68.91,Jambi
Tanjung Jabung Timur,2013,65.25,Jambi
Tanjung Jabung Timur,2014,65.33,Jambi
Tanjung Jabung Timur,2015,65.43,Jambi
Tanjung Jabung Timur,2016,65.56,Jambi
Tanjung Jabung Timur,2017,65.69,Jambi
Tanjung Jabung Timur,2018,65.86,Jambi
Tanjung Jabung Timur,2019,66.08,Jambi
Tanjung Jabung Timur,2020,66.23,Jambi
Tanjung Jabung Timur,2021,66.34,Jambi
Tanjung Jabung Timur,2022,66.66,Jambi
Tanjung Jabung Timur,2023,66.98,Jambi
Tanjung Jabung Timur,2024,67.26,Jambi
Tebo,2013,69.65,Jambi
Tebo,2014,69.65,Jambi
Tebo,2015,69.66,Jambi
Tebo,2016,69.66,Jambi
Tebo,2017,69.67,Jambi
Tebo,2018,69.77,Jambi
Tebo,2019,69.91,Jambi
Tebo,2020,69.99,Jambi
Tebo,2021,70.02,Jambi
Tebo,2022,70.26,Jambi
Tebo,2023,70.49,Jambi
Tebo,2024,70.69,Jambi
Bandung,2013,72.96,Jawa Barat
Bandung,2014,72.97,Jawa Barat
Bandung,2015,73.07,Jawa Barat
Bandung,2016,73.1,Jawa Barat
Bandung,2017,73.13,Jawa Barat
Bandung,2018,73.26,Jawa Barat
Bandung,2019,73.4,Jawa Barat
Bandung,2020,73.53,Jawa Barat
Bandung,2021,73.72,Jawa Barat
Bandung,2022,74.01,Jawa Barat
Bandung,2023,74.27,Jawa Barat
Bandung,2024,74.53,Jawa Barat
Bandung Barat,2013,71.56,Jawa Barat
Bandung Barat,2014,71.56,Jawa Barat
Bandung Barat,2015,71.76,Jawa Barat
Bandung Barat,2016,71.82,Jawa Barat
Bandung Barat,2017,71.87,Jawa Barat
Bandung Barat,2018,72.03,Jawa Barat
Bandung Barat,2019,72.18,Jawa Barat
Bandung Barat,2020,72.34,Jawa Barat
Bandung Barat,2021,72.52,Jawa Barat
Bandung Barat,2022,72.79,Jawa Barat
Bandung Barat,2023,73.1,Jawa Barat
Bandung Barat,2024,73.34,Jawa Barat
Bekasi,2013,73.13,Jawa Barat
Bekasi,2014,73.16,Jawa Barat
Bekasi,2015,73.18,Jawa Barat
Bekasi,2016,73.24,Jawa Barat
Bekasi,2017,73.3,Jawa Barat
Bekasi,2018,73.43,Jawa Barat
Bekasi,2019,73.56,Jawa Barat
Bekasi,2020,73.68,Jawa Barat
Bekasi,2021,73.81,Jawa Barat
Bekasi,2022,74.04,Jawa Barat
Bekasi,2023,74.3,Jawa Barat
Bekasi,2024,74.57,Jawa Barat
Bogor,2013,70.47,Jawa Barat
Bogor,2014,70.49,Jawa Barat
Bogor,2015,70.59,Jawa Barat
Bogor,2016,70.65,Jawa Barat
Bogor,2017,70.7,Jawa Barat
Bogor,2018,70.86,Jawa Barat
Bogor,2019,71.01,Jawa Barat
Bogor,2020,71.17,Jawa Barat
Bogor,2021,71.36,Jawa Barat
Bogor,2022,71.65,Jawa Barat
Bogor,2023,71.92,Jawa Barat
Bogor,2024,72.16,Jawa Barat
Ciamis,2013,70.29,Jawa Barat
Ciamis,2014,70.34,Jawa Barat
Ciamis,2015,70.74,Jawa Barat
Ciamis,2016,70.9,Jawa Barat
Ciamis,2017,71.07,Jawa Barat
Ciamis,2018,71.32,Jawa Barat
Ciamis,2019,71.57,Jawa Barat
Ciamis,2020,71.83,Jawa Barat
Ciamis,2021,72.02,Jawa Barat
Ciamis,2022,72.3,Jawa Barat
Ciamis,2023,72.57,Jawa Barat
Ciamis,2024,72.87,Jawa Barat
Cianjur,2013,69.04,Jawa Barat
Cianjur,2014,69.08,Jawa Barat
Cianjur,2015,69.28,Jawa Barat
Cianjur,2016,69.39,Jawa Barat
Cianjur,2017,69.49,Jawa Barat
Cianjur,2018,69.7,Jawa Barat
Cianjur,2019,69.91,Jawa Barat
Cianjur,2020,70.13,Jawa Barat
Cianjur,2021,70.32,Jawa Barat
Cianjur,2022,70.58,Jawa Barat
Cianjur,2023,70.79,Jawa Barat
Cianjur,2024,70.96,Jawa Barat
Cirebon,2013,71.25,Jawa Barat
Cirebon,2014,71.28,Jawa Barat
Cirebon,2015,71.38,Jawa Barat
Cirebon,2016,71.43,Jawa Barat
Cirebon,2017,71.49,Jawa Barat
Cirebon,2018,71.66,Jawa Barat
Cirebon,2019,71.82,Jawa Barat
Cirebon,2020,71.99,Jawa Barat
Cirebon,2021,72.18,Jawa Barat
Cirebon,2022,72.47,Jawa Barat
Cirebon,2023,72.76,Jawa Barat
Cirebon,2024,73.04,Jawa Barat
Garut,2013,70.47,Jawa Barat
Garut,2014,70.49,Jawa Barat
Garut,2015,70.69,Jawa Barat
Garut,2016,70.76,Jawa Barat
Garut,2017,70.84,Jawa Barat
Garut,2018,71.03,Jawa Barat
Garut,2019,71.22,Jawa Barat
Garut,2020,71.41,Jawa Barat
Garut,2021,71.59,Jawa Barat
Garut,2022,71.85,Jawa Barat
Garut,2023,72.07,Jawa Barat
Garut,2024,72.28,Jawa Barat
Indramayu,2013,70.25,Jawa Barat
Indramayu,2014,70.29,Jawa Barat
Indramayu,2015,70.59,Jawa Barat
Indramayu,2016,70.72,Jawa Barat
Indramayu,2017,70.86,Jawa Barat
Indramayu,2018,71.11,Jawa Barat
Indramayu,2019,71.37,Jawa Barat
Indramayu,2020,71.63,Jawa Barat
Indramayu,2021,71.84,Jawa Barat
Indramayu,2022,72.15,Jawa Barat
Indramayu,2023,72.46,Jawa Barat
Indramayu,2024,72.77,Jawa Barat
Karawang,2013,71.44,Jawa Barat
Karawang,2014,71.45,Jawa Barat
Karawang,2015,71.55,Jawa Barat
Karawang,2016,71.6,Jawa Barat
Karawang,2017,71.64,Jawa Barat
Karawang,2018,71.81,Jawa Barat
Karawang,2019,71.98,Jawa Barat
Karawang,2020,72.15,Jawa Barat
Karawang,2021,72.33,Jawa Barat
Karawang,2022,72.62,Jawa Barat
Karawang,2023,72.9,Jawa Barat
Karawang,2024,73.14,Jawa Barat
Kota Bandung,2013,73.79,Jawa Barat
Kota Bandung,2014,73.8,Jawa Barat
Kota Bandung,2015,73.82,Jawa Barat
Kota Bandung,2016,73.84,Jawa Barat
Kota Bandung,2017,73.86,Jawa Barat
Kota Bandung,2018,74,Jawa Barat
Kota Bandung,2019,74.14,Jawa Barat
Kota Bandung,2020,74.28,Jawa Barat
Kota Bandung,2021,74.46,Jawa Barat
Kota Bandung,2022,74.75,Jawa Barat
Kota Bandung,2023,75.04,Jawa Barat
Kota Bandung,2024,75.37,Jawa Barat
Kota Banjar,2013,70.2,Jawa Barat
Kota Banjar,2014,70.24,Jawa Barat
Kota Banjar,2015,70.26,Jawa Barat
Kota Banjar,2016,70.33,Jawa Barat
Kota Banjar,2017,70.39,Jawa Barat
Kota Banjar,2018,70.59,Jawa Barat
Kota Banjar,2019,70.79,Jawa Barat
Kota Banjar,2020,70.99,Jawa Barat
Kota Banjar,2021,71.19,Jawa Barat
Kota Banjar,2022,71.49,Jawa Barat
Kota Banjar,2023,71.8,Jawa Barat
Kota Banjar,2024,72.03,Jawa Barat
Kota Bekasi,2013,74.17,Jawa Barat
Kota Bekasi,2014,74.18,Jawa Barat
Kota Bekasi,2015,74.48,Jawa Barat
Kota Bekasi,2016,74.55,Jawa Barat
Kota Bekasi,2017,74.63,Jawa Barat
Kota Bekasi,2018,74.76,Jawa Barat
Kota Bekasi,2019,74.89,Jawa Barat
Kota Bekasi,2020,75.01,Jawa Barat
Kota Bekasi,2021,75.19,Jawa Barat
Kota Bekasi,2022,75.48,Jawa Barat
Kota Bekasi,2023,75.79,Jawa Barat
Kota Bekasi,2024,76.12,Jawa Barat
Kota Bogor,2013,72.57,Jawa Barat
Kota Bogor,2014,72.58,Jawa Barat
Kota Bogor,2015,72.88,Jawa Barat
Kota Bogor,2016,72.95,Jawa Barat
Kota Bogor,2017,73.01,Jawa Barat
Kota Bogor,2018,73.21,Jawa Barat
Kota Bogor,2019,73.41,Jawa Barat
Kota Bogor,2020,73.61,Jawa Barat
Kota Bogor,2021,73.82,Jawa Barat
Kota Bogor,2022,74.13,Jawa Barat
Kota Bogor,2023,74.45,Jawa Barat
Kota Bogor,2024,74.74,Jawa Barat
Kota Cimahi,2013,73.56,Jawa Barat
Kota Cimahi,2014,73.56,Jawa Barat
Kota Cimahi,2015,73.58,Jawa Barat
Kota Cimahi,2016,73.59,Jawa Barat
Kota Cimahi,2017,73.61,Jawa Barat
Kota Cimahi,2018,73.75,Jawa Barat
Kota Cimahi,2019,73.89,Jawa Barat
Kota Cimahi,2020,74.03,Jawa Barat
Kota Cimahi,2021,74.21,Jawa Barat
Kota Cimahi,2022,74.5,Jawa Barat
Kota Cimahi,2023,74.8,Jawa Barat
Kota Cimahi,2024,75.1,Jawa Barat
Kota Cirebon,2013,71.75,Jawa Barat
Kota Cirebon,2014,71.77,Jawa Barat
Kota Cirebon,2015,71.79,Jawa Barat
Kota Cirebon,2016,71.83,Jawa Barat
Kota Cirebon,2017,71.86,Jawa Barat
Kota Cirebon,2018,71.99,Jawa Barat
Kota Cirebon,2019,72.13,Jawa Barat
Kota Cirebon,2020,72.26,Jawa Barat
Kota Cirebon,2021,72.44,Jawa Barat
Kota Cirebon,2022,72.74,Jawa Barat
Kota Cirebon,2023,73.08,Jawa Barat
Kota Cirebon,2024,73.34,Jawa Barat
Kota Depok,2013,73.94,Jawa Barat
Kota Depok,2014,73.96,Jawa Barat
Kota Depok,2015,73.98,Jawa Barat
Kota Depok,2016,74.01,Jawa Barat
Kota Depok,2017,74.04,Jawa Barat
Kota Depok,2018,74.17,Jawa Barat
Kota Depok,2019,74.31,Jawa Barat
Kota Depok,2020,74.44,Jawa Barat
Kota Depok,2021,74.62,Jawa Barat
Kota Depok,2022,74.92,Jawa Barat
Kota Depok,2023,75.23,Jawa Barat
Kota Depok,2024,75.55,Jawa Barat
Kota Sukabumi,2013,71.75,Jawa Barat
Kota Sukabumi,2014,71.76,Jawa Barat
Kota Sukabumi,2015,71.86,Jawa Barat
Kota Sukabumi,2016,71.9,Jawa Barat
Kota Sukabumi,2017,71.95,Jawa Barat
Kota Sukabumi,2018,72.11,Jawa Barat
Kota Sukabumi,2019,72.26,Jawa Barat
Kota Sukabumi,2020,72.42,Jawa Barat
Kota Sukabumi,2021,72.58,Jawa Barat
Kota Sukabumi,2022,72.85,Jawa Barat
Kota Sukabumi,2023,73.11,Jawa Barat
Kota Sukabumi,2024,73.35,Jawa Barat
Kota Tasikmalaya,2013,70.93,Jawa Barat
Kota Tasikmalaya,2014,70.96,Jawa Barat
Kota Tasikmalaya,2015,71.26,Jawa Barat
Kota Tasikmalaya,2016,71.37,Jawa Barat
Kota Tasikmalaya,2017,71.48,Jawa Barat
Kota Tasikmalaya,2018,71.7,Jawa Barat
Kota Tasikmalaya,2019,71.93,Jawa Barat
Kota Tasikmalaya,2020,72.15,Jawa Barat
Kota Tasikmalaya,2021,72.34,Jawa Barat
Kota Tasikmalaya,2022,72.63,Jawa Barat
Kota Tasikmalaya,2023,72.92,Jawa Barat
Kota Tasikmalaya,2024,73.16,Jawa Barat
Kuningan,2013,72.21,Jawa Barat
Kuningan,2014,72.24,Jawa Barat
Kuningan,2015,72.64,Jawa Barat
Kuningan,2016,72.76,Jawa Barat
Kuningan,2017,72.88,Jawa Barat
Kuningan,2018,73.11,Jawa Barat
Kuningan,2019,73.35,Jawa Barat
Kuningan,2020,73.59,Jawa Barat
Kuningan,2021,73.78,Jawa Barat
Kuningan,2022,74.03,Jawa Barat
Kuningan,2023,74.29,Jawa Barat
Kuningan,2024,74.53,Jawa Barat
Majalengka,2013,68.6,Jawa Barat
Majalengka,2014,68.66,Jawa Barat
Majalengka,2015,69.06,Jawa Barat
Majalengka,2016,69.22,Jawa Barat
Majalengka,2017,69.39,Jawa Barat
Majalengka,2018,69.68,Jawa Barat
Majalengka,2019,69.97,Jawa Barat
Majalengka,2020,70.27,Jawa Barat
Majalengka,2021,70.46,Jawa Barat
Majalengka,2022,70.76,Jawa Barat
Majalengka,2023,71.05,Jawa Barat
Majalengka,2024,71.31,Jawa Barat
Pangandaran,2013,69.79,Jawa Barat
Pangandaran,2014,69.84,Jawa Barat
Pangandaran,2015,70.24,Jawa Barat
Pangandaran,2016,70.4,Jawa Barat
Pangandaran,2017,70.56,Jawa Barat
Pangandaran,2018,70.84,Jawa Barat
Pangandaran,2019,71.12,Jawa Barat
Pangandaran,2020,71.4,Jawa Barat
Pangandaran,2021,71.6,Jawa Barat
Pangandaran,2022,71.89,Jawa Barat
Pangandaran,2023,72.17,Jawa Barat
Pangandaran,2024,72.41,Jawa Barat
Purwakarta,2013,69.95,Jawa Barat
Purwakarta,2014,69.96,Jawa Barat
Purwakarta,2015,70.26,Jawa Barat
Purwakarta,2016,70.34,Jawa Barat
Purwakarta,2017,70.42,Jawa Barat
Purwakarta,2018,70.61,Jawa Barat
Purwakarta,2019,70.8,Jawa Barat
Purwakarta,2020,70.99,Jawa Barat
Purwakarta,2021,71.18,Jawa Barat
Purwakarta,2022,71.47,Jawa Barat
Purwakarta,2023,71.74,Jawa Barat
Purwakarta,2024,71.99,Jawa Barat
Subang,2013,71.19,Jawa Barat
Subang,2014,71.22,Jawa Barat
Subang,2015,71.52,Jawa Barat
Subang,2016,71.61,Jawa Barat
Subang,2017,71.71,Jawa Barat
Subang,2018,71.92,Jawa Barat
Subang,2019,72.13,Jawa Barat
Subang,2020,72.35,Jawa Barat
Subang,2021,72.58,Jawa Barat
Subang,2022,72.92,Jawa Barat
Subang,2023,73.24,Jawa Barat
Subang,2024,73.51,Jawa Barat
Sukabumi,2013,69.7,Jawa Barat
Sukabumi,2014,69.73,Jawa Barat
Sukabumi,2015,70.03,Jawa Barat
Sukabumi,2016,70.14,Jawa Barat
Sukabumi,2017,70.26,Jawa Barat
Sukabumi,2018,70.49,Jawa Barat
Sukabumi,2019,70.73,Jawa Barat
Sukabumi,2020,70.97,Jawa Barat
Sukabumi,2021,71.21,Jawa Barat
Sukabumi,2022,71.54,Jawa Barat
Sukabumi,2023,71.83,Jawa Barat
Sukabumi,2024,72.06,Jawa Barat
Sumedang,2013,71.86,Jawa Barat
Sumedang,2014,71.89,Jawa Barat
Sumedang,2015,71.91,Jawa Barat
Sumedang,2016,71.96,Jawa Barat
Sumedang,2017,72,Jawa Barat
Sumedang,2018,72.14,Jawa Barat
Sumedang,2019,72.29,Jawa Barat
Sumedang,2020,72.43,Jawa Barat
Sumedang,2021,72.62,Jawa Barat
Sumedang,2022,72.91,Jawa Barat
Sumedang,2023,73.19,Jawa Barat
Sumedang,2024,73.45,Jawa Barat
Tasikmalaya,2013,67.9,Jawa Barat
Tasikmalaya,2014,67.96,Jawa Barat
Tasikmalaya,2015,68.36,Jawa Barat
Tasikmalaya,2016,68.54,Jawa Barat
Tasikmalaya,2017,68.71,Jawa Barat
Tasikmalaya,2018,68.96,Jawa Barat
Tasikmalaya,2019,69.21,Jawa Barat
Tasikmalaya,2020,69.47,Jawa Barat
Tasikmalaya,2021,69.67,Jawa Barat
Tasikmalaya,2022,69.95,Jawa Barat
Tasikmalaya,2023,70.19,Jawa Barat
Tasikmalaya,2024,70.39,Jawa Barat
Banjarnegara,2013,73.34,Jawa Tengah
Banjarnegara,2014,73.39,Jawa Tengah
Banjarnegara,2015,73.59,Jawa Tengah
Banjarnegara,2016,73.69,Jawa Tengah
Banjarnegara,2017,73.79,Jawa Tengah
Banjarnegara,2018,73.91,Jawa Tengah
Banjarnegara,2019,74.01,Jawa Tengah
Banjarnegara,2020,74.18,Jawa Tengah
Banjarnegara,2021,74.28,Jawa Tengah
Banjarnegara,2022,74.37,Jawa Tengah
Banjarnegara,2023,74.47,Jawa Tengah
Banjarnegara,2024,74.66,Jawa Tengah
Banyumas,2013,72.89,Jawa Tengah
Banyumas,2014,72.92,Jawa Tengah
Banyumas,2015,73.12,Jawa Tengah
Banyumas,2016,73.23,Jawa Tengah
Banyumas,2017,73.33,Jawa Tengah
Banyumas,2018,73.45,Jawa Tengah
Banyumas,2019,73.55,Jawa Tengah
Banyumas,2020,73.72,Jawa Tengah
Banyumas,2021,73.8,Jawa Tengah
Banyumas,2022,73.88,Jawa Tengah
Banyumas,2023,73.98,Jawa Tengah
Banyumas,2024,74.34,Jawa Tengah
Batang,2013,74.38,Jawa Tengah
Batang,2014,74.4,Jawa Tengah
Batang,2015,74.42,Jawa Tengah
Batang,2016,74.46,Jawa Tengah
Batang,2017,74.5,Jawa Tengah
Batang,2018,74.56,Jawa Tengah
Batang,2019,74.59,Jawa Tengah
Batang,2020,74.69,Jawa Tengah
Batang,2021,74.74,Jawa Tengah
Batang,2022,74.79,Jawa Tengah
Batang,2023,74.85,Jawa Tengah
Batang,2024,75.03,Jawa Tengah
Blora,2013,73.79,Jawa Tengah
Blora,2014,73.84,Jawa Tengah
Blora,2015,73.85,Jawa Tengah
Blora,2016,73.88,Jawa Tengah
Blora,2017,73.99,Jawa Tengah
Blora,2018,74.12,Jawa Tengah
Blora,2019,74.23,Jawa Tengah
Blora,2020,74.41,Jawa Tengah
