Provinsi/Kabupaten/Kota,
,[Metode Baru] Indeks Pembangunan Manusia
,2014
ACEH,68.81
Simeulue,62.18
Aceh Singkil,65.27
Aceh Selatan,62.35
Aceh Tenggara,65.9
Aceh Timur,63.57
Aceh Tengah,70.96
Aceh Barat,67.31
Aceh Besar,71.06
Pidie,67.87
Bireuen,68.71
Aceh Utara,65.93
Aceh Barat Daya,63.08
Gayo Lues,63.34
Aceh Tamiang,66.09
Nagan Raya,65.58
Aceh Jaya,67.3
Bener Meriah,70
Pidie Jaya,69.89
Kota Banda Aceh,82.22
Kota Sabang,71.5
Kota Langsa,73.81
Kota Lhokseumawe,74.44
Kota Subulussalam,60.39
SUMATERA UTARA,68.87
Nias,57.98
Mandailing Natal,63.42
Tapanuli Selatan,67.22
Tapanuli Tengah,66.16
Tapanuli Utara,70.7
Toba Samosir / Toba,72.79
Labuhan Batu,70.06
Asahan,67.51
Simalungun,70.89
Dairi,67.91
Karo,71.84
Deli Serdang,71.98
Langkat,68
Nias Selatan,57.78
Humbang Hasundutan,65.59
Pakpak Bharat,65.06
Samosir,67.8
Serdang Bedagai,67.78
Batu Bara,65.5
Padang Lawas Utara,66.5
Padang Lawas,65.5
Labuhan Batu Selatan,68.59
Labuhan Batu Utara,69.15
Nias Utara,59.18
Nias Barat,57.54
Kota Sibolga,71.01
Kota Tanjung Balai,66.05
Kota Pematang Siantar,75.83
Kota Tebing Tinggi,72.13
Kota Medan,78.26
Kota Binjai,72.55
Kota Padangsidimpuan,71.88
Kota Gunungsitoli,65.91
SUMATERA BARAT,69.36
Kepulauan Mentawai,56.73
Pesisir Selatan,67.75
Solok,66.44
Sijunjung,64.95
Tanah Datar,68.51
Padang Pariaman,67.56
Agam,69.32
Lima Puluh Kota,66.78
Pasaman,63.33
Solok Selatan,66.29
Dharmasraya,69.27
Pasaman Barat,64.56
Kota Padang,79.83
Kota Solok,76.2
Kota Sawah Lunto,69.61
Kota Padang Panjang,75.05
Kota Bukittinggi,78.02
Kota Payakumbuh,76.49
Kota Pariaman,74.66
RIAU,70.33
Kuantan Singingi,67.47
Indragiri Hulu,67.11
Indragiri Hilir,63.8
Pelalawan,68.67
Siak,71.45
Kampar,70.72
Rokan Hulu,67.02
Bengkalis,70.84
Rokan Hilir,66.22
Kepulauan Meranti,62.91
Kota Pekanbaru,78.42
Kota Dumai,71.86
JAMBI,68.24
Kerinci,67.96
Merangin,66.21
Sarolangun,67.67
Batang Hari,67.68
Muaro Jambi,65.71
Tanjung Jabung Timur,59.88
Tanjung Jabung Barat,64.04
Tebo,66.63
Bungo,67.93
Kota Jambi,74.86
Kota Sungai Penuh,72.48
SUMATERA SELATAN,66.75
Ogan Komering Ulu,66.21
Ogan Komering Ilir,63.87
Muara Enim,65.02
Lahat,64.52
Musi Rawas,63.19
Musi Banyuasin,64.93
Banyu Asin,63.21
Ogan Komering Ulu Selatan,61.94
Ogan Komering Ulu Timur,66.74
Ogan Ilir,64.49
Empat Lawang,63.17
Penukal Abab Lematang Ilir,59.89
Musi Rawas Utara,61.34
Kota Palembang,76.02
Kota Prabumulih,72.2
Kota Pagar Alam,64.75
Kota Lubuklinggau,72.84
BENGKULU,68.06
Bengkulu Selatan,68.28
Rejang Lebong,66.55
Bengkulu Utara,67.27
Kaur,63.75
Seluma,62.94
Mukomuko,65.31
Lebong,63.9
Kepahiang,65.22
Bengkulu Tengah,64.1
Kota Bengkulu,76.49
LAMPUNG,66.42
Lampung Barat,63.54
Tanggamus,62.67
Lampung Selatan,63.75
Lampung Timur,66.42
Lampung Tengah,67.07
Lampung Utara,64.89
Way Kanan,64.32
Tulangbawang,65.83
Pesawaran,61.7
Pringsewu,66.58
Mesuji,58.71
Tulang Bawang Barat,62.46
Pesisir Barat,59.76
Kota Bandar Lampung,74.34
Kota Metro,74.98
KEP. BANGKA BELITUNG,68.27
Bangka,69.79
Belitung,69.56
Bangka Barat,66.43
Bangka Tengah,68.09
Bangka Selatan,63.54
Belitung Timur,68.1
Kota Pangkal Pinang,76.28
KEPULAUAN RIAU,73.4
Karimun,68.72
Bintan,71.65
Natuna,70.06
Lingga,60.75
Kepulauan Anambas,65.12
Kota Batam,79.13
Kota Tanjung Pinang,77.29
DKI JAKARTA,78.39
Kep. Seribu,68.48
Kota Jakarta Selatan,82.94
Kota Jakarta Timur,80.4
Kota Jakarta Pusat,79.03
Kota Jakarta Barat,79.38
Kota Jakarta Utara,77.29
JAWA BARAT,68.8
Bogor,67.36
Sukabumi,64.07
Cianjur,62.08
Bandung,69.06
Garut,62.23
Tasikmalaya,62.79
Ciamis,67.64
Kuningan,66.63
Cirebon,65.53
Majalengka,64.07
Sumedang,68.76
Indramayu,63.55
Subang,65.8
Purwakarta,67.32
Karawang,67.08
Bekasi,70.51
