country,tahun,provinsi,kota_kabupaten,level,"Pivot HDI, LE, Stunting","Pivot HDI, LE, Stunting (Values)"
Indonesia,2023,Sulawesi Tenggara,Buton Tengah,kota,stunting,36.8
Indonesia,2024,Sulawesi Tenggara,Buton Tengah,kota,stunting,31.8
Indonesia,2013,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Buton Utara,kota,stunting,35.35
Indonesia,2020,Sulawesi Tenggara,Buton Utara,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Buton Utara,kota,stunting,26.8
Indonesia,2022,Sulawesi Tenggara,Buton Utara,kota,stunting,31.2
Indonesia,2023,Sulawesi Tenggara,Buton Utara,kota,stunting,33.9
Indonesia,2024,Sulawesi Tenggara,Buton Utara,kota,stunting,30.5
Indonesia,2013,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Kolaka,kota,stunting,36.01
Indonesia,2020,Sulawesi Tenggara,Kolaka,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Kolaka,kota,stunting,26.5
Indonesia,2022,Sulawesi Tenggara,Kolaka,kota,stunting,22.6
Indonesia,2023,Sulawesi Tenggara,Kolaka,kota,stunting,23.8
Indonesia,2024,Sulawesi Tenggara,Kolaka,kota,stunting,29.7
Indonesia,2013,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Kolaka Timur,kota,stunting,37.36
Indonesia,2020,Sulawesi Tenggara,Kolaka Timur,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Kolaka Timur,kota,stunting,23.0
Indonesia,2022,Sulawesi Tenggara,Kolaka Timur,kota,stunting,23.7
Indonesia,2023,Sulawesi Tenggara,Kolaka Timur,kota,stunting,31.3
Indonesia,2024,Sulawesi Tenggara,Kolaka Timur,kota,stunting,22.0
Indonesia,2013,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Kolaka Utara,kota,stunting,37.91
Indonesia,2020,Sulawesi Tenggara,Kolaka Utara,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Kolaka Utara,kota,stunting,29.1
Indonesia,2022,Sulawesi Tenggara,Kolaka Utara,kota,stunting,24.8
Indonesia,2023,Sulawesi Tenggara,Kolaka Utara,kota,stunting,31.8
Indonesia,2024,Sulawesi Tenggara,Kolaka Utara,kota,stunting,23.6
Indonesia,2013,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Konawe,kota,stunting,26.61
Indonesia,2020,Sulawesi Tenggara,Konawe,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Konawe,kota,stunting,26.2
Indonesia,2022,Sulawesi Tenggara,Konawe,kota,stunting,28.3
Indonesia,2023,Sulawesi Tenggara,Konawe,kota,stunting,27.8
Indonesia,2024,Sulawesi Tenggara,Konawe,kota,stunting,25.0
Indonesia,2013,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,34.21
Indonesia,2020,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,32.8
Indonesia,2022,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,32.3
Indonesia,2023,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,31.3
Indonesia,2024,Sulawesi Tenggara,Konawe Kepulauan,kota,stunting,26.5
Indonesia,2013,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Konawe Selatan,kota,stunting,36.2
Indonesia,2020,Sulawesi Tenggara,Konawe Selatan,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Konawe Selatan,kota,stunting,28.3
Indonesia,2022,Sulawesi Tenggara,Konawe Selatan,kota,stunting,28.0
Indonesia,2023,Sulawesi Tenggara,Konawe Selatan,kota,stunting,33.6
Indonesia,2024,Sulawesi Tenggara,Konawe Selatan,kota,stunting,21.3
Indonesia,2013,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Konawe Utara,kota,stunting,24.39
Indonesia,2020,Sulawesi Tenggara,Konawe Utara,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Konawe Utara,kota,stunting,29.5
Indonesia,2022,Sulawesi Tenggara,Konawe Utara,kota,stunting,21.6
Indonesia,2023,Sulawesi Tenggara,Konawe Utara,kota,stunting,24.7
Indonesia,2024,Sulawesi Tenggara,Konawe Utara,kota,stunting,27.0
Indonesia,2013,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2020,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,27.6
Indonesia,2022,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2023,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2024,Sulawesi Tenggara,Kota Bau Bau,kota,stunting,
Indonesia,2013,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Kota Kendari,kota,stunting,24.3
Indonesia,2020,Sulawesi Tenggara,Kota Kendari,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Kota Kendari,kota,stunting,24.0
Indonesia,2022,Sulawesi Tenggara,Kota Kendari,kota,stunting,19.5
Indonesia,2023,Sulawesi Tenggara,Kota Kendari,kota,stunting,25.7
Indonesia,2024,Sulawesi Tenggara,Kota Kendari,kota,stunting,24.4
Indonesia,2013,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Muna,kota,stunting,27.36
Indonesia,2020,Sulawesi Tenggara,Muna,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Muna,kota,stunting,30.8
Indonesia,2022,Sulawesi Tenggara,Muna,kota,stunting,31.3
Indonesia,2023,Sulawesi Tenggara,Muna,kota,stunting,29.2
Indonesia,2024,Sulawesi Tenggara,Muna,kota,stunting,25.0
Indonesia,2013,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Muna Barat,kota,stunting,36.49
Indonesia,2020,Sulawesi Tenggara,Muna Barat,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Muna Barat,kota,stunting,29.0
Indonesia,2022,Sulawesi Tenggara,Muna Barat,kota,stunting,31.7
Indonesia,2023,Sulawesi Tenggara,Muna Barat,kota,stunting,24.4
Indonesia,2024,Sulawesi Tenggara,Muna Barat,kota,stunting,28.4
Indonesia,2013,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2014,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2015,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2016,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2017,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2018,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2019,Sulawesi Tenggara,Wakatobi,kota,stunting,23.86
Indonesia,2020,Sulawesi Tenggara,Wakatobi,kota,stunting,
Indonesia,2021,Sulawesi Tenggara,Wakatobi,kota,stunting,26.0
Indonesia,2022,Sulawesi Tenggara,Wakatobi,kota,stunting,29.9
Indonesia,2023,Sulawesi Tenggara,Wakatobi,kota,stunting,31.9
Indonesia,2024,Sulawesi Tenggara,Wakatobi,kota,stunting,24.1
Indonesia,2013,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2014,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2015,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2016,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2017,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2018,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2019,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2020,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2021,Sulawesi Utara,Bolaang Mongondow,kota,stunting,26.6
Indonesia,2022,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2023,Sulawesi Utara,Bolaang Mongondow,kota,stunting,
Indonesia,2024,Sulawesi Utara,Bolaang Mongondow,kota,stunting,19.3
Indonesia,2013,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2014,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2015,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2016,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2017,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2018,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2019,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,13.18
Indonesia,2020,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,
Indonesia,2021,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,37.4
Indonesia,2022,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,27.9
Indonesia,2023,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,33.0
Indonesia,2024,Sulawesi Utara,Bolaang Mongondow Selatan,kota,stunting,23.6
Indonesia,2013,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2014,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2015,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2016,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2017,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2018,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2019,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,25.04
Indonesia,2020,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,
Indonesia,2021,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,24.4
Indonesia,2022,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,30.0
Indonesia,2023,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,28.4
Indonesia,2024,Sulawesi Utara,Bolaang Mongondow Timur,kota,stunting,18.8
Indonesia,2013,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2014,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2015,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2016,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2017,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2018,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2019,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2020,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2021,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,26.4
Indonesia,2022,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2023,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,
Indonesia,2024,Sulawesi Utara,Bolaang Mongondow Utara,kota,stunting,26.3
Indonesia,2013,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2020,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,21.1
Indonesia,2022,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2023,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,
Indonesia,2024,Sulawesi Utara,Kepulauan Sangihe,kota,stunting,24.2
Indonesia,2013,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2014,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2015,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2016,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2017,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2018,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2019,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2020,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2021,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,22.5
Indonesia,2022,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2023,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2024,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Sitaro),kota,stunting,
Indonesia,2013,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kepulauan Talaud,kota,stunting,20.14
Indonesia,2020,Sulawesi Utara,Kepulauan Talaud,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kepulauan Talaud,kota,stunting,25.8
Indonesia,2022,Sulawesi Utara,Kepulauan Talaud,kota,stunting,26.0
Indonesia,2023,Sulawesi Utara,Kepulauan Talaud,kota,stunting,19.3
Indonesia,2024,Sulawesi Utara,Kepulauan Talaud,kota,stunting,11.6
Indonesia,2013,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kota Bitung,kota,stunting,16.32
Indonesia,2020,Sulawesi Utara,Kota Bitung,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kota Bitung,kota,stunting,22.1
Indonesia,2022,Sulawesi Utara,Kota Bitung,kota,stunting,23.5
Indonesia,2023,Sulawesi Utara,Kota Bitung,kota,stunting,19.5
Indonesia,2024,Sulawesi Utara,Kota Bitung,kota,stunting,25.1
Indonesia,2013,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2020,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kota Kotamobagu,kota,stunting,25.1
Indonesia,2022,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2023,Sulawesi Utara,Kota Kotamobagu,kota,stunting,
Indonesia,2024,Sulawesi Utara,Kota Kotamobagu,kota,stunting,23.1
Indonesia,2013,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kota Manado,kota,stunting,28.98
Indonesia,2020,Sulawesi Utara,Kota Manado,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kota Manado,kota,stunting,23.8
Indonesia,2022,Sulawesi Utara,Kota Manado,kota,stunting,18.4
Indonesia,2023,Sulawesi Utara,Kota Manado,kota,stunting,21.8
Indonesia,2024,Sulawesi Utara,Kota Manado,kota,stunting,18.8
Indonesia,2013,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2014,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2015,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2016,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2017,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2018,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2019,Sulawesi Utara,Kota Tomohon,kota,stunting,13.43
Indonesia,2020,Sulawesi Utara,Kota Tomohon,kota,stunting,
Indonesia,2021,Sulawesi Utara,Kota Tomohon,kota,stunting,18.3
Indonesia,2022,Sulawesi Utara,Kota Tomohon,kota,stunting,13.7
Indonesia,2023,Sulawesi Utara,Kota Tomohon,kota,stunting,10.5
Indonesia,2024,Sulawesi Utara,Kota Tomohon,kota,stunting,10.8
Indonesia,2013,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2014,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2015,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2016,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2017,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2018,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2019,Sulawesi Utara,Minahasa,kota,stunting,16.62
Indonesia,2020,Sulawesi Utara,Minahasa,kota,stunting,
Indonesia,2021,Sulawesi Utara,Minahasa,kota,stunting,17.5
Indonesia,2022,Sulawesi Utara,Minahasa,kota,stunting,16.5
Indonesia,2023,Sulawesi Utara,Minahasa,kota,stunting,23.1
Indonesia,2024,Sulawesi Utara,Minahasa,kota,stunting,19.4
Indonesia,2013,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2014,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2015,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2016,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2017,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2018,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2019,Sulawesi Utara,Minahasa Selatan,kota,stunting,38.06
Indonesia,2020,Sulawesi Utara,Minahasa Selatan,kota,stunting,
Indonesia,2021,Sulawesi Utara,Minahasa Selatan,kota,stunting,24.2
Indonesia,2022,Sulawesi Utara,Minahasa Selatan,kota,stunting,19.2
Indonesia,2023,Sulawesi Utara,Minahasa Selatan,kota,stunting,26.4
Indonesia,2024,Sulawesi Utara,Minahasa Selatan,kota,stunting,28.1
Indonesia,2013,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2014,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2015,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2016,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2017,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2018,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2019,Sulawesi Utara,Minahasa Tenggara,kota,stunting,24.14
Indonesia,2020,Sulawesi Utara,Minahasa Tenggara,kota,stunting,
Indonesia,2021,Sulawesi Utara,Minahasa Tenggara,kota,stunting,25.5
Indonesia,2022,Sulawesi Utara,Minahasa Tenggara,kota,stunting,26.5
Indonesia,2023,Sulawesi Utara,Minahasa Tenggara,kota,stunting,15.0
Indonesia,2024,Sulawesi Utara,Minahasa Tenggara,kota,stunting,21.9
Indonesia,2013,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2014,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2015,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2016,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2017,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2018,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2019,Sulawesi Utara,Minahasa Utara,kota,stunting,16.16
Indonesia,2020,Sulawesi Utara,Minahasa Utara,kota,stunting,
Indonesia,2021,Sulawesi Utara,Minahasa Utara,kota,stunting,19.1
Indonesia,2022,Sulawesi Utara,Minahasa Utara,kota,stunting,20.5
Indonesia,2023,Sulawesi Utara,Minahasa Utara,kota,stunting,10.9
Indonesia,2024,Sulawesi Utara,Minahasa Utara,kota,stunting,18.9
Indonesia,2013,Sumatera Barat,Agam,kota,stunting,
Indonesia,2014,Sumatera Barat,Agam,kota,stunting,
Indonesia,2015,Sumatera Barat,Agam,kota,stunting,
Indonesia,2016,Sumatera Barat,Agam,kota,stunting,
Indonesia,2017,Sumatera Barat,Agam,kota,stunting,
Indonesia,2018,Sumatera Barat,Agam,kota,stunting,
Indonesia,2019,Sumatera Barat,Agam,kota,stunting,26.64
Indonesia,2020,Sumatera Barat,Agam,kota,stunting,
Indonesia,2021,Sumatera Barat,Agam,kota,stunting,19.1
Indonesia,2022,Sumatera Barat,Agam,kota,stunting,24.6
Indonesia,2023,Sumatera Barat,Agam,kota,stunting,20.1
Indonesia,2024,Sumatera Barat,Agam,kota,stunting,27.0
Indonesia,2013,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2014,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2015,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2016,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2017,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2018,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2019,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2020,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2021,Sumatera Barat,Dharmasraya,kota,stunting,19.5
Indonesia,2022,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2023,Sumatera Barat,Dharmasraya,kota,stunting,
Indonesia,2024,Sumatera Barat,Dharmasraya,kota,stunting,20.5
Indonesia,2013,Sumatera Barat,Kepulauan Mentawai,kota,stunting,
