country,tahun,provinsi,kota_kabupaten,level,"Pivot HDI, LE, Stunting","Pivot HDI, LE, Stunting (Values)"
Indonesia,2023,Jawa Barat,Bandung,kota,life_expectancy,74.27
Indonesia,2023,Jawa Barat,Bandung,kota,life_expectancy,74.27
Indonesia,2024,Jawa Barat,Bandung,kota,life_expectancy,74.53
Indonesia,2024,Jawa Barat,Bandung,kota,life_expectancy,74.53
Indonesia,2013,Jawa Barat,Bandung Barat,kota,life_expectancy,71.56
Indonesia,2014,Jawa Barat,Bandung Barat,kota,life_expectancy,71.56
Indonesia,2015,Jawa Barat,Bandung Barat,kota,life_expectancy,71.76
Indonesia,2016,Jawa Barat,Bandung Barat,kota,life_expectancy,71.82
Indonesia,2017,Jawa Barat,Bandung Barat,kota,life_expectancy,71.87
Indonesia,2018,Jawa Barat,Bandung Barat,kota,life_expectancy,72.03
Indonesia,2019,Jawa Barat,Bandung Barat,kota,life_expectancy,72.18
Indonesia,2020,Jawa Barat,Bandung Barat,kota,life_expectancy,72.34
Indonesia,2021,Jawa Barat,Bandung Barat,kota,life_expectancy,72.52
Indonesia,2022,Jawa Barat,Bandung Barat,kota,life_expectancy,72.79
Indonesia,2023,Jawa Barat,Bandung Barat,kota,life_expectancy,73.1
Indonesia,2024,Jawa Barat,Bandung Barat,kota,life_expectancy,73.34
Indonesia,2013,Jawa Barat,Bekasi,kota,life_expectancy,73.13
Indonesia,2014,Jawa Barat,Bekasi,kota,life_expectancy,73.16
Indonesia,2015,Jawa Barat,Bekasi,kota,life_expectancy,73.18
Indonesia,2016,Jawa Barat,Bekasi,kota,life_expectancy,73.24
Indonesia,2017,Jawa Barat,Bekasi,kota,life_expectancy,73.3
Indonesia,2018,Jawa Barat,Bekasi,kota,life_expectancy,73.43
Indonesia,2019,Jawa Barat,Bekasi,kota,life_expectancy,73.56
Indonesia,2019,Jawa Barat,Bekasi,kota,life_expectancy,73.56
Indonesia,2020,Jawa Barat,Bekasi,kota,life_expectancy,73.68
Indonesia,2021,Jawa Barat,Bekasi,kota,life_expectancy,73.81
Indonesia,2021,Jawa Barat,Bekasi,kota,life_expectancy,73.81
Indonesia,2022,Jawa Barat,Bekasi,kota,life_expectancy,74.04
Indonesia,2022,Jawa Barat,Bekasi,kota,life_expectancy,74.04
Indonesia,2023,Jawa Barat,Bekasi,kota,life_expectancy,74.3
Indonesia,2023,Jawa Barat,Bekasi,kota,life_expectancy,74.3
Indonesia,2024,Jawa Barat,Bekasi,kota,life_expectancy,74.57
Indonesia,2024,Jawa Barat,Bekasi,kota,life_expectancy,74.57
Indonesia,2013,Jawa Barat,Bogor,kota,life_expectancy,70.47
Indonesia,2014,Jawa Barat,Bogor,kota,life_expectancy,70.49
Indonesia,2015,Jawa Barat,Bogor,kota,life_expectancy,70.59
Indonesia,2016,Jawa Barat,Bogor,kota,life_expectancy,70.65
Indonesia,2017,Jawa Barat,Bogor,kota,life_expectancy,70.7
Indonesia,2018,Jawa Barat,Bogor,kota,life_expectancy,70.86
Indonesia,2019,Jawa Barat,Bogor,kota,life_expectancy,71.01
Indonesia,2019,Jawa Barat,Bogor,kota,life_expectancy,71.01
Indonesia,2020,Jawa Barat,Bogor,kota,life_expectancy,71.17
Indonesia,2021,Jawa Barat,Bogor,kota,life_expectancy,71.36
Indonesia,2021,Jawa Barat,Bogor,kota,life_expectancy,71.36
Indonesia,2022,Jawa Barat,Bogor,kota,life_expectancy,71.65
Indonesia,2022,Jawa Barat,Bogor,kota,life_expectancy,71.65
Indonesia,2023,Jawa Barat,Bogor,kota,life_expectancy,71.92
Indonesia,2023,Jawa Barat,Bogor,kota,life_expectancy,71.92
Indonesia,2024,Jawa Barat,Bogor,kota,life_expectancy,72.16
Indonesia,2024,Jawa Barat,Bogor,kota,life_expectancy,72.16
Indonesia,2013,Jawa Barat,Ciamis,kota,life_expectancy,70.29
Indonesia,2014,Jawa Barat,Ciamis,kota,life_expectancy,70.34
Indonesia,2015,Jawa Barat,Ciamis,kota,life_expectancy,70.74
Indonesia,2016,Jawa Barat,Ciamis,kota,life_expectancy,70.9
Indonesia,2017,Jawa Barat,Ciamis,kota,life_expectancy,71.07
Indonesia,2018,Jawa Barat,Ciamis,kota,life_expectancy,71.32
Indonesia,2019,Jawa Barat,Ciamis,kota,life_expectancy,71.57
Indonesia,2020,Jawa Barat,Ciamis,kota,life_expectancy,71.83
Indonesia,2021,Jawa Barat,Ciamis,kota,life_expectancy,72.02
Indonesia,2022,Jawa Barat,Ciamis,kota,life_expectancy,72.3
Indonesia,2023,Jawa Barat,Ciamis,kota,life_expectancy,72.57
Indonesia,2024,Jawa Barat,Ciamis,kota,life_expectancy,72.87
Indonesia,2013,Jawa Barat,Cianjur,kota,life_expectancy,69.04
Indonesia,2014,Jawa Barat,Cianjur,kota,life_expectancy,69.08
Indonesia,2015,Jawa Barat,Cianjur,kota,life_expectancy,69.28
Indonesia,2016,Jawa Barat,Cianjur,kota,life_expectancy,69.39
Indonesia,2017,Jawa Barat,Cianjur,kota,life_expectancy,69.49
Indonesia,2018,Jawa Barat,Cianjur,kota,life_expectancy,69.7
Indonesia,2019,Jawa Barat,Cianjur,kota,life_expectancy,69.91
Indonesia,2020,Jawa Barat,Cianjur,kota,life_expectancy,70.13
Indonesia,2021,Jawa Barat,Cianjur,kota,life_expectancy,70.32
Indonesia,2022,Jawa Barat,Cianjur,kota,life_expectancy,70.58
Indonesia,2023,Jawa Barat,Cianjur,kota,life_expectancy,70.79
Indonesia,2024,Jawa Barat,Cianjur,kota,life_expectancy,70.96
Indonesia,2013,Jawa Barat,Cirebon,kota,life_expectancy,71.25
Indonesia,2014,Jawa Barat,Cirebon,kota,life_expectancy,71.28
Indonesia,2015,Jawa Barat,Cirebon,kota,life_expectancy,71.38
Indonesia,2016,Jawa Barat,Cirebon,kota,life_expectancy,71.43
Indonesia,2017,Jawa Barat,Cirebon,kota,life_expectancy,71.49
Indonesia,2018,Jawa Barat,Cirebon,kota,life_expectancy,71.66
Indonesia,2019,Jawa Barat,Cirebon,kota,life_expectancy,71.82
Indonesia,2019,Jawa Barat,Cirebon,kota,life_expectancy,71.82
Indonesia,2020,Jawa Barat,Cirebon,kota,life_expectancy,71.99
Indonesia,2021,Jawa Barat,Cirebon,kota,life_expectancy,72.18
Indonesia,2021,Jawa Barat,Cirebon,kota,life_expectancy,72.18
Indonesia,2022,Jawa Barat,Cirebon,kota,life_expectancy,72.47
Indonesia,2022,Jawa Barat,Cirebon,kota,life_expectancy,72.47
Indonesia,2023,Jawa Barat,Cirebon,kota,life_expectancy,72.76
Indonesia,2023,Jawa Barat,Cirebon,kota,life_expectancy,72.76
Indonesia,2024,Jawa Barat,Cirebon,kota,life_expectancy,73.04
Indonesia,2024,Jawa Barat,Cirebon,kota,life_expectancy,73.04
Indonesia,2013,Jawa Barat,Garut,kota,life_expectancy,70.47
Indonesia,2014,Jawa Barat,Garut,kota,life_expectancy,70.49
Indonesia,2015,Jawa Barat,Garut,kota,life_expectancy,70.69
Indonesia,2016,Jawa Barat,Garut,kota,life_expectancy,70.76
Indonesia,2017,Jawa Barat,Garut,kota,life_expectancy,70.84
Indonesia,2018,Jawa Barat,Garut,kota,life_expectancy,71.03
Indonesia,2019,Jawa Barat,Garut,kota,life_expectancy,71.22
Indonesia,2020,Jawa Barat,Garut,kota,life_expectancy,71.41
Indonesia,2021,Jawa Barat,Garut,kota,life_expectancy,71.59
Indonesia,2022,Jawa Barat,Garut,kota,life_expectancy,71.85
Indonesia,2023,Jawa Barat,Garut,kota,life_expectancy,72.07
Indonesia,2024,Jawa Barat,Garut,kota,life_expectancy,72.28
Indonesia,2013,Jawa Barat,Indramayu,kota,life_expectancy,70.25
Indonesia,2014,Jawa Barat,Indramayu,kota,life_expectancy,70.29
Indonesia,2015,Jawa Barat,Indramayu,kota,life_expectancy,70.59
Indonesia,2016,Jawa Barat,Indramayu,kota,life_expectancy,70.72
Indonesia,2017,Jawa Barat,Indramayu,kota,life_expectancy,70.86
Indonesia,2018,Jawa Barat,Indramayu,kota,life_expectancy,71.11
Indonesia,2019,Jawa Barat,Indramayu,kota,life_expectancy,71.37
Indonesia,2020,Jawa Barat,Indramayu,kota,life_expectancy,71.63
Indonesia,2021,Jawa Barat,Indramayu,kota,life_expectancy,71.84
Indonesia,2022,Jawa Barat,Indramayu,kota,life_expectancy,72.15
Indonesia,2023,Jawa Barat,Indramayu,kota,life_expectancy,72.46
Indonesia,2024,Jawa Barat,Indramayu,kota,life_expectancy,72.77
Indonesia,2013,Jawa Barat,Karawang,kota,life_expectancy,71.44
Indonesia,2014,Jawa Barat,Karawang,kota,life_expectancy,71.45
Indonesia,2015,Jawa Barat,Karawang,kota,life_expectancy,71.55
Indonesia,2016,Jawa Barat,Karawang,kota,life_expectancy,71.6
Indonesia,2017,Jawa Barat,Karawang,kota,life_expectancy,71.64
Indonesia,2018,Jawa Barat,Karawang,kota,life_expectancy,71.81
Indonesia,2019,Jawa Barat,Karawang,kota,life_expectancy,71.98
Indonesia,2020,Jawa Barat,Karawang,kota,life_expectancy,72.15
Indonesia,2021,Jawa Barat,Karawang,kota,life_expectancy,72.33
Indonesia,2022,Jawa Barat,Karawang,kota,life_expectancy,72.62
Indonesia,2023,Jawa Barat,Karawang,kota,life_expectancy,72.9
Indonesia,2024,Jawa Barat,Karawang,kota,life_expectancy,73.14
Indonesia,2013,Jawa Barat,Kota Bandung,kota,life_expectancy,73.79
Indonesia,2014,Jawa Barat,Kota Bandung,kota,life_expectancy,73.8
Indonesia,2015,Jawa Barat,Kota Bandung,kota,life_expectancy,73.82
Indonesia,2016,Jawa Barat,Kota Bandung,kota,life_expectancy,73.84
Indonesia,2017,Jawa Barat,Kota Bandung,kota,life_expectancy,73.86
Indonesia,2018,Jawa Barat,Kota Bandung,kota,life_expectancy,74.0
Indonesia,2019,Jawa Barat,Kota Bandung,kota,life_expectancy,74.14
Indonesia,2020,Jawa Barat,Kota Bandung,kota,life_expectancy,74.28
Indonesia,2021,Jawa Barat,Kota Bandung,kota,life_expectancy,74.46
Indonesia,2022,Jawa Barat,Kota Bandung,kota,life_expectancy,74.75
Indonesia,2023,Jawa Barat,Kota Bandung,kota,life_expectancy,75.04
Indonesia,2024,Jawa Barat,Kota Bandung,kota,life_expectancy,75.37
Indonesia,2013,Jawa Barat,Kota Banjar,kota,life_expectancy,70.2
Indonesia,2014,Jawa Barat,Kota Banjar,kota,life_expectancy,70.24
Indonesia,2015,Jawa Barat,Kota Banjar,kota,life_expectancy,70.26
Indonesia,2016,Jawa Barat,Kota Banjar,kota,life_expectancy,70.33
Indonesia,2017,Jawa Barat,Kota Banjar,kota,life_expectancy,70.39
Indonesia,2018,Jawa Barat,Kota Banjar,kota,life_expectancy,70.59
Indonesia,2019,Jawa Barat,Kota Banjar,kota,life_expectancy,70.79
Indonesia,2020,Jawa Barat,Kota Banjar,kota,life_expectancy,70.99
Indonesia,2021,Jawa Barat,Kota Banjar,kota,life_expectancy,71.19
Indonesia,2022,Jawa Barat,Kota Banjar,kota,life_expectancy,71.49
Indonesia,2023,Jawa Barat,Kota Banjar,kota,life_expectancy,71.8
Indonesia,2024,Jawa Barat,Kota Banjar,kota,life_expectancy,72.03
Indonesia,2013,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.17
Indonesia,2014,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.18
Indonesia,2015,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.48
Indonesia,2016,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.55
Indonesia,2017,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.63
Indonesia,2018,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.76
Indonesia,2019,Jawa Barat,Kota Bekasi,kota,life_expectancy,74.89
Indonesia,2020,Jawa Barat,Kota Bekasi,kota,life_expectancy,75.01
Indonesia,2021,Jawa Barat,Kota Bekasi,kota,life_expectancy,75.19
Indonesia,2022,Jawa Barat,Kota Bekasi,kota,life_expectancy,75.48
Indonesia,2023,Jawa Barat,Kota Bekasi,kota,life_expectancy,75.79
Indonesia,2024,Jawa Barat,Kota Bekasi,kota,life_expectancy,76.12
Indonesia,2013,Jawa Barat,Kota Bogor,kota,life_expectancy,72.57
Indonesia,2014,Jawa Barat,Kota Bogor,kota,life_expectancy,72.58
Indonesia,2015,Jawa Barat,Kota Bogor,kota,life_expectancy,72.88
Indonesia,2016,Jawa Barat,Kota Bogor,kota,life_expectancy,72.95
Indonesia,2017,Jawa Barat,Kota Bogor,kota,life_expectancy,73.01
Indonesia,2018,Jawa Barat,Kota Bogor,kota,life_expectancy,73.21
Indonesia,2019,Jawa Barat,Kota Bogor,kota,life_expectancy,73.41
Indonesia,2020,Jawa Barat,Kota Bogor,kota,life_expectancy,73.61
Indonesia,2021,Jawa Barat,Kota Bogor,kota,life_expectancy,73.82
Indonesia,2022,Jawa Barat,Kota Bogor,kota,life_expectancy,74.13
Indonesia,2023,Jawa Barat,Kota Bogor,kota,life_expectancy,74.45
Indonesia,2024,Jawa Barat,Kota Bogor,kota,life_expectancy,74.74
Indonesia,2013,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.56
Indonesia,2014,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.56
Indonesia,2015,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.58
Indonesia,2016,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.59
Indonesia,2017,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.61
Indonesia,2018,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.75
Indonesia,2019,Jawa Barat,Kota Cimahi,kota,life_expectancy,73.89
Indonesia,2020,Jawa Barat,Kota Cimahi,kota,life_expectancy,74.03
Indonesia,2021,Jawa Barat,Kota Cimahi,kota,life_expectancy,74.21
Indonesia,2022,Jawa Barat,Kota Cimahi,kota,life_expectancy,74.5
Indonesia,2023,Jawa Barat,Kota Cimahi,kota,life_expectancy,74.8
Indonesia,2024,Jawa Barat,Kota Cimahi,kota,life_expectancy,75.1
Indonesia,2013,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.75
Indonesia,2014,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.77
Indonesia,2015,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.79
Indonesia,2016,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.83
Indonesia,2017,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.86
Indonesia,2018,Jawa Barat,Kota Cirebon,kota,life_expectancy,71.99
Indonesia,2019,Jawa Barat,Kota Cirebon,kota,life_expectancy,72.13
Indonesia,2020,Jawa Barat,Kota Cirebon,kota,life_expectancy,72.26
Indonesia,2021,Jawa Barat,Kota Cirebon,kota,life_expectancy,72.44
Indonesia,2022,Jawa Barat,Kota Cirebon,kota,life_expectancy,72.74
Indonesia,2023,Jawa Barat,Kota Cirebon,kota,life_expectancy,73.08
Indonesia,2024,Jawa Barat,Kota Cirebon,kota,life_expectancy,73.34
Indonesia,2013,Jawa Barat,Kota Depok,kota,life_expectancy,73.94
Indonesia,2014,Jawa Barat,Kota Depok,kota,life_expectancy,73.96
Indonesia,2015,Jawa Barat,Kota Depok,kota,life_expectancy,73.98
Indonesia,2016,Jawa Barat,Kota Depok,kota,life_expectancy,74.01
Indonesia,2017,Jawa Barat,Kota Depok,kota,life_expectancy,74.04
Indonesia,2018,Jawa Barat,Kota Depok,kota,life_expectancy,74.17
Indonesia,2019,Jawa Barat,Kota Depok,kota,life_expectancy,74.31
Indonesia,2020,Jawa Barat,Kota Depok,kota,life_expectancy,74.44
Indonesia,2021,Jawa Barat,Kota Depok,kota,life_expectancy,74.62
Indonesia,2022,Jawa Barat,Kota Depok,kota,life_expectancy,74.92
Indonesia,2023,Jawa Barat,Kota Depok,kota,life_expectancy,75.23
Indonesia,2024,Jawa Barat,Kota Depok,kota,life_expectancy,75.55
Indonesia,2013,Jawa Barat,Kota Sukabumi,kota,life_expectancy,71.75
Indonesia,2014,Jawa Barat,Kota Sukabumi,kota,life_expectancy,71.76
Indonesia,2015,Jawa Barat,Kota Sukabumi,kota,life_expectancy,71.86
Indonesia,2016,Jawa Barat,Kota Sukabumi,kota,life_expectancy,71.9
Indonesia,2017,Jawa Barat,Kota Sukabumi,kota,life_expectancy,71.95
Indonesia,2018,Jawa Barat,Kota Sukabumi,kota,life_expectancy,72.11
Indonesia,2019,Jawa Barat,Kota Sukabumi,kota,life_expectancy,72.26
Indonesia,2020,Jawa Barat,Kota Sukabumi,kota,life_expectancy,72.42
Indonesia,2021,Jawa Barat,Kota Sukabumi,kota,life_expectancy,72.58
Indonesia,2022,Jawa Barat,Kota Sukabumi,kota,life_expectancy,72.85
Indonesia,2023,Jawa Barat,Kota Sukabumi,kota,life_expectancy,73.11
Indonesia,2024,Jawa Barat,Kota Sukabumi,kota,life_expectancy,73.35
Indonesia,2013,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,70.93
Indonesia,2014,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,70.96
Indonesia,2015,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,71.26
Indonesia,2016,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,71.37
Indonesia,2017,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,71.48
Indonesia,2018,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,71.7
Indonesia,2019,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,71.93
Indonesia,2020,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,72.15
Indonesia,2021,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,72.34
Indonesia,2022,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,72.63
Indonesia,2023,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,72.92
Indonesia,2024,Jawa Barat,Kota Tasikmalaya,kota,life_expectancy,73.16
Indonesia,2013,Jawa Barat,Kuningan,kota,life_expectancy,72.21
Indonesia,2014,Jawa Barat,Kuningan,kota,life_expectancy,72.24
Indonesia,2015,Jawa Barat,Kuningan,kota,life_expectancy,72.64
Indonesia,2016,Jawa Barat,Kuningan,kota,life_expectancy,72.76
Indonesia,2017,Jawa Barat,Kuningan,kota,life_expectancy,72.88
Indonesia,2018,Jawa Barat,Kuningan,kota,life_expectancy,73.11
Indonesia,2019,Jawa Barat,Kuningan,kota,life_expectancy,73.35
Indonesia,2020,Jawa Barat,Kuningan,kota,life_expectancy,73.59
Indonesia,2021,Jawa Barat,Kuningan,kota,life_expectancy,73.78
Indonesia,2022,Jawa Barat,Kuningan,kota,life_expectancy,74.03
Indonesia,2023,Jawa Barat,Kuningan,kota,life_expectancy,74.29
Indonesia,2024,Jawa Barat,Kuningan,kota,life_expectancy,74.53
Indonesia,2013,Jawa Barat,Majalengka,kota,life_expectancy,68.6
Indonesia,2014,Jawa Barat,Majalengka,kota,life_expectancy,68.66
Indonesia,2015,Jawa Barat,Majalengka,kota,life_expectancy,69.06
Indonesia,2016,Jawa Barat,Majalengka,kota,life_expectancy,69.22
Indonesia,2017,Jawa Barat,Majalengka,kota,life_expectancy,69.39
Indonesia,2018,Jawa Barat,Majalengka,kota,life_expectancy,69.68
Indonesia,2019,Jawa Barat,Majalengka,kota,life_expectancy,69.97
Indonesia,2020,Jawa Barat,Majalengka,kota,life_expectancy,70.27
Indonesia,2021,Jawa Barat,Majalengka,kota,life_expectancy,70.46
Indonesia,2022,Jawa Barat,Majalengka,kota,life_expectancy,70.76
Indonesia,2023,Jawa Barat,Majalengka,kota,life_expectancy,71.05
Indonesia,2024,Jawa Barat,Majalengka,kota,life_expectancy,71.31
Indonesia,2013,Jawa Barat,Pangandaran,kota,life_expectancy,69.79
Indonesia,2014,Jawa Barat,Pangandaran,kota,life_expectancy,69.84
Indonesia,2015,Jawa Barat,Pangandaran,kota,life_expectancy,70.24
Indonesia,2016,Jawa Barat,Pangandaran,kota,life_expectancy,70.4
Indonesia,2017,Jawa Barat,Pangandaran,kota,life_expectancy,70.56
Indonesia,2018,Jawa Barat,Pangandaran,kota,life_expectancy,70.84
Indonesia,2019,Jawa Barat,Pangandaran,kota,life_expectancy,71.12
Indonesia,2020,Jawa Barat,Pangandaran,kota,life_expectancy,71.4
Indonesia,2021,Jawa Barat,Pangandaran,kota,life_expectancy,71.6
Indonesia,2022,Jawa Barat,Pangandaran,kota,life_expectancy,71.89
Indonesia,2023,Jawa Barat,Pangandaran,kota,life_expectancy,72.17
Indonesia,2024,Jawa Barat,Pangandaran,kota,life_expectancy,72.41
Indonesia,2013,Jawa Barat,Purwakarta,kota,life_expectancy,69.95
Indonesia,2014,Jawa Barat,Purwakarta,kota,life_expectancy,69.96
Indonesia,2015,Jawa Barat,Purwakarta,kota,life_expectancy,70.26
Indonesia,2016,Jawa Barat,Purwakarta,kota,life_expectancy,70.34
Indonesia,2017,Jawa Barat,Purwakarta,kota,life_expectancy,70.42
Indonesia,2018,Jawa Barat,Purwakarta,kota,life_expectancy,70.61
Indonesia,2019,Jawa Barat,Purwakarta,kota,life_expectancy,70.8
Indonesia,2020,Jawa Barat,Purwakarta,kota,life_expectancy,70.99
Indonesia,2021,Jawa Barat,Purwakarta,kota,life_expectancy,71.18
Indonesia,2022,Jawa Barat,Purwakarta,kota,life_expectancy,71.47
Indonesia,2023,Jawa Barat,Purwakarta,kota,life_expectancy,71.74
Indonesia,2024,Jawa Barat,Purwakarta,kota,life_expectancy,71.99
Indonesia,2013,Jawa Barat,Subang,kota,life_expectancy,71.19
Indonesia,2014,Jawa Barat,Subang,kota,life_expectancy,71.22
Indonesia,2015,Jawa Barat,Subang,kota,life_expectancy,71.52
Indonesia,2016,Jawa Barat,Subang,kota,life_expectancy,71.61
Indonesia,2017,Jawa Barat,Subang,kota,life_expectancy,71.71
Indonesia,2018,Jawa Barat,Subang,kota,life_expectancy,71.92
Indonesia,2019,Jawa Barat,Subang,kota,life_expectancy,72.13
Indonesia,2020,Jawa Barat,Subang,kota,life_expectancy,72.35
Indonesia,2021,Jawa Barat,Subang,kota,life_expectancy,72.58
Indonesia,2022,Jawa Barat,Subang,kota,life_expectancy,72.92
Indonesia,2023,Jawa Barat,Subang,kota,life_expectancy,73.24
Indonesia,2024,Jawa Barat,Subang,kota,life_expectancy,73.51
Indonesia,2013,Jawa Barat,Sukabumi,kota,life_expectancy,69.7
Indonesia,2014,Jawa Barat,Sukabumi,kota,life_expectancy,69.73
Indonesia,2015,Jawa Barat,Sukabumi,kota,life_expectancy,70.03
Indonesia,2016,Jawa Barat,Sukabumi,kota,life_expectancy,70.14
Indonesia,2017,Jawa Barat,Sukabumi,kota,life_expectancy,70.26
Indonesia,2018,Jawa Barat,Sukabumi,kota,life_expectancy,70.49
Indonesia,2019,Jawa Barat,Sukabumi,kota,life_expectancy,70.73
Indonesia,2019,Jawa Barat,Sukabumi,kota,life_expectancy,70.73
Indonesia,2020,Jawa Barat,Sukabumi,kota,life_expectancy,70.97
Indonesia,2021,Jawa Barat,Sukabumi,kota,life_expectancy,71.21
Indonesia,2021,Jawa Barat,Sukabumi,kota,life_expectancy,71.21
Indonesia,2022,Jawa Barat,Sukabumi,kota,life_expectancy,71.54
Indonesia,2022,Jawa Barat,Sukabumi,kota,life_expectancy,71.54
Indonesia,2023,Jawa Barat,Sukabumi,kota,life_expectancy,71.83
Indonesia,2023,Jawa Barat,Sukabumi,kota,life_expectancy,71.83
Indonesia,2024,Jawa Barat,Sukabumi,kota,life_expectancy,72.06
Indonesia,2024,Jawa Barat,Sukabumi,kota,life_expectancy,72.06
Indonesia,2013,Jawa Barat,Sumedang,kota,life_expectancy,71.86
Indonesia,2014,Jawa Barat,Sumedang,kota,life_expectancy,71.89
Indonesia,2015,Jawa Barat,Sumedang,kota,life_expectancy,71.91
Indonesia,2016,Jawa Barat,Sumedang,kota,life_expectancy,71.96
Indonesia,2017,Jawa Barat,Sumedang,kota,life_expectancy,72.0
Indonesia,2018,Jawa Barat,Sumedang,kota,life_expectancy,72.14
Indonesia,2019,Jawa Barat,Sumedang,kota,life_expectancy,72.29
Indonesia,2020,Jawa Barat,Sumedang,kota,life_expectancy,72.43
Indonesia,2021,Jawa Barat,Sumedang,kota,life_expectancy,72.62
Indonesia,2022,Jawa Barat,Sumedang,kota,life_expectancy,72.91
Indonesia,2023,Jawa Barat,Sumedang,kota,life_expectancy,73.19
Indonesia,2024,Jawa Barat,Sumedang,kota,life_expectancy,73.45
Indonesia,2013,Jawa Barat,Tasikmalaya,kota,life_expectancy,67.9
Indonesia,2014,Jawa Barat,Tasikmalaya,kota,life_expectancy,67.96
Indonesia,2015,Jawa Barat,Tasikmalaya,kota,life_expectancy,68.36
Indonesia,2016,Jawa Barat,Tasikmalaya,kota,life_expectancy,68.54
Indonesia,2017,Jawa Barat,Tasikmalaya,kota,life_expectancy,68.71
Indonesia,2018,Jawa Barat,Tasikmalaya,kota,life_expectancy,68.96
Indonesia,2019,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.21
Indonesia,2019,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.21
Indonesia,2020,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.47
Indonesia,2021,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.67
Indonesia,2021,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.67
Indonesia,2022,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.95
Indonesia,2022,Jawa Barat,Tasikmalaya,kota,life_expectancy,69.95
Indonesia,2023,Jawa Barat,Tasikmalaya,kota,life_expectancy,70.19
Indonesia,2023,Jawa Barat,Tasikmalaya,kota,life_expectancy,70.19
Indonesia,2024,Jawa Barat,Tasikmalaya,kota,life_expectancy,70.39
Indonesia,2024,Jawa Barat,Tasikmalaya,kota,life_expectancy,70.39
Indonesia,2013,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.34
Indonesia,2014,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.39
Indonesia,2015,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.59
Indonesia,2016,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.69
Indonesia,2017,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.79
Indonesia,2018,Jawa Tengah,Banjarnegara,kota,life_expectancy,73.91
Indonesia,2019,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.01
Indonesia,2020,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.18
Indonesia,2021,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.28
Indonesia,2022,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.37
Indonesia,2023,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.47
Indonesia,2024,Jawa Tengah,Banjarnegara,kota,life_expectancy,74.66
Indonesia,2013,Jawa Tengah,Banyumas,kota,life_expectancy,72.89
Indonesia,2014,Jawa Tengah,Banyumas,kota,life_expectancy,72.92
Indonesia,2015,Jawa Tengah,Banyumas,kota,life_expectancy,73.12
Indonesia,2016,Jawa Tengah,Banyumas,kota,life_expectancy,73.23
Indonesia,2017,Jawa Tengah,Banyumas,kota,life_expectancy,73.33
Indonesia,2018,Jawa Tengah,Banyumas,kota,life_expectancy,73.45
Indonesia,2019,Jawa Tengah,Banyumas,kota,life_expectancy,73.55
Indonesia,2020,Jawa Tengah,Banyumas,kota,life_expectancy,73.72
Indonesia,2021,Jawa Tengah,Banyumas,kota,life_expectancy,73.8
Indonesia,2022,Jawa Tengah,Banyumas,kota,life_expectancy,73.88
Indonesia,2023,Jawa Tengah,Banyumas,kota,life_expectancy,73.98
Indonesia,2024,Jawa Tengah,Banyumas,kota,life_expectancy,74.34
Indonesia,2013,Jawa Tengah,Batang,kota,life_expectancy,74.38
